"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","4148,72","4148,72","4148,72","4148.72","282401","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
"2","muhasebe","admin/muhasebe/stok/stok-listesi/1/edit","admin/muhasebe/stok/stok-listesi/{record}/edit","filament.admin.muhasebe.resources.stok.stok-listesi.edit","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\EditStokKarti","App\Models\Muhasebe\StokKarti","1","200","2805,43","2805,43","2805,43","2805.43","316985","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/1/edit",
"3","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/1/edit","admin/teklif-yonetimi/sablonlar/{record}/edit","filament.admin.teklif-yonetimi.resources.sablonlar.edit","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\EditTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","1","200","2736,42","2736,42","2736,42","2736.42","184600","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/1/edit",
"4","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/1/edit","admin/firma-ici-kullanicilar/{record}/edit","filament.admin.resources.firma-ici-kullanicilar.edit","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciDuzenle","App\Models\FirmaKullanici","1","200","2663,56","2663,56","2663,56","2663.56","165066","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/1/edit",
"5","muhasebe","admin/muhasebe/fatura-kaynagis/1/edit","admin/muhasebe/fatura-kaynagis/{record}/edit","filament.admin.muhasebe.resources.fatura-kaynagis.edit","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\EditFatura","App\Models\Muhasebe\Fatura","1","200","2640,81","2640,81","2640,81","2640.81","348999","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1/edit",
"6","teknik-servis","admin/teknik-servis/servis-kayitlari/1","admin/teknik-servis/servis-kayitlari/{record}","filament.admin.teknik-servis.resources.servis-kayitlari.view","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiGoruntule","App\Models\TeknikServis\TeknikServisKaydi","1","200","2411,69","2411,69","2411,69","2411.69","395969","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1",
"7","muhasebe","admin/muhasebe/fatura-kaynagis/1","admin/muhasebe/fatura-kaynagis/{record}","filament.admin.muhasebe.resources.fatura-kaynagis.view","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\ViewFatura","App\Models\Muhasebe\Fatura","1","200","2026,34","2026,34","2026,34","2026.34","248313","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1",
"8","teknik-servis","admin/teknik-servis/servis-kayitlari/1/duzenle","admin/teknik-servis/servis-kayitlari/{record}/duzenle","filament.admin.teknik-servis.resources.servis-kayitlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiDuzenle","App\Models\TeknikServis\TeknikServisKaydi","1","200","2006,74","2006,74","2006,74","2006.74","437545","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1/duzenle",
"9","sistem-planlar","admin/sistem-planlar/1/edit","admin/sistem-planlar/{record}/edit","filament.admin.resources.sistem-planlar.edit","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanDuzenle","App\Models\Plan","1","200","1956,71","1956,71","1956,71","1956.71","144828","http://localhost/yalova-kamera/admin/sistem-planlar/1/edit",
"10","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","1928,32","1928,32","1928,32","1928.32","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
