"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","5245,32","5245,32","5245,32","5245.32","220572","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"2","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","4482,26","4482,26","4482,26","4482.26","120318","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"3","muhasebe","admin/muhasebe/finans/bankalar","filament.admin.muhasebe.pages.finans.bankalar","App\Filament\Clusters\Muhasebe\Pages\Bankalar","200","4459,41","4459,41","4459,41","4459.41","288581","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"4","muhasebe","admin/muhasebe/finans/kasalar","filament.admin.muhasebe.pages.finans.kasalar","App\Filament\Clusters\Muhasebe\Pages\Kasalar","200","4454,14","4454,14","4454,14","4454.14","267968","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari",
"5","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","4341,74","4341,74","4341,74","4341.74","229291","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"6","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","4169,63","4169,63","4169,63","4169.63","261976","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"7","restoran","admin/restoran","filament.admin.restoran","App\Filament\Clusters\Restoran","200","4059,33","4059,33","4059,33","4059.33","118426","http://localhost/yalova-kamera/admin/restoran",
"8","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","4001,62","4001,62","4001,62","4001.62","325893","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"9","web","admin/web/sayfalar/hakkimizda","filament.admin.web.pages.sayfalar.hakkimizda","App\Filament\Clusters\Web\Pages\Hakkimizda","200","3582,53","3582,53","3582,53","3582.53","937397","http://localhost/yalova-kamera/admin/web/sayfalar/hakkimizda",
"10","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","3528,7","3528,7","3528,7","3528.7","554373","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"11","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","3524,04","3524,04","3524,04","3524.04","128370","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
