"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/raporlar/kar-zarar","filament.admin.muhasebe.pages.raporlar.kar-zarar","App\Filament\Clusters\Muhasebe\Pages\KarZararRaporuTaslakSayfasi","200","29189,56","29189,56","29189,56","29189.56","112155","http://localhost/yalova-kamera/admin/muhasebe/raporlar/kar-zarar",
"2","muhasebe","admin/muhasebe/raporlar/gelir-gider","filament.admin.muhasebe.pages.raporlar.gelir-gider","App\Filament\Clusters\Muhasebe\Pages\GelirGiderRaporuSayfasi","200","14827,34","14827,34","14827,34","14827.34","112131","http://localhost/yalova-kamera/admin/muhasebe/raporlar/gelir-gider",
"3","muhasebe","admin/muhasebe/satis/banka-satis","filament.admin.muhasebe.pages.satis.banka-satis","App\Filament\Clusters\Muhasebe\Pages\BankaSatis","200","13351,26","13351,26","13351,26","13351.26","165097","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-hareketleri",
"4","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","6901,08","6901,08","6901,08","6901.08","155613","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"5","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","5489,53","5489,53","5489,53","5489.53","229291","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"6","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/create","filament.admin.teklif-yonetimi.resources.sablonlar.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu","200","5452,17","5452,17","5452,17","5452.17","181334","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/create",
"7","muhasebe","admin/muhasebe/sistem-olaylari","filament.admin.muhasebe.pages.sistem-olaylari","App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi","200","4986,47","4986,47","4986,47","4986.47","310220","http://localhost/yalova-kamera/admin/muhasebe/sistem-olaylari",
"8","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","4852,41","4852,41","4852,41","4852.41","163302","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"9","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","4482,29","4482,29","4482,29","4482.29","220572","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"10","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","4153,14","4153,14","4153,14","4153.14","151674","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"11","restoran","admin/restoran","filament.admin.restoran","App\Filament\Clusters\Restoran","200","3717,55","3717,55","3717,55","3717.55","118426","http://localhost/yalova-kamera/admin/restoran",
"12","muhasebe","admin/muhasebe/stok/stok-kategorileri","filament.admin.muhasebe.resources.stok.stok-kategorileri.index","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\ListStokKategorileri","200","3419,07","3419,07","3419,07","3419.07","165225","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri",
"13","personel-takip","admin/personel-takip/izinler/create","filament.admin.personel-takip.resources.izinler.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\CreatePersonelIzin","200","3385,25","3385,25","3385,25","3385.25","164436","http://localhost/yalova-kamera/admin/personel-takip/izinler/create",
"14","profil","admin/profil","filament.admin.auth.profile","App\Filament\Pages\Auth\ProfilDuzenle","200","3373,51","3373,51","3373,51","3373.51","232126","http://localhost/yalova-kamera/admin/profil",
"15","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","3366,3","3366,3","3366,3","3366.3","130034","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
"16","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","3244,41","3244,41","3244,41","3244.41","241767","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"17","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","3222,2","3222,2","3222,2","3222.2","255192","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"18","muhasebe","admin/muhasebe/is-analitigi","filament.admin.muhasebe.pages.is-analitigi","App\Filament\Clusters\Muhasebe\Pages\IsAnalitigiSayfasi","200","3178,45","3178,45","3178,45","3178.45","113709","http://localhost/yalova-kamera/admin/muhasebe/is-analitigi",
"19","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","3161,99","3161,99","3161,99","3161.99","120318","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"20","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","3123,91","3123,91","3123,91","3123.91","175931","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"21","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","3114,83","3114,83","3114,83","3114.83","128370","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
"22","muhasebe","admin/muhasebe/tanimlar/birimler","filament.admin.muhasebe.resources.tanimlar.birimler.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\ListBirimler","200","3104,5","3104,5","3104,5","3104.5","228574","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler",
"23","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","2995,9","2995,9","2995,9","2995.9","261967","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"24","restoran","admin/restoran/masa-ekrani","filament.admin.restoran.pages.masa-ekrani","App\Filament\Clusters\Restoran\Pages\RestoranMasaEkraniSayfasi","200","2900,14","2900,14","2900,14","2900.14","120918","http://localhost/yalova-kamera/admin/restoran/masa-ekrani",
"25","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","2889,77","2889,77","2889,77","2889.77","340915","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"26","restoran","admin/restoran/mutfak","filament.admin.restoran.pages.mutfak","App\Filament\Clusters\Restoran\Pages\RestoranMutfakEkraniSayfasi","200","2886,04","2886,04","2886,04","2886.04","124184","http://localhost/yalova-kamera/admin/restoran/mutfak",
"27","muhasebe","admin/muhasebe/satis/barkodlu-satis-muhasebe-mutabakat","filament.admin.muhasebe.pages.satis.barkodlu-satis-muhasebe-mutabakat","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisMuhasebeMutabakatSayfasi","200","2881,36","2881,36","2881,36","2881.36","157266","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-muhasebe-mutabakat",
"28","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz","filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi","200","2834,59","2834,59","2834,59","2834.59","261290","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz",
