"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/create","filament.admin.teklif-yonetimi.resources.sablonlar.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu","200","3866,81","3866,81","3866,81","3866.81","181335","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/create",
"2","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","3723,38","3723,38","3723,38","3723.38","163303","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"3","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","3357,36","3357,36","3357,36","3357.36","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"4","restoran","admin/restoran","filament.admin.restoran","App\Filament\Clusters\Restoran","200","2774,32","2774,32","2774,32","2774.32","118427","http://localhost/yalova-kamera/admin/restoran",
"5","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","2764,67","2764,67","2764,67","2764.67","229292","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"6","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","2627,81","2627,81","2627,81","2627.81","130035","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
"7","personel-takip","admin/personel-takip/izinler/create","filament.admin.personel-takip.resources.izinler.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\CreatePersonelIzin","200","2590,35","2590,35","2590,35","2590.35","164437","http://localhost/yalova-kamera/admin/personel-takip/izinler/create",
"8","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","2578,18","2578,18","2578,18","2578.18","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"9","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","2569,42","2569,42","2569,42","2569.42","120319","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"10","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","2554,78","2554,78","2554,78","2554.78","255201","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
