"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"17","restoran","admin/restoran/qr-menu/receteler/create","filament.admin.restoran.resources.qr-menu.receteler.create","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\CreateRestoranRecete","200","508,74","507,91","509,56","509,56|507,91","178095","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/create",
"18","sistem-kullanicilar","admin/sistem-kullanicilar","filament.admin.resources.sistem-kullanicilar.index","App\Filament\Resources\UserResource\Pages\ListUsers","200","508,05","498,3","517,79","517,79|498,3","159134","http://localhost/yalova-kamera/admin/sistem-kullanicilar",
"19","restoran","admin/restoran/qr-menu/receteler","filament.admin.restoran.resources.qr-menu.receteler.index","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\ListRestoranReceteleri","200","505,55","485,09","526,01","526,01|485,09","162370","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler",
"20","product-categories","admin/product-categories","filament.admin.resources.product-categories.index","App\Filament\Resources\ProductCategoryResource\Pages\ListProductCategories","200","505,08","487,99","522,17","522,17|487,99","165230","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"21","restoran","admin/restoran/qr-menu/urunler/create","filament.admin.restoran.resources.qr-menu.urunler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\CreateRestoranMenuUrun","200","504,63","453,29","555,97","555,97|453,29","166488","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/create",
"22","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","504,54","504,04","505,04","504,04|505,04","140298","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"23","personel-takip","admin/personel-takip/avanslar","filament.admin.personel-takip.resources.avanslar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\ListPersonelAvanslari","200","504,15","499,11","509,19","499,11|509,19","155378","http://localhost/yalova-kamera/admin/personel-takip/avanslar",
"24","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","498,28","477,23","519,33","477,23|519,33","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"25","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","497,01","485,12","508,9","485,12|508,9","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"26","personel-takip","admin/personel-takip/maas-donemleri","filament.admin.personel-takip.resources.maas-donemleri.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\ListPersonelMaasDonemleri","200","496,23","485,49","506,97","506,97|485,49","160024","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri",
"27","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","496,09","494,63","497,55","497,55|494,63","154587","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"28","muhasebe","admin/muhasebe/finans/banka-hesaplari","filament.admin.muhasebe.resources.finans.banka-hesaplari.index","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ListBankaHesaplari","200","492,54","480,39","504,68","504,68|480,39","166900","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"29","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","490,81","480,07","501,55","480,07|501,55","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"30","profil","admin/profil","filament.admin.auth.profile","App\Filament\Pages\Auth\ProfilDuzenle","200","490,57","478,7","502,44","502,44|478,7","174926","http://localhost/yalova-kamera/admin/profil",
"31","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","487,33","485,86","488,8","485,86|488,8","151675","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"32","teknik-servis","admin/teknik-servis/servis-kayitlari","filament.admin.teknik-servis.resources.servis-kayitlari.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ListTeknikServisKayitlari","200","486,88","463,86","509,9","509,9|463,86","145871","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari",
"33","restoran","admin/restoran/adisyon-kalemleri/create","filament.admin.restoran.resources.adisyon-kalemleri.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\CreateRestoranAdisyonKalemi","200","486,01","449,34","522,69","522,69|449,34","167138","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/create",
"34","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","485,69","482,78","488,6","488,6|482,78","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"35","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","485,52","462,88","508,17","508,17|462,88","147473","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"36","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","485,2","479,64","490,75","479,64|490,75","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"37","restoran","admin/restoran/masalar/create","filament.admin.restoran.resources.masalar.create","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\CreateRestoranMasa","200","484,25","479,07","489,44","489,44|479,07","160786","http://localhost/yalova-kamera/admin/restoran/masalar/create",
"38","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","484,09","483,69","484,5","484,5|483,69","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"39","restoran","admin/restoran/adisyon-kalemleri","filament.admin.restoran.resources.adisyon-kalemleri.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\ListRestoranAdisyonKalemleri","200","483,65","469,15","498,16","498,16|469,15","156830","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri",
"40","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","476,86","456,24","497,48","456,24|497,48","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"41","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","475,34","463,36","487,31","487,31|463,36","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"42","sistem-planlar","admin/sistem-planlar","filament.admin.resources.sistem-planlar.index","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanListesi","200","474,57","468,32","480,83","480,83|468,32","145113","http://localhost/yalova-kamera/admin/sistem-planlar",
"43","restoran","admin/restoran/qr-menu/kategoriler/create","filament.admin.restoran.resources.qr-menu.kategoriler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori","200","473,19","448,23","498,16","498,16|448,23","144860","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/create",
"44","web","admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz","filament.admin.web.pages.web-moduller.ucuncu-grup.neler-yapiyoruz","App\Filament\Clusters\Web\Pages\ModulNelerYapiyoruz","200","472,71","466,34","479,07","466,34|479,07","184548","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz",
"45","e-ticaret","admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.musteri-mesajlari","App\Filament\Clusters\ETicaret\Pages\MusteriMesajlariSayfasi","200","470,92","442,16","499,68","499,68|442,16","131610","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari",
"46","web","admin/web/web-moduller/ucuncu-grup/musteri-yorumlari","filament.admin.web.pages.web-moduller.ucuncu-grup.musteri-yorumlari","App\Filament\Clusters\Web\Pages\ModulMusteriYorumlari","200","469,58","447,16","492,01","447,16|492,01","185684","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/musteri-yorumlari",
"47","sistem-yetkiler","admin/sistem-yetkiler","filament.admin.resources.sistem-yetkiler.index","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiListesi","200","467,44","452,86","482,01","482,01|452,86","149538","http://localhost/yalova-kamera/admin/sistem-yetkiler",
"48","teklif-yonetimi","admin/teklif-yonetimi/teklifler","filament.admin.teklif-yonetimi.resources.teklifler.index","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\ListTeklifler","200","467,38","442,81","491,96","442,81|491,96","170173","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler",
"49","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\ListTeknikServisAksesuarlari","200","466,86","457,97","475,76","475,76|457,97","141992","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar",
"50","web","admin/web/servisler/ayarlar","filament.admin.web.pages.servisler.ayarlar","App\Filament\Clusters\Web\Pages\WebServisAyarlar","200","466,61","453,38","479,84","479,84|453,38","146467","http://localhost/yalova-kamera/admin/web/servisler/ayarlar",
"51","web","admin/web/web-moduller/ucuncu-grup/teknik-destek","filament.admin.web.pages.web-moduller.ucuncu-grup.teknik-destek","App\Filament\Clusters\Web\Pages\ModulTeknikDestek","200","464,81","445,38","484,25","445,38|484,25","182903","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/teknik-destek",
"52","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","464,23","462,16","466,3","462,16|466,3","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"53","web","admin/web/web-moduller/ucuncu-grup/neden-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.neden-biz","App\Filament\Clusters\Web\Pages\ModulNedenBiz","200","462,71","459,82","465,6","459,82|465,6","191158","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neden-biz",
"54","sistem-roller","admin/sistem-roller","filament.admin.resources.sistem-roller.index","App\Filament\Resources\RoleResource\Pages\ListRoles","200","462,41","447,29","477,53","477,53|447,29","140128","http://localhost/yalova-kamera/admin/sistem-roller",
"55","sistem-moduller","admin/sistem-moduller","filament.admin.resources.sistem-moduller.index","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulListesi","200","460,69","451,99","469,39","469,39|451,99","132350","http://localhost/yalova-kamera/admin/sistem-moduller",
"56","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","459,79","400,11","519,46","400,11|519,46","192289","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"57","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","459,27","438,55","480","480|438,55","144785","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"58","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","458,63","458,1","459,15","458,1|459,15","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"59","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","456,46","450,98","461,95","461,95|450,98","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"60","web","admin/web/web-moduller/ucuncu-grup/faqs","filament.admin.web.pages.web-moduller.ucuncu-grup.faqs","App\Filament\Clusters\Web\Pages\ModulFaqs","200","455,43","440,22","470,64","440,22|470,64","178726","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/faqs",
"61","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","452,74","447,87","457,61","457,61|447,87","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"62","web","admin/web/projeler/ayarlar","filament.admin.web.pages.projeler.ayarlar","App\Filament\Clusters\Web\Pages\WebProjeAyarlar","200","450,72","434,24","467,2","467,2|434,24","146358","http://localhost/yalova-kamera/admin/web/projeler/ayarlar",
"63","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","450,56","441,26","459,85","459,85|441,26","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"64","web","admin/web/urunler/urun-listesi/create","filament.admin.web.resources.urunler.urun-listesi.create","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun","200","450,14","444,88","455,39","444,88|455,39","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"65","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","440,21","439,25","441,16","439,25|441,16","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"66","personel-takip","admin/personel-takip/terminal/pin-giris-cikis","filament.admin.personel-takip.pages.terminal.pin-giris-cikis","App\Filament\Clusters\PersonelTakip\Pages\PersonelPinTerminalSayfasi","200","439,83","439,57","440,09","440,09|439,57","129455","http://localhost/yalova-kamera/admin/personel-takip/terminal/pin-giris-cikis",
"67","web","admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme","filament.admin.web.pages.web-ayarlar.menu-ayarlari.menu-duzenleme","App\Filament\Clusters\Web\Pages\ModulMenu","200","438,56","431,58","445,54","445,54|431,58","170901","http://localhost/yalova-kamera/admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme",
"68","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","437,64","415,1","460,17","460,17|415,1","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"69","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","435,7","435,5","435,89","435,89|435,5","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"70","teknik-servis","admin/teknik-servis/ozet","filament.admin.teknik-servis.pages.ozet","App\Filament\Clusters\TeknikServis\Pages\TeknikServisDashboardSayfasi","200","435,55","408,07","463,04","408,07|463,04","143291","http://localhost/yalova-kamera/admin/teknik-servis/ozet",
"71","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\ListDovizKurlari","200","432,61","432,27","432,95","432,27|432,95","163464","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari",
"72","web","admin/web/bloglar/blog-listesi","filament.admin.web.pages.bloglar.blog-listesi","App\Filament\Clusters\Web\Pages\BlogListesi","200","429,79","427,05","432,52","432,52|427,05","181638","http://localhost/yalova-kamera/admin/web/bloglar/blog-listesi",
"73","web","admin/web/urunler/urun-listesi","filament.admin.web.resources.urunler.urun-listesi.index","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ListUrunler","200","429,44","414,5","444,38","414,5|444,38","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"74","web","admin/web/projeler/liste","filament.admin.web.pages.projeler.liste","App\Filament\Clusters\Web\Pages\WebProje","200","426,31","415,02","437,61","415,02|437,61","180359","http://localhost/yalova-kamera/admin/web/projeler/liste",
"75","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","425,83","417,1","434,56","417,1|434,56","174908","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"76","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","425,75","419,62","431,88","419,62|431,88","215893","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"77","muhasebe","admin/muhasebe/tanimlar/varyantlar","filament.admin.muhasebe.resources.tanimlar.varyantlar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\ListMuhasebeVaryantlari","200","425,17","417,86","432,48","417,86|432,48","160766","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar",
"78","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","424,64","417,43","431,85","417,43|431,85","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"79","muhasebe","admin/muhasebe","filament.admin.muhasebe","App\Filament\Clusters\Muhasebe","200","424,47","422,95","426","426|422,95","110818","http://localhost/yalova-kamera/admin/muhasebe",
"80","products","admin/products","filament.admin.resources.products.index","App\Filament\Resources\ProductResource\Pages\ListProducts","200","423,13","419,98","426,27","426,27|419,98","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"81","muhasebe","admin/muhasebe/stok","filament.admin.muhasebe.pages.stok","App\Filament\Clusters\Muhasebe\Pages\Stok","200","422,9","415,43","430,37","415,43|430,37","111840","http://localhost/yalova-kamera/admin/muhasebe/stok",
"82","muhasebe","admin/muhasebe/raporlar/bilanco","filament.admin.muhasebe.pages.raporlar.bilanco","App\Filament\Clusters\Muhasebe\Pages\BilancoRaporuTaslakSayfasi","200","422,08","420,34","423,81","420,34|423,81","112136","http://localhost/yalova-kamera/admin/muhasebe/raporlar/bilanco",
"83","muhasebe","admin/muhasebe/sistem-olaylari","filament.admin.muhasebe.pages.sistem-olaylari","App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi","200","422,04","418,97","425,12","418,97|425,12","170330","http://localhost/yalova-kamera/admin/muhasebe/sistem-olaylari",
"84","muhasebe","admin/muhasebe/finans/poslar/create","filament.admin.muhasebe.resources.finans.poslar.create","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\CreatePosHesabi","200","421,09","416,35","425,83","425,83|416,35","222740","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/create",
"85","muhasebe","admin/muhasebe/stok/stok-listesi","filament.admin.muhasebe.resources.stok.stok-listesi.index","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ListStokKartlari","200","421,08","409,16","433","409,16|433","187293","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi",
"86","web","admin/web","filament.admin.web","App\Filament\Clusters\Web","200","420,22","409,49","430,96","430,96|409,49","110788","http://localhost/yalova-kamera/admin/web",
"87","restoran","admin/restoran/paket-servis","filament.admin.restoran.pages.paket-servis","App\Filament\Clusters\Restoran\Pages\RestoranPaketServisSayfasi","200","420,07","401,19","438,94","438,94|401,19","124946","http://localhost/yalova-kamera/admin/restoran/paket-servis",
"88","muhasebe","admin/muhasebe/tanimlar/logo-turleri","filament.admin.muhasebe.resources.tanimlar.logo-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri","200","419,93","416,84","423,03","416,84|423,03","160789","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri",
"89","ayarlar","admin/ayarlar/mesaj-merkezi","filament.admin.ayarlar.pages.mesaj-merkezi","App\Filament\Clusters\Ayarlar\Pages\MesajMerkeziSayfasi","200","419,48","384,41","454,54","454,54|384,41","117696","http://localhost/yalova-kamera/admin/ayarlar/mesaj-merkezi",
"90","muhasebe","admin/muhasebe/tanimlar/cari-gruplari","filament.admin.muhasebe.resources.tanimlar.cari-gruplari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\ListCariGruplari","200","419,47","417,78","421,17","421,17|417,78","160783","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/cari-gruplari",
