"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/create","filament.admin.teklif-yonetimi.resources.sablonlar.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu","200","5431,51","5431,51","5431,51","5431.51","181334","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/create",
"2","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","4725,62","4725,62","4725,62","4725.62","163302","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"3","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","4218,12","4218,12","4218,12","4218.12","220572","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"4","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","3641,86","3641,86","3641,86","3641.86","261967","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"5","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","3610,99","3610,99","3610,99","3610.99","229291","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"6","personel-takip","admin/personel-takip/izinler/create","filament.admin.personel-takip.resources.izinler.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\CreatePersonelIzin","200","3403,43","3403,43","3403,43","3403.43","164436","http://localhost/yalova-kamera/admin/personel-takip/izinler/create",
"7","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","3342,67","3342,67","3342,67","3342.67","130034","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
"8","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","3326,81","3326,81","3326,81","3326.81","275736","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"9","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","3220,74","3220,74","3220,74","3220.74","120318","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"10","muhasebe","admin/muhasebe/is-analitigi","filament.admin.muhasebe.pages.is-analitigi","App\Filament\Clusters\Muhasebe\Pages\IsAnalitigiSayfasi","200","3111,71","3111,71","3111,71","3111.71","113709","http://localhost/yalova-kamera/admin/muhasebe/is-analitigi",
