"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error","probe_app_ms","probe_query_count","probe_query_ms","probe_slowest_b64"
"1","muhasebe","admin/muhasebe/fatura-kaynagis/1","admin/muhasebe/fatura-kaynagis/{record}","filament.admin.muhasebe.resources.fatura-kaynagis.view","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\ViewFatura","App\Models\Muhasebe\Fatura","1","200","1221,49","175,3","5284,41","5284,41|279,73|182,54|175,3|185,47","228848","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1",,"129.17","4","4.19","W3sibXMiOjIuMzgsInNxbCI6InNlbGVjdCAqIGZyb20gYHVzZXJzYCB3aGVyZSBgaWRgID0gPyBhbmQgYHVzZXJzYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCBsaW1pdCAxIiwiYmluZGluZ3MiOlsiMjk5Il19LHsibXMiOjAuNzUsInNxbCI6InNlbGVjdCBgaWRgLCBgZmlybWFfaWRgLCBgZmF0dXJhX2lkYCwgYGZpbmFuc19oYXJla2V0X2lkYCwgYHV5Z3VsYW5hbl90dXRhcmAsIGBwYXJhX2JpcmltaWAgZnJvbSBgZmF0dXJhX2ZpbmFuc19rYXBhdG1hbGFyaWAgd2hlcmUgYGZhdHVyYV9maW5hbnNfa2FwYXRtYWxhcmlgLmBmYXR1cmFfaWRgIGluICgxKSBvcmRlciBieSBgaWRgIGFzYyIsImJpbmRpbmdzIjpbXX0seyJtcyI6MC41Nywic3FsIjoic2VsZWN0IGBpZGAsIGBrb2RgLCBgYWRgIGZyb20gYGNhcmlsZXJgIHdoZXJlIGBjYXJpbGVyYC5gaWRgIGluICgxKSBhbmQgYGNhcmlsZXJgLmBkZWxldGVkX2F0YCBpcyBudWxsIiwiYmluZGluZ3MiOltdfSx7Im1zIjowLjQ5LCJzcWwiOiJzZWxlY3QgYGlkYCwgYGZpcm1hX2lkYCwgYGNhcmlfaWRgLCBgYmVsZ2Vfbm9gLCBgaXJzYWxpeWVfbm9gLCBgc2VyaWAsIGBzaXJhX25vYCwgYHR1cmAsIGBkdXJ1bWAsIGBmYXR1cmFfbm9gLCBgb2RlbWVfZHVydW11YCwgYHRhcmloYCwgYHZhZGVfdGFyaWhpYCwgYGRvdml6X2t1cnVgLCBgYXJhX3RvcGxhbWAsIGB0b3BsYW1faW5kaXJpbWAsIGBrZHZfdG9wbGFtYCwgYHRldmtpZmF0X29yYW5pYCwgYGdlbmVsX3RvcGxhbWAsIGBvZGVuZWNla190dXRhcmAsIGBvZGVuZGlfdHV0YXJpYCwgYGFjaWtfdHV0YXJgLCBgZ2VuZWxfaW5kaXJpbV90dXRhcmlgLCBga2R2X2RhaGlsX2ZpeWF0bGFuZGlybWFfbWlgLCBgYmFnbGlfZmF0dXJhX2lkYCwgYHBhcmFfYmlyaW1pYCwgYGFjaWtsYW1hYCwgYG5vdGxhcmAsIGBpcHRhbF9uZWRlbmlgLCAiLCJiaW5kaW5ncyI6WyIxIl19XQ=="
"2","muhasebe","admin/muhasebe/fatura-kaynagis/1/edit","admin/muhasebe/fatura-kaynagis/{record}/edit","filament.admin.muhasebe.resources.fatura-kaynagis.edit","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\EditFatura","App\Models\Muhasebe\Fatura","1","200","635,7","226,47","2142,66","2142,66|333,23|245,16|226,47|230,98","337087","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1/edit",,"186.55","6","13.31","W3sibXMiOjExLjU0LCJzcWwiOiJzZWxlY3QgKiBmcm9tIGB1c2Vyc2Agd2hlcmUgYGlkYCA9ID8gYW5kIGB1c2Vyc2AuYGRlbGV0ZWRfYXRgIGlzIG51bGwgbGltaXQgMSIsImJpbmRpbmdzIjpbIjI5OSJdfSx7Im1zIjowLjU2LCJzcWwiOiJzZWxlY3QgYGlkYCwgYGZpcm1hX2lkYCwgYGZhdHVyYV9pZGAsIGBzYXRpcl9ub2AsIGBrYWxlbV90aXBpYCwgYHN0b2tfaWRgLCBgYWNpa2xhbWFgLCBgYmlyaW1gLCBgbWlrdGFyYCwgYGJpcmltX2ZpeWF0YCwgYGluZGlyaW1fb3JhbmlgLCBgaW5kaXJpbV90dXRhcmlgLCBga2R2X29yYW5pYCwgYGtkdl90dXRhcmlgLCBgc2F0aXJfaW5kaXJpbV90dXRhcmlgLCBgbmV0X3R1dGFyYCwgYHNhdGlyX3RvcGxhbWlgLCBgc2F0aXJfZ2VuZWxfdG9wbGFtYCwgYHBhcmFfYmlyaW1pYCwgYHRvcGxhbWAgZnJvbSBgZmF0dXJhX2thbGVtbGVyaWAgd2hlcmUgYGZhdHVyYV9rYWxlbWxlcmlgLmBmYXR1cmFfaWRgIGluICgxKSBvcmRlciBieSBgc2F0aXJfbm9gIGFzYywgYGlkYCBhc2MiLCJiaW5kaW5ncyI6W119LHsibXMiOjAuMzgsInNxbCI6InNlbGVjdCBgaWRgLCBga29kYCwgYGFkYCwgYGJpcmltYCwgYGtkdl9vcmFuaWAsIGBzYXRpc19maXlhdGlgIGZyb20gYHN0b2tfa2FydGxhcmlgIHdoZXJlIGBzdG9rX2thcnRsYXJpYC5gaWRgIGluICgxKSBhbmQgYHN0b2tfa2FydGxhcmlgLmBkZWxldGVkX2F0YCBpcyBudWxsIiwiYmluZGluZ3MiOltdfSx7Im1zIjowLjM0LCJzcWwiOiJzZWxlY3QgYGlkYCwgYGZpcm1hX2lkYCwgYGNhcmlfaWRgLCBgYmVsZ2Vfbm9gLCBgaXJzYWxpeWVfbm9gLCBgc2VyaWAsIGBzaXJhX25vYCwgYHR1cmAsIGBkdXJ1bWAsIGBmYXR1cmFfbm9gLCBgb2RlbWVfZHVydW11YCwgYHRhcmloYCwgYHZhZGVfdGFyaWhpYCwgYGRvdml6X2t1cnVgLCBgYXJhX3RvcGxhbWAsIGB0b3BsYW1faW5kaXJpbWAsIGBrZHZfdG9wbGFtYCwgYHRldmtpZmF0X29yYW5pYCwgYGdlbmVsX3RvcGxhbWAsIGBvZGVuZWNla190dXRhcmAsIGBvZGVuZGlfdHV0YXJpYCwgYGFjaWtfdHV0YXJgLCBgZ2VuZWxfaW5kaXJpbV90dXRhcmlgLCBga2R2X2RhaGlsX2ZpeWF0bGFuZGlybWFfbWlgLCBgYmFnbGlfZmF0dXJhX2lkYCwgYHBhcmFfYmlyaW1pYCwgYGFjaWtsYW1hYCwgYG5vdGxhcmAsIGBpcHRhbF9uZWRlbmlgLCAiLCJiaW5kaW5ncyI6WyIxIl19LHsibXMiOjAuMjYsInNxbCI6InNlbGVjdCBgaWRgLCBgYWRgIGZyb20gYGZpcm1hbGFyYCB3aGVyZSBgZmlybWFsYXJgLmBpZGAgaW4gKDIpIGFuZCBgZmlybWFsYXJgLmBkZWxldGVkX2F0YCBpcyBudWxsIiwiYmluZGluZ3MiOltdfV0="
