"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","3284,93","3284,93","3284,93","3284.93","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"2","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","3060,63","3060,63","3060,63","3060.63","166706","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"3","restoran","admin/restoran/adisyon-kalemleri","filament.admin.restoran.resources.adisyon-kalemleri.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\ListRestoranAdisyonKalemleri","200","3025,48","3025,48","3025,48","3025.48","156830","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri",
"4","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","2832,94","2832,94","2832,94","2832.94","187397","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"5","teknik-servis","admin/teknik-servis/ayarlar/kabul-fisi","filament.admin.teknik-servis.pages.ayarlar.kabul-fisi","App\Filament\Clusters\TeknikServis\Pages\KabulFisi","200","2736,41","2736,41","2736,41","2736.41","118076","http://localhost/yalova-kamera/admin/teknik-servis/ayarlar/kabul-fisi",
"6","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","2644,82","2644,82","2644,82","2644.82","176742","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"7","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","2636,46","2636,46","2636,46","2636.46","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"8","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/create","filament.admin.teklif-yonetimi.resources.sablonlar.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu","200","2617,67","2617,67","2617,67","2617.67","163646","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/create",
"9","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","2582,66","2582,66","2582,66","2582.66","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
"10","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","2561,82","2561,82","2561,82","2561.82","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"11","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","2558,66","2558,66","2558,66","2558.66","120319","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"12","muhasebe","admin/muhasebe/finans/odeme-olustur","filament.admin.muhasebe.pages.finans.odeme-olustur","App\Filament\Clusters\Muhasebe\Pages\OdemeOlusturSayfasi","200","2550,47","2550,47","2550,47","2550.47","164565","http://localhost/yalova-kamera/admin/muhasebe/finans/odeme-olustur",
"13","personel-takip","admin/personel-takip/raporlar/personel-ozeti","filament.admin.personel-takip.pages.raporlar.personel-ozeti","App\Filament\Clusters\PersonelTakip\Pages\PersonelRaporlariSayfasi","200","2536,07","2536,07","2536,07","2536.07","130841","http://localhost/yalova-kamera/admin/personel-takip/raporlar/personel-ozeti",
"14","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","2496,31","2496,31","2496,31","2496.31","130035","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
