"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"16","personel-takip","admin/personel-takip/tanimlar/gorevler/1/edit","admin/personel-takip/tanimlar/gorevler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.gorevler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\EditPersonelGorev","App\Models\Personel\PersonelGorevi","1","200","1980,39","1980,39","1980,39","1980.39","154123","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler/1/edit",
"17","sistem-planlar","admin/sistem-planlar/1/edit","admin/sistem-planlar/{record}/edit","filament.admin.resources.sistem-planlar.edit","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanDuzenle","App\Models\Plan","1","200","1979,52","1979,52","1979,52","1979.52","144982","http://localhost/yalova-kamera/admin/sistem-planlar/1/edit",
"18","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","1978,73","1978,73","1978,73","1978.73","143197","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"19","teknik-servis","admin/teknik-servis/tanimlar/arizalar/1/edit","admin/teknik-servis/tanimlar/arizalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.arizalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\EditTeknikServisArizasi","App\Models\TeknikServis\TeknikServisArizaTanimi","1","200","1971,07","1971,07","1971,07","1971.07","148779","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar/1/edit",
"20","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","1938,26","1938,26","1938,26","1938.26","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"21","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","1925,12","1925,12","1925,12","1925.12","153557","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"22","sistem-roller","admin/sistem-roller/1","admin/sistem-roller/{record}","filament.admin.resources.sistem-roller.view","App\Filament\Resources\RoleResource\Pages\ViewRole","App\Models\Rol","1","200","1916,91","1916,91","1916,91","1916.91","138382","http://localhost/yalova-kamera/admin/sistem-roller/1",
"23","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","1896,48","1896,48","1896,48","1896.48","147279","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
"24","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar/1/edit","admin/teknik-servis/tanimlar/aksesuarlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\EditTeknikServisAksesuar","App\Models\TeknikServis\TeknikServisAksesuarTanimi","1","200","1868,83","1868,83","1868,83","1868.83","141744","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar/1/edit",
"25","dashboard",,"admin/personel-takip/vardiyalar/{record}/edit","filament.admin.personel-takip.resources.vardiyalar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\EditPersonelVardiya","App\Models\Personel\PersonelVardiyasi",,"200","1862,35","1862,35","1862,35","1862.35","100562","http://localhost/yalova-kamera/",
"26","teknik-servis","admin/teknik-servis/tanimlar/servis-durumlari/7/edit","admin/teknik-servis/tanimlar/servis-durumlari/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\EditTeknikServisDurumu","App\Models\TeknikServis\TeknikServisDurumTanimi","7","200","1789,49","1789,49","1789,49","1789.49","156757","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/servis-durumlari/7/edit",
"27","personel-takip","admin/personel-takip/personeller/1/edit","admin/personel-takip/personeller/{record}/edit","filament.admin.personel-takip.resources.personeller.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\EditPersonel","App\Models\Personel\Personel","1","200","1785,86","1785,86","1785,86","1785.86","222741","http://localhost/yalova-kamera/admin/personel-takip/personeller/1/edit",
"28","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","1743,39","1743,39","1743,39","1743.39","141122","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"29","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","1729,76","1729,76","1729,76","1729.76","150985","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"30","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","1729,44","1729,44","1729,44","1729.44","220949","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"31","muhasebe","admin/muhasebe/finans/banka-hesaplari/1","admin/muhasebe/finans/banka-hesaplari/{record}","filament.admin.muhasebe.resources.finans.banka-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ViewBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","1726,25","1726,25","1726,25","1726.25","158115","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1",
"32","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1/edit","admin/muhasebe/cari-yonetimi/cariler/{record}/edit","filament.admin.muhasebe.resources.cari-yonetimi.cariler.edit","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\EditCari","App\Models\Muhasebe\Cari","1","200","1723,68","1723,68","1723,68","1723.68","212269","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1/edit",
"33","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/1/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","1","200","1707,48","1707,48","1707,48","1707.48","175616","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/1/edit",
"34","dashboard",,"admin/muhasebe/tanimlar/stok-modelleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.stok-modelleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\EditMuhasebeStokModeli","App\Models\Muhasebe\MuhasebeStokModeli",,"200","1703,47","1703,47","1703,47","1703.47","100562","http://localhost/yalova-kamera/",
"35","sistem-firmalar","admin/sistem-firmalar/1/edit","admin/sistem-firmalar/{record}/edit","filament.admin.resources.sistem-firmalar.edit","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaDuzenle","App\Models\Firma","1","200","1692,1","1692,1","1692,1","1692.1","158788","http://localhost/yalova-kamera/admin/sistem-firmalar/1/edit",
"36","teknik-servis","admin/teknik-servis/tanimlar/cihazlar/1/edit","admin/teknik-servis/tanimlar/cihazlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.cihazlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisCihazKaynagi\Pages\EditTeknikServisCihazi","App\Models\TeknikServis\TeknikServisCihazTanimi","1","200","1689,73","1689,73","1689,73","1689.73","141723","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/cihazlar/1/edit",
"37","teknik-servis","admin/teknik-servis/tanimlar/markalar/1/edit","admin/teknik-servis/tanimlar/markalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.markalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisMarkaKaynagi\Pages\EditTeknikServisMarkasi","App\Models\TeknikServis\TeknikServisMarkaTanimi","1","200","1689,58","1689,58","1689,58","1689.58","141696","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/markalar/1/edit",
"38","muhasebe","admin/muhasebe/stok/stok-kategorileri/1/edit","admin/muhasebe/stok/stok-kategorileri/{record}/edit","filament.admin.muhasebe.resources.stok.stok-kategorileri.edit","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\EditStokKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","1688,51","1688,51","1688,51","1688.51","155425","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/1/edit",
"39","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","1672,52","1672,52","1672,52","1672.52","163572","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"40","web","admin/web/urunler/urun-kategorileri/1/edit","admin/web/urunler/urun-kategorileri/{record}/edit","filament.admin.web.resources.urunler.urun-kategorileri.edit","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\EditUrunKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","1659,65","1659,65","1659,65","1659.65","155477","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri/1/edit",
"41","muhasebe","admin/muhasebe/tanimlar/birimler/1/edit","admin/muhasebe/tanimlar/birimler/{record}/edit","filament.admin.muhasebe.resources.tanimlar.birimler.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\EditBirim","App\Models\Muhasebe\Birim","1","200","1657,55","1657,55","1657,55","1657.55","137679","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler/1/edit",
"42","sistem-kullanicilar","admin/sistem-kullanicilar/1","admin/sistem-kullanicilar/{record}","filament.admin.resources.sistem-kullanicilar.view","App\Filament\Resources\UserResource\Pages\ViewUser","App\Models\User","1","200","1657,29","1657,29","1657,29","1657.29","134032","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1",
"43","muhasebe","admin/muhasebe/tanimlar/markalar/1/edit","admin/muhasebe/tanimlar/markalar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.markalar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\EditMuhasebeMarka","App\Models\Muhasebe\MuhasebeMarka","1","200","1656,74","1656,74","1656,74","1656.74","143262","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar/1/edit",
"44","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","1649,81","1649,81","1649,81","1649.81","143434","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"45","dashboard",,"admin/personel-takip/giris-cikis/{record}/edit","filament.admin.personel-takip.resources.giris-cikis.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\EditPersonelGirisCikis","App\Models\Personel\PersonelGirisCikisi",,"200","1638,35","1638,35","1638,35","1638.35","100562","http://localhost/yalova-kamera/",
"46","sistem-moduller","admin/sistem-moduller/1/edit","admin/sistem-moduller/{record}/edit","filament.admin.resources.sistem-moduller.edit","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulDuzenle","App\Models\Modul","1","200","1633,07","1633,07","1633,07","1633.07","134073","http://localhost/yalova-kamera/admin/sistem-moduller/1/edit",
"47","dashboard",,"admin/personel-takip/avanslar/{record}/edit","filament.admin.personel-takip.resources.avanslar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\EditPersonelAvans","App\Models\Personel\PersonelAvansi",,"200","1629,75","1629,75","1629,75","1629.75","100562","http://localhost/yalova-kamera/",
"48","dashboard",,"admin/siparisler/{record}","filament.admin.resources.siparisler.view","App\Filament\Resources\SiparisKaynagi\Pages\ViewSiparis","App\Models\Ecommerce\Siparis",,"200","1629,3","1629,3","1629,3","1629.3","100562","http://localhost/yalova-kamera/",
"49","personel-takip","admin/personel-takip/tanimlar/departmanlar/1/edit","admin/personel-takip/tanimlar/departmanlar/{record}/edit","filament.admin.personel-takip.resources.tanimlar.departmanlar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\EditPersonelDepartman","App\Models\Personel\PersonelDepartmani","1","200","1627,29","1627,29","1627,29","1627.29","145799","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar/1/edit",
"50","muhasebe","admin/muhasebe/tanimlar/para-birimleri/1/edit","admin/muhasebe/tanimlar/para-birimleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.para-birimleri.edit","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\EditParaBirimi","App\Models\Muhasebe\ParaBirimi","1","200","1618,6","1618,6","1618,6","1618.6","137812","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/1/edit",
"51","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","1617,3","1617,3","1617,3","1617.3","137088","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"52","dashboard",,"admin/muhasebe/tanimlar/tasarimlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.tasarimlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\EditMuhasebeTasarim","App\Models\Muhasebe\MuhasebeTasarim",,"200","1614,13","1614,13","1614,13","1614.13","100562","http://localhost/yalova-kamera/",
"53","dashboard",,"admin/personel-takip/izinler/{record}/edit","filament.admin.personel-takip.resources.izinler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\EditPersonelIzin","App\Models\Personel\PersonelIzni",,"200","1612,84","1612,84","1612,84","1612.84","100562","http://localhost/yalova-kamera/",
"54","dashboard",,"admin/restoran/qr-menu/urunler/{record}/edit","filament.admin.restoran.resources.qr-menu.urunler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\EditRestoranMenuUrun","App\Models\Restoran\RestoranMenuUrunu",,"200","1607,93","1607,93","1607,93","1607.93","100562","http://localhost/yalova-kamera/",
"55","dashboard",,"admin/muhasebe/tanimlar/varyantlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.varyantlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\EditMuhasebeVaryant","App\Models\Muhasebe\MuhasebeVaryant",,"200","1600,42","1600,42","1600,42","1600.42","100562","http://localhost/yalova-kamera/",
"56","dashboard",,"admin/restoran/adisyon-kalemleri/{record}/edit","filament.admin.restoran.resources.adisyon-kalemleri.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\EditRestoranAdisyonKalemi","App\Models\Restoran\RestoranAdisyonKalemi",,"200","1598,22","1598,22","1598,22","1598.22","100562","http://localhost/yalova-kamera/",
"57","dashboard",,"admin/muhasebe/tanimlar/marka-ureticileri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\EditMuhasebeMarkaUretici","App\Models\Muhasebe\MuhasebeMarkaUretici",,"200","1596,89","1596,89","1596,89","1596.89","100562","http://localhost/yalova-kamera/",
"58","products","admin/products/1/edit","admin/products/{record}/edit","filament.admin.resources.products.edit","App\Filament\Resources\ProductResource\Pages\EditProduct","App\Models\Product","1","500","1596,56","1596,56","1596,56","1596.56","0","http://localhost/yalova-kamera/admin/products/1/edit","Uzak sunucu hata döndürdü: (500) İç Sunucu Hatası."
"59","dashboard",,"admin/restoran/qr-menu/kategoriler/{record}/edit","filament.admin.restoran.resources.qr-menu.kategoriler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\EditRestoranMenuKategori","App\Models\Restoran\RestoranMenuKategorisi",,"200","1595,14","1595,14","1595,14","1595.14","100562","http://localhost/yalova-kamera/",
"60","dashboard",,"admin/muhasebe/tanimlar/logo-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.logo-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\EditMuhasebeLogoTuru","App\Models\Muhasebe\MuhasebeLogoTuru",,"200","1592,62","1592,62","1592,62","1592.62","100562","http://localhost/yalova-kamera/",
"61","dashboard",,"admin/muhasebe/tanimlar/malzeme-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\EditMuhasebeMalzemeTuru","App\Models\Muhasebe\MuhasebeMalzemeTuru",,"200","1589,98","1589,98","1589,98","1589.98","100562","http://localhost/yalova-kamera/",
"62","dashboard",,"admin/restoran/adisyonlar/{record}/edit","filament.admin.restoran.resources.adisyonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\EditRestoranAdisyon","App\Models\Restoran\RestoranAdisyonu",,"200","1588,24","1588,24","1588,24","1588.24","100562","http://localhost/yalova-kamera/",
"63","dashboard",,"admin/siparisler/{record}/duzenle","filament.admin.resources.siparisler.edit","App\Filament\Resources\SiparisKaynagi\Pages\EditSiparis","App\Models\Ecommerce\Siparis",,"200","1585,38","1585,38","1585,38","1585.38","100562","http://localhost/yalova-kamera/",
"64","dashboard",,"admin/personel-takip/maas-donemleri/{record}/edit","filament.admin.personel-takip.resources.maas-donemleri.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\EditPersonelMaasDonemi","App\Models\Personel\PersonelMaasDonemi",,"200","1580,31","1580,31","1580,31","1580.31","100562","http://localhost/yalova-kamera/",
"65","dashboard",,"admin/muhasebe/tanimlar/odeme-yontemleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.odeme-yontemleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\OdemeYontemiTanimKaynagi\Pages\EditOdemeYontemi","App\Models\Muhasebe\MuhasebeOdemeYontemi",,"200","1579,26","1579,26","1579,26","1579.26","100562","http://localhost/yalova-kamera/",
"66","web","admin/web/urunler/urun-listesi/1/edit","admin/web/urunler/urun-listesi/{record}/edit","filament.admin.web.resources.urunler.urun-listesi.edit","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\EditUrun","App\Models\Muhasebe\StokKarti","1","404","1573,78","1573,78","1573,78","1573.78","0","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/1/edit","Uzak sunucu hata döndürdü: (404) Bulunamadı."
"67","dashboard",,"admin/restoran/qr-menu/receteler/{record}/edit","filament.admin.restoran.resources.qr-menu.receteler.edit","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\EditRestoranRecete","App\Models\Restoran\RestoranRecetesi",,"200","1565,64","1565,64","1565,64","1565.64","100562","http://localhost/yalova-kamera/",
"68","web","admin/web/urunler/urun-listesi/1","admin/web/urunler/urun-listesi/{record}","filament.admin.web.resources.urunler.urun-listesi.view","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ViewUrun","App\Models\Muhasebe\StokKarti","1","404","1557,63","1557,63","1557,63","1557.63","0","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/1","Uzak sunucu hata döndürdü: (404) Bulunamadı."
