"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-iade-faturasi","filament.admin.muhasebe.resources.fatura-kaynagis.createGidenIade","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenIadeFaturasi","200","2459,35","2459,35","2459,35","2459.35","287720","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-iade-faturasi",
"2","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","2367,13","2367,13","2367,13","2367.13","171149","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"3","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","2337,99","2337,99","2337,99","2337.99","155613","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"4","muhasebe","admin/muhasebe/satis/pos-satis","filament.admin.muhasebe.pages.satis.pos-satis","App\Filament\Clusters\Muhasebe\Pages\PosSatis","200","2292,68","2292,68","2292,68","2292.68","165097","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-hareketleri",
"5","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","2277,47","2277,47","2277,47","2277.47","314857","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"6","muhasebe","admin/muhasebe/fatura-kaynagis/create/proforma-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createProforma","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateProformaFatura","200","2276,03","2276,03","2276,03","2276.03","287622","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/proforma-fatura",
"7","sistem-firmalar","admin/sistem-firmalar","filament.admin.resources.sistem-firmalar.index","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaListesi","200","2275,24","2275,24","2275,24","2275.24","266983","http://localhost/yalova-kamera/admin/sistem-firmalar",
"8","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","2273,93","2273,93","2273,93","2273.93","135743","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"9","muhasebe","admin/muhasebe/cari-yonetimi/cari-hareketleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-hareketleri","App\Filament\Clusters\Muhasebe\Pages\CariHareketleriSayfasi","200","2265,06","2265,06","2265,06","2265.06","162324","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-hareketleri",
"10","muhasebe","admin/muhasebe/finans/bankalar","filament.admin.muhasebe.pages.finans.bankalar","App\Filament\Clusters\Muhasebe\Pages\Bankalar","200","2242,63","2242,63","2242,63","2242.63","288581","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"11","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","2231,4","2231,4","2231,4","2231.4","297048","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"12","siparisler","admin/siparisler","filament.admin.resources.siparisler.index","App\Filament\Resources\SiparisKaynagi\Pages\ListSiparisler","200","2191,93","2191,93","2191,93","2191.93","201342","http://localhost/yalova-kamera/admin/siparisler",
"13","muhasebe","admin/muhasebe/cari","filament.admin.muhasebe.pages.cari","App\Filament\Clusters\Muhasebe\Pages\Cari","200","2187,36","2187,36","2187,36","2187.36","113261","http://localhost/yalova-kamera/admin/muhasebe/cari",
"14","restoran","admin/restoran/adisyon-kalemleri/create","filament.admin.restoran.resources.adisyon-kalemleri.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\CreateRestoranAdisyonKalemi","200","2183,81","2183,81","2183,81","2183.81","167160","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/create",
"15","ayarlar","admin/ayarlar/kullanici-ayarlari/kullanici-gruplari","filament.admin.ayarlar.pages.kullanici-ayarlari.kullanici-gruplari","App\Filament\Clusters\Ayarlar\Pages\KullaniciGruplari","200","2182,66","2182,66","2182,66","2182.66","112009","http://localhost/yalova-kamera/admin/ayarlar/kullanici-ayarlari/kullanici-gruplari",
"16","ayarlar","admin/ayarlar/kullanici-ayarlari/kullanicilar","filament.admin.ayarlar.pages.kullanici-ayarlari.kullanicilar","App\Filament\Clusters\Ayarlar\Pages\Kullanicilar","200","2181,17","2181,17","2181,17","2181.17","111968","http://localhost/yalova-kamera/admin/ayarlar/kullanici-ayarlari/kullanicilar",
"17","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","2177,4","2177,4","2177,4","2177.4","261271","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
