"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"24","restoran","admin/restoran/qr-menu/receteler/2/edit","admin/restoran/qr-menu/receteler/{record}/edit","filament.admin.restoran.resources.qr-menu.receteler.edit","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\EditRestoranRecete","App\Models\Restoran\RestoranRecetesi","2","200","382,88","368,57","391,3","368,57|388,75|391,3","151948","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/2/edit",
"25","personel-takip","admin/personel-takip/maas-donemleri/1/edit","admin/personel-takip/maas-donemleri/{record}/edit","filament.admin.personel-takip.resources.maas-donemleri.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\EditPersonelMaasDonemi","App\Models\Personel\PersonelMaasDonemi","1","200","378,37","371,25","382,37","381,48|371,25|382,37","163246","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri/1/edit",
"26","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","376,53","370,22","385,01","385,01|374,37|370,22","163675","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"27","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/2/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","2","200","376,22","373,2","381,76","373,71|373,2|381,76","175718","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/2/edit",
"28","teklif-yonetimi","admin/teklif-yonetimi/teklifler/1","admin/teklif-yonetimi/teklifler/{record}","filament.admin.teklif-yonetimi.resources.teklifler.view","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\ViewTeklif","App\Models\Muhasebe\Teklif","1","200","375,39","360,11","385,11","380,94|360,11|385,11","145979","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/1",
"29","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","374,56","372,38","376,21","375,09|376,21|372,38","156353","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"30","restoran","admin/restoran/qr-menu/urunler/3/edit","admin/restoran/qr-menu/urunler/{record}/edit","filament.admin.restoran.resources.qr-menu.urunler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\EditRestoranMenuUrun","App\Models\Restoran\RestoranMenuUrunu","3","200","373,98","364,9","382,31","364,9|374,73|382,31","167438","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/3/edit",
"31","personel-takip","admin/personel-takip/vardiyalar/1/edit","admin/personel-takip/vardiyalar/{record}/edit","filament.admin.personel-takip.resources.vardiyalar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\EditPersonelVardiya","App\Models\Personel\PersonelVardiyasi","1","200","371,34","369,6","372,77","369,6|371,66|372,77","166151","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar/1/edit",
"32","sistem-firmalar","admin/sistem-firmalar/1/edit","admin/sistem-firmalar/{record}/edit","filament.admin.resources.sistem-firmalar.edit","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaDuzenle","App\Models\Firma","1","200","367,55","360,25","379,98","379,98|362,43|360,25","158601","http://localhost/yalova-kamera/admin/sistem-firmalar/1/edit",
"33","personel-takip","admin/personel-takip/tanimlar/gorevler/1/edit","admin/personel-takip/tanimlar/gorevler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.gorevler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\EditPersonelGorev","App\Models\Personel\PersonelGorevi","1","200","367,18","356,56","377","367,99|356,56|377","154115","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler/1/edit",
"34","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","365,83","357,93","380,77","357,93|380,77|358,8","153425","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"35","restoran","admin/restoran/adisyon-kalemleri/1/edit","admin/restoran/adisyon-kalemleri/{record}/edit","filament.admin.restoran.resources.adisyon-kalemleri.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\EditRestoranAdisyonKalemi","App\Models\Restoran\RestoranAdisyonKalemi","1","200","364,24","356,79","372,72","372,72|356,79|363,2","168317","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/1/edit",
"36","restoran","admin/restoran/masalar/1/edit","admin/restoran/masalar/{record}/edit","filament.admin.restoran.resources.masalar.edit","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\EditRestoranMasa","App\Models\Restoran\RestoranMasasi","1","200","364,16","360,7","367,8","367,8|363,98|360,7","161702","http://localhost/yalova-kamera/admin/restoran/masalar/1/edit",
"37","teknik-servis","admin/teknik-servis/tanimlar/arizalar/1/edit","admin/teknik-servis/tanimlar/arizalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.arizalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\EditTeknikServisArizasi","App\Models\TeknikServis\TeknikServisArizaTanimi","1","200","361,12","349,03","368,55","365,77|368,55|349,03","148773","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar/1/edit",
"38","muhasebe","admin/muhasebe/stok/stok-kategorileri/1/edit","admin/muhasebe/stok/stok-kategorileri/{record}/edit","filament.admin.muhasebe.resources.stok.stok-kategorileri.edit","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\EditStokKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","359,97","352,28","366,97","360,67|366,97|352,28","154861","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/1/edit",
"39","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","359,49","353,88","369,51","353,88|355,09|369,51","147137","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
"40","muhasebe","admin/muhasebe/tanimlar/cari-gruplari/1/edit","admin/muhasebe/tanimlar/cari-gruplari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.cari-gruplari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\EditCariGrubu","App\Models\Muhasebe\CariGrubu","1","200","358,97","350,81","364,7","364,7|361,42|350,81","143401","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/cari-gruplari/1/edit",
"41","web","admin/web/urunler/urun-kategorileri/1/edit","admin/web/urunler/urun-kategorileri/{record}/edit","filament.admin.web.resources.urunler.urun-kategorileri.edit","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\EditUrunKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","358,81","353,75","363,55","363,55|359,13|353,75","154875","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri/1/edit",
"42","personel-takip","admin/personel-takip/tanimlar/departmanlar/1/edit","admin/personel-takip/tanimlar/departmanlar/{record}/edit","filament.admin.personel-takip.resources.tanimlar.departmanlar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\EditPersonelDepartman","App\Models\Personel\PersonelDepartmani","1","200","357,07","353,68","359,22","359,22|353,68|358,32","145821","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar/1/edit",
"43","sistem-roller","admin/sistem-roller/1","admin/sistem-roller/{record}","filament.admin.resources.sistem-roller.view","App\Filament\Resources\RoleResource\Pages\ViewRole","App\Models\Rol","1","200","355,97","338,14","367,87","367,87|361,91|338,14","138228","http://localhost/yalova-kamera/admin/sistem-roller/1",
"44","restoran","admin/restoran/qr-menu/kategoriler/1/edit","admin/restoran/qr-menu/kategoriler/{record}/edit","filament.admin.restoran.resources.qr-menu.kategoriler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\EditRestoranMenuKategori","App\Models\Restoran\RestoranMenuKategorisi","1","200","355,94","343,11","367,97","356,74|367,97|343,11","145795","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/1/edit",
"45","sistem-planlar","admin/sistem-planlar/1/edit","admin/sistem-planlar/{record}/edit","filament.admin.resources.sistem-planlar.edit","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanDuzenle","App\Models\Plan","1","200","355","347,75","362,81","347,75|362,81|354,44","144826","http://localhost/yalova-kamera/admin/sistem-planlar/1/edit",
"46","muhasebe","admin/muhasebe/tanimlar/marka-ureticileri/1/edit","admin/muhasebe/tanimlar/marka-ureticileri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\EditMuhasebeMarkaUretici","App\Models\Muhasebe\MuhasebeMarkaUretici","1","200","354,7","344,27","369,39","369,39|350,46|344,27","143480","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/marka-ureticileri/1/edit",
"47","restoran","admin/restoran/tanimlar/salonlar/1/edit","admin/restoran/tanimlar/salonlar/{record}/edit","filament.admin.restoran.resources.tanimlar.salonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\EditRestoranSalon","App\Models\Restoran\RestoranSalonu","1","200","354,13","346,86","367,32","367,32|346,86|348,22","145706","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/1/edit",
"48","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","352,56","341,78","360","341,78|355,91|360","143018","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"49","muhasebe","admin/muhasebe/tanimlar/markalar/1/edit","admin/muhasebe/tanimlar/markalar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.markalar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\EditMuhasebeMarka","App\Models\Muhasebe\MuhasebeMarka","1","200","352,45","340,68","359,27","340,68|357,39|359,27","143354","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar/1/edit",
"50","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","352,3","340,58","366,16","350,15|366,16|340,58","143432","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"51","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","351,67","346,54","354,4","346,54|354,4|354,06","141226","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"52","muhasebe","admin/muhasebe/tanimlar/tasarimlar/1/edit","admin/muhasebe/tanimlar/tasarimlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.tasarimlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\EditMuhasebeTasarim","App\Models\Muhasebe\MuhasebeTasarim","1","200","350,41","338,93","361,95","338,93|350,35|361,95","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/tasarimlar/1/edit",
"53","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/18/preview","admin/teklif-yonetimi/sablonlar/{record}/preview","filament.admin.teklif-yonetimi.resources.sablonlar.preview","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\PreviewTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","18","200","349,57","344,51","358,79","358,79|345,4|344,51","129709","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/18/preview",
"54","muhasebe","admin/muhasebe/tanimlar/varyantlar/1/edit","admin/muhasebe/tanimlar/varyantlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.varyantlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\EditMuhasebeVaryant","App\Models\Muhasebe\MuhasebeVaryant","1","200","349,18","337,15","368,34","368,34|337,15|342,06","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar/1/edit",
"55","muhasebe","admin/muhasebe/tanimlar/stok-modelleri/1/edit","admin/muhasebe/tanimlar/stok-modelleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.stok-modelleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\EditMuhasebeStokModeli","App\Models\Muhasebe\MuhasebeStokModeli","1","200","348,74","342","356,2","348,02|356,2|342","149085","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/stok-modelleri/1/edit",
"56","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","348,67","342,38","353,94","342,38|349,69|353,94","127128","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
"57","muhasebe","admin/muhasebe/tanimlar/para-birimleri/1/edit","admin/muhasebe/tanimlar/para-birimleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.para-birimleri.edit","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\EditParaBirimi","App\Models\Muhasebe\ParaBirimi","1","200","347,7","332,38","362,29","348,44|332,38|362,29","137756","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/1/edit",
"58","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","347,62","337,89","355,62","337,89|349,36|355,62","137092","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"59","muhasebe","admin/muhasebe/tanimlar/malzeme-turleri/1/edit","admin/muhasebe/tanimlar/malzeme-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\EditMuhasebeMalzemeTuru","App\Models\Muhasebe\MuhasebeMalzemeTuru","1","200","345,52","336,45","351,71","351,71|348,39|336,45","143457","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/malzeme-turleri/1/edit",
"60","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar/1/edit","admin/teknik-servis/tanimlar/aksesuarlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\EditTeknikServisAksesuar","App\Models\TeknikServis\TeknikServisAksesuarTanimi","1","200","345,11","338,74","349,86","338,74|346,73|349,86","141748","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar/1/edit",
"61","teknik-servis","admin/teknik-servis/tanimlar/servis-durumlari/7/edit","admin/teknik-servis/tanimlar/servis-durumlari/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\EditTeknikServisDurumu","App\Models\TeknikServis\TeknikServisDurumTanimi","7","200","344,31","337,31","348,51","347,11|337,31|348,51","156619","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/servis-durumlari/7/edit",
"62","muhasebe","admin/muhasebe/tanimlar/odeme-yontemleri/1/edit","admin/muhasebe/tanimlar/odeme-yontemleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.odeme-yontemleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\OdemeYontemiTanimKaynagi\Pages\EditOdemeYontemi","App\Models\Muhasebe\MuhasebeOdemeYontemi","1","200","343,92","338,42","348,74","344,61|338,42|348,74","143454","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/odeme-yontemleri/1/edit",
