"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"30","muhasebe","admin/muhasebe/finans/banka-hesaplari","filament.admin.muhasebe.resources.finans.banka-hesaplari.index","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ListBankaHesaplari","200","495,57","481,33","509,81","509,81|481,33","166900","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"31","product-categories","admin/product-categories","filament.admin.resources.product-categories.index","App\Filament\Resources\ProductCategoryResource\Pages\ListProductCategories","200","493,25","479,67","506,82","506,82|479,67","165230","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"32","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","492,41","472,09","512,73","472,09|512,73","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"33","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","490,42","481,42","499,42","499,42|481,42","151675","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"34","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","489,21","477,53","500,89","500,89|477,53","140298","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"35","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","488,86","472,41","505,31","505,31|472,41","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"36","restoran","admin/restoran/qr-menu/urunler/create","filament.admin.restoran.resources.qr-menu.urunler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\CreateRestoranMenuUrun","200","487,93","472,44","503,43","503,43|472,44","166488","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/create",
"37","sistem-planlar","admin/sistem-planlar","filament.admin.resources.sistem-planlar.index","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanListesi","200","485,13","478,98","491,28","491,28|478,98","145113","http://localhost/yalova-kamera/admin/sistem-planlar",
"38","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","484,17","482,44","485,9","485,9|482,44","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"39","profil","admin/profil","filament.admin.auth.profile","App\Filament\Pages\Auth\ProfilDuzenle","200","483,55","469,11","497,98","497,98|469,11","174926","http://localhost/yalova-kamera/admin/profil",
"40","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","479,87","467,23","492,5","492,5|467,23","154587","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"41","sistem-roller","admin/sistem-roller","filament.admin.resources.sistem-roller.index","App\Filament\Resources\RoleResource\Pages\ListRoles","200","479,69","471,7","487,68","487,68|471,7","140128","http://localhost/yalova-kamera/admin/sistem-roller",
"42","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","478,59","474,75","482,44","482,44|474,75","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"43","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","477,4","474,98","479,81","479,81|474,98","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"44","muhasebe","admin/muhasebe/stok/stok-listesi","filament.admin.muhasebe.resources.stok.stok-listesi.index","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ListStokKartlari","200","477,02","448,08","505,97","448,08|505,97","187311","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi",
"45","e-ticaret","admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.musteri-mesajlari","App\Filament\Clusters\ETicaret\Pages\MusteriMesajlariSayfasi","200","476,4","464,86","487,94","487,94|464,86","131610","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari",
"46","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","474,34","429,39","519,3","429,39|519,3","192297","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"47","sistem-yetkiler","admin/sistem-yetkiler","filament.admin.resources.sistem-yetkiler.index","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiListesi","200","473,19","472,26","474,13","474,13|472,26","149538","http://localhost/yalova-kamera/admin/sistem-yetkiler",
"48","web","admin/web/servisler/ayarlar","filament.admin.web.pages.servisler.ayarlar","App\Filament\Clusters\Web\Pages\WebServisAyarlar","200","472,6","469,61","475,58","475,58|469,61","146467","http://localhost/yalova-kamera/admin/web/servisler/ayarlar",
"49","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","472,15","465,99","478,3","478,3|465,99","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"50","muhasebe","admin/muhasebe/fatura-kaynagis/create/proforma-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createProforma","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateProformaFatura","200","471,32","465,81","476,83","465,81|476,83","192215","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/proforma-fatura",
"51","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\ListTeknikServisAksesuarlari","200","470,17","459,36","480,97","480,97|459,36","141992","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar",
"52","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","469,07","456,98","481,16","481,16|456,98","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"53","web","admin/web/web-moduller/ucuncu-grup/teknik-destek","filament.admin.web.pages.web-moduller.ucuncu-grup.teknik-destek","App\Filament\Clusters\Web\Pages\ModulTeknikDestek","200","468,7","452,33","485,07","452,33|485,07","182903","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/teknik-destek",
"54","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","466,22","453,96","478,47","453,96|478,47","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"55","web","admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz","filament.admin.web.pages.web-moduller.ucuncu-grup.neler-yapiyoruz","App\Filament\Clusters\Web\Pages\ModulNelerYapiyoruz","200","464,26","442,33","486,19","442,33|486,19","184548","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz",
"56","restoran","admin/restoran/qr-menu/kategoriler","filament.admin.restoran.resources.qr-menu.kategoriler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\ListRestoranMenuKategorileri","200","463,29","425,35","501,22","501,22|425,35","162325","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler",
"57","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","462,15","453,22","471,08","471,08|453,22","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"58","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","461,1","456,41","465,79","456,41|465,79","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"59","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","460,85","437,29","484,41","484,41|437,29","144785","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"60","web","admin/web/bloglar/blog-kategori","filament.admin.web.pages.bloglar.blog-kategori","App\Filament\Clusters\Web\Pages\BlogKategori","200","460,57","433,8","487,33","433,8|487,33","168302","http://localhost/yalova-kamera/admin/web/bloglar/blog-kategori",
"61","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","460,16","446,88","473,44","473,44|446,88","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"62","web","admin/web/projeler/ayarlar","filament.admin.web.pages.projeler.ayarlar","App\Filament\Clusters\Web\Pages\WebProjeAyarlar","200","458,95","442,21","475,69","475,69|442,21","146358","http://localhost/yalova-kamera/admin/web/projeler/ayarlar",
"63","web","admin/web/web-moduller/ucuncu-grup/faqs","filament.admin.web.pages.web-moduller.ucuncu-grup.faqs","App\Filament\Clusters\Web\Pages\ModulFaqs","200","458,49","432,56","484,43","432,56|484,43","178726","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/faqs",
"64","web","admin/web/web-moduller/ucuncu-grup/neden-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.neden-biz","App\Filament\Clusters\Web\Pages\ModulNedenBiz","200","456,36","431,12","481,61","431,12|481,61","191158","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neden-biz",
"65","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","454,93","454,6","455,27","455,27|454,6","241530","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"66","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","454,84","403,95","505,73","505,73|403,95","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"67","web","admin/web/web-moduller/ucuncu-grup/musteri-yorumlari","filament.admin.web.pages.web-moduller.ucuncu-grup.musteri-yorumlari","App\Filament\Clusters\Web\Pages\ModulMusteriYorumlari","200","452,66","445,2","460,13","445,2|460,13","185684","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/musteri-yorumlari",
"68","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","452,64","441,84","463,43","463,43|441,84","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"69","web","admin/web/bloglar/blog-listesi","filament.admin.web.pages.bloglar.blog-listesi","App\Filament\Clusters\Web\Pages\BlogListesi","200","451,68","412,55","490,81","490,81|412,55","181638","http://localhost/yalova-kamera/admin/web/bloglar/blog-listesi",
"70","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","449,64","448,33","450,95","448,33|450,95","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"71","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","448,25","427,68","468,82","427,68|468,82","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"72","restoran","admin/restoran/masa-ekrani","filament.admin.restoran.pages.masa-ekrani","App\Filament\Clusters\Restoran\Pages\RestoranMasaEkraniSayfasi","200","446,03","428,41","463,65","463,65|428,41","124456","http://localhost/yalova-kamera/admin/restoran/masa-ekrani",
"73","muhasebe","admin/muhasebe/tanimlar/malzeme-turleri","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\ListMuhasebeMalzemeTurleri","200","442,69","416","469,38","469,38|416","160825","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/malzeme-turleri",
"74","personel-takip","admin/personel-takip/terminal/pin-giris-cikis","filament.admin.personel-takip.pages.terminal.pin-giris-cikis","App\Filament\Clusters\PersonelTakip\Pages\PersonelPinTerminalSayfasi","200","441,61","436,68","446,54","446,54|436,68","129455","http://localhost/yalova-kamera/admin/personel-takip/terminal/pin-giris-cikis",
"75","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","441,03","441,03","441,03","441,03|441,03","215884","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"76","muhasebe","admin/muhasebe/fatura-kaynagis/create","filament.admin.muhasebe.resources.fatura-kaynagis.create","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateFatura","200","440,98","419,93","462,03","462,03|419,93","192109","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create",
"77","web","admin/web/servisler/web-servis-kategori","filament.admin.web.pages.servisler.web-servis-kategori","App\Filament\Clusters\Web\Pages\WebServisKategori","200","440,29","412,61","467,98","412,61|467,98","168361","http://localhost/yalova-kamera/admin/web/servisler/web-servis-kategori",
"78","web","admin/web/urunler/urun-listesi/create","filament.admin.web.resources.urunler.urun-listesi.create","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun","200","439,33","433,45","445,21","433,45|445,21","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"79","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","437,53","426,26","448,81","448,81|426,26","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"80","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","433,34","424,59","442,09","442,09|424,59","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"81","sistem-moduller","admin/sistem-moduller","filament.admin.resources.sistem-moduller.index","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulListesi","200","433,29","415,92","450,66","450,66|415,92","132350","http://localhost/yalova-kamera/admin/sistem-moduller",
"82","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","430,61","421,01","440,21","421,01|440,21","174908","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"83","muhasebe","admin/muhasebe/cari-yonetimi/cariler/create","filament.admin.muhasebe.resources.cari-yonetimi.cariler.create","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\CreateCari","200","429,34","425,51","433,16","433,16|425,51","211209","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/create",
"84","restoran","admin/restoran/paket-servis","filament.admin.restoran.pages.paket-servis","App\Filament\Clusters\Restoran\Pages\RestoranPaketServisSayfasi","200","428,92","415,12","442,73","442,73|415,12","124946","http://localhost/yalova-kamera/admin/restoran/paket-servis",
"85","muhasebe","admin/muhasebe/raporlar/bilanco","filament.admin.muhasebe.pages.raporlar.bilanco","App\Filament\Clusters\Muhasebe\Pages\BilancoRaporuTaslakSayfasi","200","427,67","424,86","430,48","424,86|430,48","112136","http://localhost/yalova-kamera/admin/muhasebe/raporlar/bilanco",
"86","muhasebe","admin/muhasebe/tanimlar/logo-turleri","filament.admin.muhasebe.resources.tanimlar.logo-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri","200","427,5","426,33","428,68","428,68|426,33","160789","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri",
"87","restoran","admin/restoran/mutfak","filament.admin.restoran.pages.mutfak","App\Filament\Clusters\Restoran\Pages\RestoranMutfakEkraniSayfasi","200","424,19","408,26","440,12","440,12|408,26","126101","http://localhost/yalova-kamera/admin/restoran/mutfak",
"88","muhasebe","admin/muhasebe/tanimlar/markalar","filament.admin.muhasebe.resources.tanimlar.markalar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\ListMuhasebeMarkalari","200","423,64","416,9","430,39","430,39|416,9","160767","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar",
"89","muhasebe","admin/muhasebe/sistem-olaylari","filament.admin.muhasebe.pages.sistem-olaylari","App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi","200","421,74","406,69","436,79","406,69|436,79","170338","http://localhost/yalova-kamera/admin/muhasebe/sistem-olaylari",
