"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/stok/stok-hareketleri","filament.admin.muhasebe.pages.stok.stok-hareketleri","App\Filament\Clusters\Muhasebe\Pages\StokHareketleriSayfasi","200","1833,88","1798,48","1865,88","1865,88|1828,3|1818,16|1858,56|1798,48","328616","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-hareketleri",
