"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error","probe_app_ms","probe_query_count","probe_query_ms","probe_slowest_b64"
"1","muhasebe","admin/muhasebe/fatura-kaynagis/1","admin/muhasebe/fatura-kaynagis/{record}","filament.admin.muhasebe.resources.fatura-kaynagis.view","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\ViewFatura","App\Models\Muhasebe\Fatura","1","200","327,87","283,57","450,58","450,58|322|295,35|287,87|283,57","228848","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1",,"191.82","4","5.67","W3sibXMiOjQuMDksInNxbCI6InNlbGVjdCAqIGZyb20gYHVzZXJzYCB3aGVyZSBgaWRgID0gPyBhbmQgYHVzZXJzYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCBsaW1pdCAxIiwiYmluZGluZ3MiOlsiMjk5Il19LHsibXMiOjAuNzQsInNxbCI6InNlbGVjdCBgaWRgLCBgZmlybWFfaWRgLCBgY2FyaV9pZGAsIGBiZWxnZV9ub2AsIGBpcnNhbGl5ZV9ub2AsIGBzZXJpYCwgYHNpcmFfbm9gLCBgdHVyYCwgYGR1cnVtYCwgYGZhdHVyYV9ub2AsIGBvZGVtZV9kdXJ1bXVgLCBgdGFyaWhgLCBgdmFkZV90YXJpaGlgLCBgZG92aXpfa3VydWAsIGBhcmFfdG9wbGFtYCwgYHRvcGxhbV9pbmRpcmltYCwgYGtkdl90b3BsYW1gLCBgdGV2a2lmYXRfb3JhbmlgLCBgZ2VuZWxfdG9wbGFtYCwgYG9kZW5lY2VrX3R1dGFyYCwgYG9kZW5kaV90dXRhcmlgLCBgYWNpa190dXRhcmAsIGBnZW5lbF9pbmRpcmltX3R1dGFyaWAsIGBrZHZfZGFoaWxfZml5YXRsYW5kaXJtYV9taWAsIGBiYWdsaV9mYXR1cmFfaWRgLCBgcGFyYV9iaXJpbWlgLCBgYWNpa2xhbWFgLCBgbm90bGFyYCwgYGlwdGFsX25lZGVuaWAsICIsImJpbmRpbmdzIjpbIjEiXX0seyJtcyI6MC40Nywic3FsIjoic2VsZWN0IGBpZGAsIGBmaXJtYV9pZGAsIGBmYXR1cmFfaWRgLCBgZmluYW5zX2hhcmVrZXRfaWRgLCBgdXlndWxhbmFuX3R1dGFyYCwgYHBhcmFfYmlyaW1pYCBmcm9tIGBmYXR1cmFfZmluYW5zX2thcGF0bWFsYXJpYCB3aGVyZSBgZmF0dXJhX2ZpbmFuc19rYXBhdG1hbGFyaWAuYGZhdHVyYV9pZGAgaW4gKDEpIG9yZGVyIGJ5IGBpZGAgYXNjIiwiYmluZGluZ3MiOltdfSx7Im1zIjowLjM3LCJzcWwiOiJzZWxlY3QgYGlkYCwgYGtvZGAsIGBhZGAgZnJvbSBgY2FyaWxlcmAgd2hlcmUgYGNhcmlsZXJgLmBpZGAgaW4gKDEpIGFuZCBgY2FyaWxlcmAuYGRlbGV0ZWRfYXRgIGlzIG51bGwiLCJiaW5kaW5ncyI6W119XQ=="
"2","muhasebe","admin/muhasebe/fatura-kaynagis/1/edit","admin/muhasebe/fatura-kaynagis/{record}/edit","filament.admin.muhasebe.resources.fatura-kaynagis.edit","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\EditFatura","App\Models\Muhasebe\Fatura","1","200","302,84","245,75","411,02","340,79|411,02|261,28|245,75|255,38","337087","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1/edit",,"204.56","6","17.32","W3sibXMiOjEzLjg2LCJzcWwiOiJzZWxlY3QgKiBmcm9tIGB1c2Vyc2Agd2hlcmUgYGlkYCA9ID8gYW5kIGB1c2Vyc2AuYGRlbGV0ZWRfYXRgIGlzIG51bGwgbGltaXQgMSIsImJpbmRpbmdzIjpbIjI5OSJdfSx7Im1zIjoxLjczLCJzcWwiOiJzZWxlY3QgYGlkYCwgYGZpcm1hX2lkYCwgYGNhcmlfaWRgLCBgYmVsZ2Vfbm9gLCBgaXJzYWxpeWVfbm9gLCBgc2VyaWAsIGBzaXJhX25vYCwgYHR1cmAsIGBkdXJ1bWAsIGBmYXR1cmFfbm9gLCBgb2RlbWVfZHVydW11YCwgYHRhcmloYCwgYHZhZGVfdGFyaWhpYCwgYGRvdml6X2t1cnVgLCBgYXJhX3RvcGxhbWAsIGB0b3BsYW1faW5kaXJpbWAsIGBrZHZfdG9wbGFtYCwgYHRldmtpZmF0X29yYW5pYCwgYGdlbmVsX3RvcGxhbWAsIGBvZGVuZWNla190dXRhcmAsIGBvZGVuZGlfdHV0YXJpYCwgYGFjaWtfdHV0YXJgLCBgZ2VuZWxfaW5kaXJpbV90dXRhcmlgLCBga2R2X2RhaGlsX2ZpeWF0bGFuZGlybWFfbWlgLCBgYmFnbGlfZmF0dXJhX2lkYCwgYHBhcmFfYmlyaW1pYCwgYGFjaWtsYW1hYCwgYG5vdGxhcmAsIGBpcHRhbF9uZWRlbmlgLCAiLCJiaW5kaW5ncyI6WyIxIl19LHsibXMiOjAuNTgsInNxbCI6InNlbGVjdCBgaWRgLCBga29kYCwgYGFkYCBmcm9tIGBjYXJpbGVyYCB3aGVyZSBgY2FyaWxlcmAuYGlkYCBpbiAoMSkgYW5kIGBjYXJpbGVyYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCIsImJpbmRpbmdzIjpbXX0seyJtcyI6MC41NCwic3FsIjoic2VsZWN0IGBpZGAsIGBmaXJtYV9pZGAsIGBmYXR1cmFfaWRgLCBgc2F0aXJfbm9gLCBga2FsZW1fdGlwaWAsIGBzdG9rX2lkYCwgYGFjaWtsYW1hYCwgYGJpcmltYCwgYG1pa3RhcmAsIGBiaXJpbV9maXlhdGAsIGBpbmRpcmltX29yYW5pYCwgYGluZGlyaW1fdHV0YXJpYCwgYGtkdl9vcmFuaWAsIGBrZHZfdHV0YXJpYCwgYHNhdGlyX2luZGlyaW1fdHV0YXJpYCwgYG5ldF90dXRhcmAsIGBzYXRpcl90b3BsYW1pYCwgYHNhdGlyX2dlbmVsX3RvcGxhbWAsIGBwYXJhX2JpcmltaWAsIGB0b3BsYW1gIGZyb20gYGZhdHVyYV9rYWxlbWxlcmlgIHdoZXJlIGBmYXR1cmFfa2FsZW1sZXJpYC5gZmF0dXJhX2lkYCBpbiAoMSkgb3JkZXIgYnkgYHNhdGlyX25vYCBhc2MsIGBpZGAgYXNjIiwiYmluZGluZ3MiOltdfSx7Im1zIjowLjMxLCJzcWwiOiJzZWxlY3QgYGlkYCwgYGFkYCBmcm9tIGBmaXJtYWxhcmAgd2hlcmUgYGZpcm1hbGFyYC5gaWRgIGluICgyKSBhbmQgYGZpcm1hbGFyYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCIsImJpbmRpbmdzIjpbXX1d"
