"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz","filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi","200","551,01","461,18","610,23","610,23|581,63|461,18","252540","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz",
"2","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","496,84","465,53","547,26","477,72|547,26|465,53","241512","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"3","restoran","admin/restoran/masalar","filament.admin.restoran.resources.masalar.index","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\ListRestoranMasalari","200","496,38","398,89","550,7","550,7|539,56|398,89","181750","http://localhost/yalova-kamera/admin/restoran/masalar",
"4","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","496,19","482,11","511,02","495,44|511,02|482,11","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"5","sistem-denetim-kayitlari","admin/sistem-denetim-kayitlari","filament.admin.resources.sistem-denetim-kayitlari.index","App\Filament\Resources\DenetimKayidiKaynagi\Pages\DenetimKayitlariListesi","200","493,24","409,39","579,4","579,4|490,93|409,39","184887","http://localhost/yalova-kamera/admin/sistem-denetim-kayitlari",
"6","web","admin/web/web-ayarlar/aboneler","filament.admin.web.pages.web-ayarlar.aboneler","App\Filament\Clusters\Web\Pages\WebAboneler","200","490,22","410,16","548,52","548,52|511,99|410,16","179764","http://localhost/yalova-kamera/admin/web/web-ayarlar/aboneler",
"7","restoran","admin/restoran/qr-menu/urunler","filament.admin.restoran.resources.qr-menu.urunler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\ListRestoranMenuUrunleri","200","487,93","409,29","533,35","521,15|533,35|409,29","183088","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler",
"8","muhasebe","admin/muhasebe/tanimlar/birimler","filament.admin.muhasebe.resources.tanimlar.birimler.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\ListBirimler","200","486,73","427,1","532,58","500,51|532,58|427,1","160723","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler",
"9","web","admin/web/sayfalar/bilgi-sayfalari","filament.admin.web.pages.sayfalar.bilgi-sayfalari","App\Filament\Clusters\Web\Pages\BilgiSayfalari","200","486,44","429,73","531,3","531,3|498,31|429,73","167841","http://localhost/yalova-kamera/admin/web/sayfalar/bilgi-sayfalari",
"10","personel-takip","admin/personel-takip/giris-cikis","filament.admin.personel-takip.resources.giris-cikis.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\ListPersonelGirisCikislari","200","481,55","400,09","532,97","532,97|511,6|400,09","158656","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis",
