"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","6582,81","6582,81","6582,81","6582.81","155614","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"2","web","admin/web/web-ayarlar/mail-gonderim","filament.admin.web.pages.web-ayarlar.mail-gonderim","App\Filament\Clusters\Web\Pages\WebMailGonderim","200","4198,03","4198,03","4198,03","4198.03","177584","http://localhost/yalova-kamera/admin/web/web-ayarlar/mail-gonderim",
"3","muhasebe","admin/muhasebe/stok/kritik-stoklar","filament.admin.muhasebe.pages.stok.kritik-stoklar","App\Filament\Clusters\Muhasebe\Pages\KritikStoklarSayfasi","200","3462,72","3462,72","3462,72","3462.72","192037","http://localhost/yalova-kamera/admin/muhasebe/stok/kritik-stoklar",
"4","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","3244,79","3244,79","3244,79","3244.79","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"5","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","2768,95","2768,95","2768,95","2768.95","229292","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"6","restoran","admin/restoran","filament.admin.restoran","App\Filament\Clusters\Restoran","200","2742,73","2742,73","2742,73","2742.73","118427","http://localhost/yalova-kamera/admin/restoran",
"7","personel-takip","admin/personel-takip/izinler/create","filament.admin.personel-takip.resources.izinler.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\CreatePersonelIzin","200","2592,83","2592,83","2592,83","2592.83","163968","http://localhost/yalova-kamera/admin/personel-takip/izinler/create",
"8","restoran","admin/restoran/raporlar/genel","filament.admin.restoran.pages.raporlar.genel","App\Filament\Clusters\Restoran\Pages\RestoranRaporlariSayfasi","200","2563,55","2563,55","2563,55","2563.55","129547","http://localhost/yalova-kamera/admin/restoran/raporlar/genel",
"9","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","2556,14","2556,14","2556,14","2556.14","128371","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
"10","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","2518,53","2518,53","2518,53","2518.53","120319","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
