"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","6318,8","6318,8","6318,8","6318.8","155614","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"2","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","3518,75","3518,75","3518,75","3518.75","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"3","muhasebe","admin/muhasebe/stok/kritik-stoklar","filament.admin.muhasebe.pages.stok.kritik-stoklar","App\Filament\Clusters\Muhasebe\Pages\KritikStoklarSayfasi","200","3492,86","3492,86","3492,86","3492.86","192037","http://localhost/yalova-kamera/admin/muhasebe/stok/kritik-stoklar",
"4","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","3087,02","3087,02","3087,02","3087.02","229292","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"5","restoran","admin/restoran","filament.admin.restoran","App\Filament\Clusters\Restoran","200","2793,5","2793,5","2793,5","2793.5","118427","http://localhost/yalova-kamera/admin/restoran",
"6","personel-takip","admin/personel-takip/izinler/create","filament.admin.personel-takip.resources.izinler.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\CreatePersonelIzin","200","2763,24","2763,24","2763,24","2763.24","163968","http://localhost/yalova-kamera/admin/personel-takip/izinler/create",
"7","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","2726,62","2726,62","2726,62","2726.62","130035","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
"8","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","2719,38","2719,38","2719,38","2719.38","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"9","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","2671,21","2671,21","2671,21","2671.21","120319","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"10","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","2643,29","2643,29","2643,29","2643.29","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
"11","muhasebe","admin/muhasebe/is-analitigi","filament.admin.muhasebe.pages.is-analitigi","App\Filament\Clusters\Muhasebe\Pages\IsAnalitigiSayfasi","200","2579,22","2579,22","2579,22","2579.22","113710","http://localhost/yalova-kamera/admin/muhasebe/is-analitigi",
"12","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","2577,84","2577,84","2577,84","2577.84","176802","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"13","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","2531,04","2531,04","2531,04","2531.04","241768","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"14","ayarlar","admin/ayarlar/mesaj-merkezi","filament.admin.ayarlar.pages.mesaj-merkezi","App\Filament\Clusters\Ayarlar\Pages\MesajMerkeziSayfasi","200","2495,9","2495,9","2495,9","2495.9","117696","http://localhost/yalova-kamera/admin/ayarlar/mesaj-merkezi",
