"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","4950,41","4950,41","4950,41","4950.41","154587","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"2","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","2075,03","2075,03","2075,03","2075.03","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"3","restoran","admin/restoran/adisyon-kalemleri","filament.admin.restoran.resources.adisyon-kalemleri.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\ListRestoranAdisyonKalemleri","200","1869,73","1869,73","1869,73","1869.73","156830","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri",
"4","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","1764,26","1764,26","1764,26","1764.26","187397","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"5","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","1468,6","1468,6","1468,6","1468.6","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
"6","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/create","filament.admin.teklif-yonetimi.resources.sablonlar.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\CreateTeklifSablonu","200","1409,61","1409,61","1409,61","1409.61","163646","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/create",
"7","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","1365,92","1365,92","1365,92","1365.92","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"8","muhasebe","admin/muhasebe/satis/hizli-satis","filament.admin.muhasebe.pages.satis.hizli-satis","App\Filament\Clusters\Muhasebe\Pages\HizliSatisSayfasi","200","1310,48","1310,48","1310,48","1310.48","130035","http://localhost/yalova-kamera/admin/muhasebe/satis/hizli-satis",
"9","restoran","admin/restoran/mutfak","filament.admin.restoran.pages.mutfak","App\Filament\Clusters\Restoran\Pages\RestoranMutfakEkraniSayfasi","200","1269,75","1269,75","1269,75","1269.75","126101","http://localhost/yalova-kamera/admin/restoran/mutfak",
"10","muhasebe","admin/muhasebe/finans/odeme-olustur","filament.admin.muhasebe.pages.finans.odeme-olustur","App\Filament\Clusters\Muhasebe\Pages\OdemeOlusturSayfasi","200","1252,74","1252,74","1252,74","1252.74","164565","http://localhost/yalova-kamera/admin/muhasebe/finans/odeme-olustur",
