"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"15","teknik-servis","admin/teknik-servis/servis-kayitlari","filament.admin.teknik-servis.resources.servis-kayitlari.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ListTeknikServisKayitlari","200","511,4","509,71","513,09","513,09|509,71","145871","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari",
"16","personel-takip","admin/personel-takip/maas-donemleri","filament.admin.personel-takip.resources.maas-donemleri.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\ListPersonelMaasDonemleri","200","508,76","507,48","510,04","507,48|510,04","160024","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri",
"17","personel-takip","admin/personel-takip/vardiyalar","filament.admin.personel-takip.resources.vardiyalar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\ListPersonelVardiyalari","200","507,86","506,24","509,48","509,48|506,24","162355","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar",
"18","restoran","admin/restoran/qr-menu/receteler/create","filament.admin.restoran.resources.qr-menu.receteler.create","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\CreateRestoranRecete","200","507,56","496,11","519","519|496,11","178095","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/create",
"19","sistem-planlar","admin/sistem-planlar","filament.admin.resources.sistem-planlar.index","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanListesi","200","506,62","488,6","524,63","524,63|488,6","145113","http://localhost/yalova-kamera/admin/sistem-planlar",
"20","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","506,38","489,48","523,27","523,27|489,48","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"21","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","503,11","476,97","529,26","529,26|476,97","154587","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"22","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","502,53","486,09","518,97","518,97|486,09","147473","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"23","restoran","admin/restoran/qr-menu/kategoriler","filament.admin.restoran.resources.qr-menu.kategoriler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\ListRestoranMenuKategorileri","200","500,74","484,98","516,49","516,49|484,98","162325","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler",
"24","personel-takip","admin/personel-takip/izinler","filament.admin.personel-takip.resources.izinler.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\ListPersonelIzinleri","200","499,12","498,3","499,95","498,3|499,95","159088","http://localhost/yalova-kamera/admin/personel-takip/izinler",
"25","personel-takip","admin/personel-takip/giris-cikis","filament.admin.personel-takip.resources.giris-cikis.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\ListPersonelGirisCikislari","200","498,01","492,05","503,97","492,05|503,97","158656","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis",
"26","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\ListTeknikServisAksesuarlari","200","496,97","492,94","501","501|492,94","141992","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar",
"27","restoran","admin/restoran/adisyon-kalemleri","filament.admin.restoran.resources.adisyon-kalemleri.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\ListRestoranAdisyonKalemleri","200","496,62","475,3","517,94","517,94|475,3","156830","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri",
"28","web","admin/web/web-moduller/ucuncu-grup/referanslar","filament.admin.web.pages.web-moduller.ucuncu-grup.referanslar","App\Filament\Clusters\Web\Pages\ModulReferanslar","200","495,87","466,51","525,23","466,51|525,23","228360","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/referanslar",
"29","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","493,92","462,99","524,85","462,99|524,85","241512","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"30","restoran","admin/restoran/adisyonlar","filament.admin.restoran.resources.adisyonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\ListRestoranAdisyonlari","200","492,04","478,85","505,23","505,23|478,85","162048","http://localhost/yalova-kamera/admin/restoran/adisyonlar",
"31","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","491,92","477,84","505,99","505,99|477,84","144785","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"32","restoran","admin/restoran/masalar/create","filament.admin.restoran.resources.masalar.create","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\CreateRestoranMasa","200","491,49","478,48","504,51","504,51|478,48","160786","http://localhost/yalova-kamera/admin/restoran/masalar/create",
"33","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","491,29","480,3","502,29","480,3|502,29","151675","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"34","muhasebe","admin/muhasebe/stok/stok-listesi","filament.admin.muhasebe.resources.stok.stok-listesi.index","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ListStokKartlari","200","488,03","472,63","503,43","472,63|503,43","187293","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi",
"35","restoran","admin/restoran/adisyon-kalemleri/create","filament.admin.restoran.resources.adisyon-kalemleri.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\CreateRestoranAdisyonKalemi","200","485,59","475,34","495,84","495,84|475,34","167138","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/create",
"36","profil","admin/profil","filament.admin.auth.profile","App\Filament\Pages\Auth\ProfilDuzenle","200","484,22","464,42","504,02","504,02|464,42","174926","http://localhost/yalova-kamera/admin/profil",
"37","sistem-yetkiler","admin/sistem-yetkiler","filament.admin.resources.sistem-yetkiler.index","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiListesi","200","483,81","479,42","488,19","488,19|479,42","149538","http://localhost/yalova-kamera/admin/sistem-yetkiler",
"38","muhasebe","admin/muhasebe/finans/vade-takibi","filament.admin.muhasebe.pages.finans.vade-takibi","App\Filament\Clusters\Muhasebe\Pages\VadeTakipSayfasi","200","483,08","482,89","483,27","482,89|483,27","261977","http://localhost/yalova-kamera/admin/muhasebe/finans/vade-takibi",
"39","restoran","admin/restoran/qr-menu/urunler/create","filament.admin.restoran.resources.qr-menu.urunler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\CreateRestoranMenuUrun","200","481,38","475,96","486,8","486,8|475,96","166488","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/create",
"40","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","479,85","462,97","496,74","462,97|496,74","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"41","web","admin/web/web-moduller/ucuncu-grup/neden-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.neden-biz","App\Filament\Clusters\Web\Pages\ModulNedenBiz","200","478,89","454,19","503,59","454,19|503,59","191158","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neden-biz",
"42","restoran","admin/restoran/qr-menu/kategoriler/create","filament.admin.restoran.resources.qr-menu.kategoriler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori","200","473,41","467,44","479,37","467,44|479,37","144860","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/create",
"43","e-ticaret","admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.musteri-mesajlari","App\Filament\Clusters\ETicaret\Pages\MusteriMesajlariSayfasi","200","473,02","462,43","483,62","483,62|462,43","131610","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari",
"44","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","469,03","443,08","494,98","494,98|443,08","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"45","web","admin/web/web-moduller/ucuncu-grup/musteri-yorumlari","filament.admin.web.pages.web-moduller.ucuncu-grup.musteri-yorumlari","App\Filament\Clusters\Web\Pages\ModulMusteriYorumlari","200","468,59","442,88","494,31","442,88|494,31","185684","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/musteri-yorumlari",
"46","sistem-moduller","admin/sistem-moduller","filament.admin.resources.sistem-moduller.index","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulListesi","200","468,08","464,71","471,45","471,45|464,71","132350","http://localhost/yalova-kamera/admin/sistem-moduller",
"47","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","467,85","459,39","476,32","476,32|459,39","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"48","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","465,6","441,99","489,21","489,21|441,99","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"49","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","465,09","451,33","478,84","478,84|451,33","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"50","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","464,74","457,74","471,73","471,73|457,74","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"51","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","464,49","457,78","471,21","471,21|457,78","140298","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"52","web","admin/web/servisler/ayarlar","filament.admin.web.pages.servisler.ayarlar","App\Filament\Clusters\Web\Pages\WebServisAyarlar","200","463,34","455,05","471,63","455,05|471,63","146467","http://localhost/yalova-kamera/admin/web/servisler/ayarlar",
"53","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","462,73","457,54","467,93","457,54|467,93","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"54","web","admin/web/projeler/ayarlar","filament.admin.web.pages.projeler.ayarlar","App\Filament\Clusters\Web\Pages\WebProjeAyarlar","200","462,64","451,2","474,08","451,2|474,08","146358","http://localhost/yalova-kamera/admin/web/projeler/ayarlar",
"55","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","457,94","434,41","481,47","481,47|434,41","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"56","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","457,28","457,13","457,42","457,13|457,42","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"57","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","453,62","449,91","457,34","449,91|457,34","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"58","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","451,27","431,28","471,26","471,26|431,28","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"59","web","admin/web/web-moduller/ucuncu-grup/faqs","filament.admin.web.pages.web-moduller.ucuncu-grup.faqs","App\Filament\Clusters\Web\Pages\ModulFaqs","200","450,57","435,5","465,65","435,5|465,65","178726","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/faqs",
"60","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","450,47","440,14","460,8","460,8|440,14","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"61","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","447,73","405,38","490,09","405,38|490,09","192289","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"62","web","admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz","filament.admin.web.pages.web-moduller.ucuncu-grup.neler-yapiyoruz","App\Filament\Clusters\Web\Pages\ModulNelerYapiyoruz","200","446,57","431,74","461,41","431,74|461,41","184548","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz",
"63","web","admin/web/web-moduller/ucuncu-grup/teknik-destek","filament.admin.web.pages.web-moduller.ucuncu-grup.teknik-destek","App\Filament\Clusters\Web\Pages\ModulTeknikDestek","200","444,14","424,34","463,93","424,34|463,93","182903","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/teknik-destek",
"64","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","441","439,1","442,9","442,9|439,1","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"65","muhasebe","admin/muhasebe/finans/poslar/create","filament.admin.muhasebe.resources.finans.poslar.create","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\CreatePosHesabi","200","440,94","440,64","441,24","441,24|440,64","222740","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/create",
"66","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","438,75","437,54","439,96","439,96|437,54","128371","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
"67","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","437,46","398,11","476,8","398,11|476,8","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"68","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","436,75","430,56","442,94","430,56|442,94","215884","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"69","web","admin/web/urunler/urun-listesi/create","filament.admin.web.resources.urunler.urun-listesi.create","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun","200","435,94","435,09","436,79","435,09|436,79","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"70","web","admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme","filament.admin.web.pages.web-ayarlar.menu-ayarlari.menu-duzenleme","App\Filament\Clusters\Web\Pages\ModulMenu","200","435,74","424,26","447,23","424,26|447,23","170901","http://localhost/yalova-kamera/admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme",
"71","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\ListDovizKurlari","200","434,82","426,16","443,48","443,48|426,16","163464","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari",
"72","muhasebe","admin/muhasebe/tanimlar/cari-gruplari","filament.admin.muhasebe.resources.tanimlar.cari-gruplari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\ListCariGruplari","200","433,03","423,33","442,73","423,33|442,73","160783","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/cari-gruplari",
"73","personel-takip","admin/personel-takip/terminal/pin-giris-cikis","filament.admin.personel-takip.pages.terminal.pin-giris-cikis","App\Filament\Clusters\PersonelTakip\Pages\PersonelPinTerminalSayfasi","200","432,75","413,67","451,82","451,82|413,67","129455","http://localhost/yalova-kamera/admin/personel-takip/terminal/pin-giris-cikis",
"74","muhasebe","admin/muhasebe/tanimlar/logo-turleri","filament.admin.muhasebe.resources.tanimlar.logo-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri","200","430,76","428,99","432,52","432,52|428,99","160789","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri",
"75","muhasebe","admin/muhasebe/finans/finans-fisleri","filament.admin.muhasebe.pages.finans.finans-fisleri","App\Filament\Clusters\Muhasebe\Pages\FinansFisKaynagiSayfasi","200","428,65","407,93","449,38","449,38|407,93","165098","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-hareketleri",
"76","muhasebe","admin/muhasebe","filament.admin.muhasebe","App\Filament\Clusters\Muhasebe","200","425,57","404,25","446,89","446,89|404,25","110818","http://localhost/yalova-kamera/admin/muhasebe",
"77","web","admin/web/urunler/urun-listesi","filament.admin.web.resources.urunler.urun-listesi.index","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ListUrunler","200","425,29","418,6","431,98","418,6|431,98","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"78","teklif-yonetimi","admin/teklif-yonetimi","filament.admin.teklif-yonetimi","App\Filament\Clusters\TeklifYonetimi","200","424,28","420,21","428,36","428,36|420,21","110961","http://localhost/yalova-kamera/admin/teklif-yonetimi",
"79","muhasebe","admin/muhasebe/raporlar/bilanco","filament.admin.muhasebe.pages.raporlar.bilanco","App\Filament\Clusters\Muhasebe\Pages\BilancoRaporuTaslakSayfasi","200","423,72","423,31","424,12","424,12|423,31","112136","http://localhost/yalova-kamera/admin/muhasebe/raporlar/bilanco",
"80","muhasebe","admin/muhasebe/tanimlar/malzeme-turleri","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\ListMuhasebeMalzemeTurleri","200","422,69","414,74","430,65","430,65|414,74","160825","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/malzeme-turleri",
"81","muhasebe","admin/muhasebe/tanimlar/para-birimleri","filament.admin.muhasebe.resources.tanimlar.para-birimleri.index","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\ListParaBirimleri","200","422,56","407,37","437,75","407,37|437,75","160786","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri",
"82","muhasebe","admin/muhasebe/sistem-olaylari","filament.admin.muhasebe.pages.sistem-olaylari","App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi","200","422,38","414,51","430,26","414,51|430,26","170330","http://localhost/yalova-kamera/admin/muhasebe/sistem-olaylari",
"83","teknik-servis","admin/teknik-servis","filament.admin.teknik-servis","App\Filament\Clusters\TeknikServis","200","421,27","402,99","439,54","439,54|402,99","110848","http://localhost/yalova-kamera/admin/teknik-servis",
"84","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","420,52","414,35","426,68","414,35|426,68","174908","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"85","muhasebe","admin/muhasebe/tanimlar/stok-modelleri","filament.admin.muhasebe.resources.tanimlar.stok-modelleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\ListMuhasebeStokModelleri","200","420,22","415,22","425,23","425,23|415,22","160813","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/stok-modelleri",
"86","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","419,04","417,57","420,51","420,51|417,57","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"87","muhasebe","admin/muhasebe/satis/barkod-etiket-yazdirma","filament.admin.muhasebe.pages.satis.barkod-etiket-yazdirma","App\Filament\Clusters\Muhasebe\Pages\BarkodEtiketYazdirmaSayfasi","200","418,98","404,76","433,21","433,21|404,76","187397","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-etiket-yazdirma",
"88","siparisler","admin/siparisler/basarisiz","filament.admin.resources.siparisler.failed","App\Filament\Resources\SiparisKaynagi\Pages\ListBasarisizSiparisler","200","418,6","417,53","419,66","419,66|417,53","187051","http://localhost/yalova-kamera/admin/siparisler/basarisiz",
"89","restoran","admin/restoran/tanimlar/salonlar","filament.admin.restoran.resources.tanimlar.salonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\ListRestoranSalonlari","200","418,53","416,68","420,38","420,38|416,68","165857","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar",
