"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"11","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","482,92","436,36","545,97","466,44|545,97|436,36","241512","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"12","siparisler","admin/siparisler","filament.admin.resources.siparisler.index","App\Filament\Resources\SiparisKaynagi\Pages\ListSiparisler","200","481,81","400,49","523,78","521,15|523,78|400,49","186779","http://localhost/yalova-kamera/admin/siparisler",
"13","personel-takip","admin/personel-takip/giris-cikis","filament.admin.personel-takip.resources.giris-cikis.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\ListPersonelGirisCikislari","200","481,29","397,82","547,85","547,85|498,19|397,82","158656","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis",
"14","restoran","admin/restoran/adisyonlar/create","filament.admin.restoran.resources.adisyonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\CreateRestoranAdisyon","200","480,74","397,2","540,42","540,42|504,59|397,2","196901","http://localhost/yalova-kamera/admin/restoran/adisyonlar/create",
"15","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","480,73","462,35","504,2","462,35|475,64|504,2","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"16","web","admin/web/sayfalar/bilgi-sayfalari","filament.admin.web.pages.sayfalar.bilgi-sayfalari","App\Filament\Clusters\Web\Pages\BilgiSayfalari","200","477,04","391,98","522,82","516,33|522,82|391,98","167841","http://localhost/yalova-kamera/admin/web/sayfalar/bilgi-sayfalari",
"17","restoran","admin/restoran/tanimlar/salonlar","filament.admin.restoran.resources.tanimlar.salonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\ListRestoranSalonlari","200","474,96","407,38","529,24","529,24|488,28|407,38","165857","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar",
"18","personel-takip","admin/personel-takip/maas-donemleri","filament.admin.personel-takip.resources.maas-donemleri.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\ListPersonelMaasDonemleri","200","473,34","394,97","521,09","521,09|503,98|394,97","160024","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri",
"19","product-categories","admin/product-categories","filament.admin.resources.product-categories.index","App\Filament\Resources\ProductCategoryResource\Pages\ListProductCategories","200","472,4","405,78","514,98","514,98|496,43|405,78","165230","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"20","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","470,97","442,41","498,31","472,2|498,31|442,41","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"21","personel-takip","admin/personel-takip/tanimlar/departmanlar","filament.admin.personel-takip.resources.tanimlar.departmanlar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\ListPersonelDepartmanlari","200","470,28","391,44","514,48","504,92|514,48|391,44","158344","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar",
"22","personel-takip","admin/personel-takip/vardiyalar","filament.admin.personel-takip.resources.vardiyalar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\ListPersonelVardiyalari","200","470,01","381,79","521,48","521,48|506,76|381,79","162355","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar",
"23","restoran","admin/restoran/adisyonlar","filament.admin.restoran.resources.adisyonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\ListRestoranAdisyonlari","200","469,93","407,37","511,11","511,11|491,31|407,37","162048","http://localhost/yalova-kamera/admin/restoran/adisyonlar",
"24","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","468,87","425,44","530,78","450,4|530,78|425,44","215884","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"25","sistem-yetkiler","admin/sistem-yetkiler","filament.admin.resources.sistem-yetkiler.index","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiListesi","200","468,72","376,04","549,3","549,3|480,8|376,04","149538","http://localhost/yalova-kamera/admin/sistem-yetkiler",
"26","personel-takip","admin/personel-takip/avanslar","filament.admin.personel-takip.resources.avanslar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\ListPersonelAvanslari","200","468,1","370,22","523,19","523,19|510,9|370,22","155378","http://localhost/yalova-kamera/admin/personel-takip/avanslar",
"27","restoran","admin/restoran/qr-menu/receteler/create","filament.admin.restoran.resources.qr-menu.receteler.create","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\CreateRestoranRecete","200","467,87","386,15","508,75","508,72|508,75|386,15","178095","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/create",
"28","muhasebe","admin/muhasebe/finans/banka-hesaplari","filament.admin.muhasebe.resources.finans.banka-hesaplari.index","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ListBankaHesaplari","200","467,79","398,35","518,77","518,77|486,24|398,35","166900","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"29","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","467,25","450,09","482,88","468,77|482,88|450,09","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"30","restoran","admin/restoran/qr-menu/receteler","filament.admin.restoran.resources.qr-menu.receteler.index","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\ListRestoranReceteleri","200","465,91","376,79","513,75","507,2|513,75|376,79","162370","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler",
"31","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","465,13","365,31","535,57","535,57|494,51|365,31","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
"32","restoran","admin/restoran/qr-menu/urunler/create","filament.admin.restoran.resources.qr-menu.urunler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\CreateRestoranMenuUrun","200","464,9","404,14","511,42","511,42|479,14|404,14","166488","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/create",
"33","sistem-kullanicilar","admin/sistem-kullanicilar","filament.admin.resources.sistem-kullanicilar.index","App\Filament\Resources\UserResource\Pages\ListUsers","200","464,35","385,19","514,2","493,65|514,2|385,19","159134","http://localhost/yalova-kamera/admin/sistem-kullanicilar",
"34","profil","admin/profil","filament.admin.auth.profile","App\Filament\Pages\Auth\ProfilDuzenle","200","464,25","381,77","542,13","542,13|468,86|381,77","174926","http://localhost/yalova-kamera/admin/profil",
"35","restoran","admin/restoran/qr-menu/kategoriler","filament.admin.restoran.resources.qr-menu.kategoriler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\ListRestoranMenuKategorileri","200","462,73","378,07","505,69","504,42|505,69|378,07","162325","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler",
"36","muhasebe","admin/muhasebe/stok/stok-listesi","filament.admin.muhasebe.resources.stok.stok-listesi.index","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ListStokKartlari","200","460,9","435,46","494,26","452,98|494,26|435,46","187293","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi",
"37","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","460,73","393,81","508,59","508,59|479,81|393,81","147473","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"38","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","459,62","395,24","497,49","497,49|486,11|395,24","151675","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"39","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","458,43","386,63","500,13","500,13|488,52|386,63","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"40","restoran","admin/restoran/adisyon-kalemleri","filament.admin.restoran.resources.adisyon-kalemleri.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\ListRestoranAdisyonKalemleri","200","457,99","372,95","527,27","527,27|473,75|372,95","156830","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri",
"41","restoran","admin/restoran/masalar/create","filament.admin.restoran.resources.masalar.create","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\CreateRestoranMasa","200","457,95","379,52","518,07","518,07|476,25|379,52","160786","http://localhost/yalova-kamera/admin/restoran/masalar/create",
"42","personel-takip","admin/personel-takip/izinler","filament.admin.personel-takip.resources.izinler.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\ListPersonelIzinleri","200","454,38","384,44","491,8","486,9|491,8|384,44","154511","http://localhost/yalova-kamera/admin/personel-takip/izinler",
"43","teknik-servis","admin/teknik-servis/servis-kayitlari","filament.admin.teknik-servis.resources.servis-kayitlari.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ListTeknikServisKayitlari","200","453,11","379,92","493,93","485,47|493,93|379,92","145871","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari",
"44","web","admin/web/web-moduller/ucuncu-grup/teknik-destek","filament.admin.web.pages.web-moduller.ucuncu-grup.teknik-destek","App\Filament\Clusters\Web\Pages\ModulTeknikDestek","200","452,18","385,77","505,78","464,98|505,78|385,77","182903","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/teknik-destek",
"45","restoran","admin/restoran/adisyon-kalemleri/create","filament.admin.restoran.resources.adisyon-kalemleri.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\CreateRestoranAdisyonKalemi","200","452,07","364,95","535,51","535,51|455,75|364,95","167138","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/create",
"46","e-ticaret","admin/e-ticaret/bildirim-yonetimi/loglar","filament.admin.e-ticaret.pages.bildirim-yonetimi.loglar","App\Filament\Clusters\ETicaret\Pages\BildirimLoglariSayfasi","200","452,05","384,35","502,67","502,67|469,13|384,35","154587","http://localhost/yalova-kamera/admin/e-ticaret/bildirim-yonetimi/loglar",
"47","web","admin/web/urunler/urun-listesi/create","filament.admin.web.resources.urunler.urun-listesi.create","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun","200","451,06","441,16","463,79","463,79|441,16|448,24","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"48","web","admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz","filament.admin.web.pages.web-moduller.ucuncu-grup.neler-yapiyoruz","App\Filament\Clusters\Web\Pages\ModulNelerYapiyoruz","200","451,02","412,4","486,43","454,25|486,43|412,4","184548","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz",
"49","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\ListTeknikServisAksesuarlari","200","450,31","358,06","505,64","505,64|487,24|358,06","141992","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar",
"50","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","447,49","402,25","473,59","473,59|466,62|402,25","140298","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"51","web","admin/web/web-moduller/ucuncu-grup/neden-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.neden-biz","App\Filament\Clusters\Web\Pages\ModulNedenBiz","200","446,41","401,53","489,23","448,48|489,23|401,53","191158","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neden-biz",
"52","web","admin/web/web-moduller/ucuncu-grup/faqs","filament.admin.web.pages.web-moduller.ucuncu-grup.faqs","App\Filament\Clusters\Web\Pages\ModulFaqs","200","446,12","391,62","496,1","450,64|496,1|391,62","178726","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/faqs",
"53","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","446,12","401,32","515,34","421,71|515,34|401,32","192289","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"54","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","445,78","369,55","493,65","493,65|474,15|369,55","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"55","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","444,36","388,21","477,21","467,64|477,21|388,21","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"56","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","443,81","442,14","447,13","442,14|442,17|447,13","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"57","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","443,69","437,27","448,05","437,27|448,05|445,74","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"58","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","442,19","431,39","458,74","458,74|431,39|436,45","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"59","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","437,51","352,63","507,32","507,32|452,59|352,63","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"60","sistem-planlar","admin/sistem-planlar","filament.admin.resources.sistem-planlar.index","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanListesi","200","436,43","350,09","485,62","485,62|473,59|350,09","145113","http://localhost/yalova-kamera/admin/sistem-planlar",
"61","web","admin/web/projeler/ayarlar","filament.admin.web.pages.projeler.ayarlar","App\Filament\Clusters\Web\Pages\WebProjeAyarlar","200","435,83","362,01","480,02","480,02|465,44|362,01","146358","http://localhost/yalova-kamera/admin/web/projeler/ayarlar",
"62","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","435,4","434,37","436,1","436,1|434,37|435,72","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"63","muhasebe","admin/muhasebe/finans/poslar/create","filament.admin.muhasebe.resources.finans.poslar.create","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\CreatePosHesabi","200","434,61","432,88","436,19","436,19|434,75|432,88","222740","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/create",
"64","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","432,47","361,84","470,38","470,38|465,21|361,84","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"65","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","431,79","376,36","461,65","457,34|461,65|376,36","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"66","sistem-roller","admin/sistem-roller","filament.admin.resources.sistem-roller.index","App\Filament\Resources\RoleResource\Pages\ListRoles","200","431,2","353,1","476,83","463,68|476,83|353,1","140128","http://localhost/yalova-kamera/admin/sistem-roller",
"67","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","429,59","362,36","484,48","484,48|441,92|362,36","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"68","web","admin/web/web-moduller/ucuncu-grup/musteri-yorumlari","filament.admin.web.pages.web-moduller.ucuncu-grup.musteri-yorumlari","App\Filament\Clusters\Web\Pages\ModulMusteriYorumlari","200","429,53","392,23","461,65","434,71|461,65|392,23","185684","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/musteri-yorumlari",
"69","web","admin/web/servisler/ayarlar","filament.admin.web.pages.servisler.ayarlar","App\Filament\Clusters\Web\Pages\WebServisAyarlar","200","429,49","348,07","470,48","469,91|470,48|348,07","146467","http://localhost/yalova-kamera/admin/web/servisler/ayarlar",
"70","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","425,97","361,88","459,59","456,44|459,59|361,88","144785","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"71","web","admin/web/servisler/web-servis-kategori","filament.admin.web.pages.servisler.web-servis-kategori","App\Filament\Clusters\Web\Pages\WebServisKategori","200","425,66","419,24","437,64","437,64|420,1|419,24","168361","http://localhost/yalova-kamera/admin/web/servisler/web-servis-kategori",
"72","restoran","admin/restoran/qr-menu/kategoriler/create","filament.admin.restoran.resources.qr-menu.kategoriler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori","200","425,41","338,19","478,09","478,09|459,94|338,19","144860","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/create",
"73","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","424,5","397,35","470,61","405,54|470,61|397,35","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"74","muhasebe","admin/muhasebe/cari-yonetimi/cariler/create","filament.admin.muhasebe.resources.cari-yonetimi.cariler.create","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\CreateCari","200","424,21","411,81","432,67","428,15|411,81|432,67","211209","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/create",
"75","muhasebe","admin/muhasebe/sistem-olaylari","filament.admin.muhasebe.pages.sistem-olaylari","App\Filament\Clusters\Muhasebe\Pages\SistemOlaylariSayfasi","200","424,13","410,03","431,2","431,17|410,03|431,2","170330","http://localhost/yalova-kamera/admin/muhasebe/sistem-olaylari",
"76","products","admin/products","filament.admin.resources.products.index","App\Filament\Resources\ProductResource\Pages\ListProducts","200","423,64","411,87","432,88","432,88|426,16|411,87","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"77","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\ListVergiOranlari","200","423,4","412,48","441,48","441,48|412,48|416,24","160795","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari",
"78","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\ListDovizKurlari","200","423,19","409,37","448,22","448,22|411,97|409,37","163464","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari",
"79","web","admin/web/bloglar/blog-listesi","filament.admin.web.pages.bloglar.blog-listesi","App\Filament\Clusters\Web\Pages\BlogListesi","200","421,98","417,23","428,73","419,98|417,23|428,73","181638","http://localhost/yalova-kamera/admin/web/bloglar/blog-listesi",
"80","muhasebe","admin/muhasebe/fatura-kaynagis/create/gelen-iade-faturasi","filament.admin.muhasebe.resources.fatura-kaynagis.createGelenIade","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGelenIadeFaturasi","200","421,53","414,59","431,15","414,59|431,15|418,86","192239","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/gelen-iade-faturasi",
"81","e-ticaret","admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.musteri-mesajlari","App\Filament\Clusters\ETicaret\Pages\MusteriMesajlariSayfasi","200","421,51","347,23","480,45","480,45|436,83|347,23","131610","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari",
"82","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","421,23","416,65","424","416,65|424|423,05","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"83","web","admin/web/projeler/liste","filament.admin.web.pages.projeler.liste","App\Filament\Clusters\Web\Pages\WebProje","200","420,77","405,68","433,5","433,5|405,68|423,14","180359","http://localhost/yalova-kamera/admin/web/projeler/liste",
"84","muhasebe","admin/muhasebe/tanimlar/odeme-yontemleri","filament.admin.muhasebe.resources.tanimlar.odeme-yontemleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\OdemeYontemiTanimKaynagi\Pages\ListOdemeYontemleri","200","420,03","401,53","435,04","423,51|401,53|435,04","160819","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/odeme-yontemleri",
"85","web","admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme","filament.admin.web.pages.web-ayarlar.menu-ayarlari.menu-duzenleme","App\Filament\Clusters\Web\Pages\ModulMenu","200","418,56","415,34","420,65","415,34|419,68|420,65","170901","http://localhost/yalova-kamera/admin/web/web-ayarlar/menu-ayarlari/menu-duzenleme",
"86","muhasebe","admin/muhasebe/tanimlar/varyantlar","filament.admin.muhasebe.resources.tanimlar.varyantlar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\ListMuhasebeVaryantlari","200","418,41","414,16","422,14","414,16|418,93|422,14","160766","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar",
