"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"58","web","admin/web/sayfalar/hakkimizda","filament.admin.web.pages.sayfalar.hakkimizda","App\Filament\Clusters\Web\Pages\Hakkimizda","200","1799,78","1713,62","1970,36","1970,36|1715,37|1713,62","181780","http://localhost/yalova-kamera/admin/web/sayfalar/hakkimizda",
"59","web","admin/web/urunler/urun-kategorileri","filament.admin.web.resources.urunler.urun-kategorileri.index","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\ListUrunKategorileri","200","1797,54","1678,22","2023,85","1690,53|2023,85|1678,22","165230","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"60","web","admin/web/web-ayarlar/aboneler","filament.admin.web.pages.web-ayarlar.aboneler","App\Filament\Clusters\Web\Pages\WebAboneler","200","1795,15","1729,07","1899,96","1899,96|1756,42|1729,07","245784","http://localhost/yalova-kamera/admin/web/web-ayarlar/aboneler",
"61","web","admin/web/urunler/urun-listesi","filament.admin.web.resources.urunler.urun-listesi.index","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ListUrunler","200","1794,64","1677,31","1962,58","1744,02|1962,58|1677,31","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"62","muhasebe","admin/muhasebe/tanimlar/varyantlar","filament.admin.muhasebe.resources.tanimlar.varyantlar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\ListMuhasebeVaryantlari","200","1794,57","1659,02","1988,83","1735,87|1988,83|1659,02","160766","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar",
"63","muhasebe","admin/muhasebe/tanimlar/markalar","filament.admin.muhasebe.resources.tanimlar.markalar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\ListMuhasebeMarkalari","200","1794,24","1674,96","1875,59","1674,96|1832,17|1875,59","160767","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar",
"64","web","admin/web/bloglar/blog-kategori","filament.admin.web.pages.bloglar.blog-kategori","App\Filament\Clusters\Web\Pages\BlogKategori","200","1793,85","1731,93","1886,66","1886,66|1762,95|1731,93","291755","http://localhost/yalova-kamera/admin/web/bloglar/blog-kategori",
"65","teknik-servis","admin/teknik-servis/genel-ayarlar","filament.admin.teknik-servis.pages.genel-ayarlar","App\Filament\Clusters\TeknikServis\Pages\TeknikServisGenelAyarlarSayfasi","200","1793,37","1666,12","1905,02","1666,12|1808,95|1905,02","112152","http://localhost/yalova-kamera/admin/teknik-servis/genel-ayarlar",
"66","muhasebe","admin/muhasebe/tanimlar/birimler","filament.admin.muhasebe.resources.tanimlar.birimler.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\ListBirimler","200","1791,45","1679,17","1864,29","1679,17|1864,29|1830,88","160723","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler",
"67","muhasebe","admin/muhasebe/stok/stok-kategorileri/create","filament.admin.muhasebe.resources.stok.stok-kategorileri.create","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\CreateStokKategorisi","200","1790,16","1661,41","2030,57","1678,49|2030,57|1661,41","154961","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/create",
"68","muhasebe","admin/muhasebe/tanimlar/para-birimleri","filament.admin.muhasebe.resources.tanimlar.para-birimleri.index","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\ListParaBirimleri","200","1786,1","1768,28","1812,04","1777,98|1768,28|1812,04","228761","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri",
"69","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","1781,04","1777,12","1783,81","1783,81|1777,12|1782,18","263855","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"70","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","1780,86","1777,55","1785,39","1777,55|1779,62|1785,39","261256","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"71","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","1779,58","1674,37","1979,58","1979,58|1674,37|1684,79","174908","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"72","web","admin/web/sayfalar/iletisim","filament.admin.web.pages.sayfalar.iletisim","App\Filament\Clusters\Web\Pages\Iletisim","200","1777,8","1672,66","1946,04","1946,04|1714,69|1672,66","191065","http://localhost/yalova-kamera/admin/web/sayfalar/iletisim",
"73","muhasebe","admin/muhasebe/faturalar/giden-iade-faturalari","filament.admin.muhasebe.pages.faturalar.giden-iade-faturalari","App\Filament\Clusters\Muhasebe\Pages\GidenIadeFaturasiSayfasi","200","1777,4","1668,72","1846,84","1846,84|1816,66|1668,72","159552","http://localhost/yalova-kamera/admin/muhasebe/faturalar/giden-iade-faturalari",
"74","personel-takip","admin/personel-takip/tanimlar/gorevler","filament.admin.personel-takip.resources.tanimlar.gorevler.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\ListPersonelGorevleri","200","1776,84","1734,85","1831,09","1831,09|1764,57|1734,85","229786","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler",
"75","muhasebe","admin/muhasebe/faturalar/iptal-faturalar","filament.admin.muhasebe.pages.faturalar.iptal-faturalar","App\Filament\Clusters\Muhasebe\Pages\IptalFatura","200","1776,34","1642,37","1949,04","1737,6|1949,04|1642,37","158808","http://localhost/yalova-kamera/admin/muhasebe/faturalar/iptal-faturalar",
"76","muhasebe","admin/muhasebe/satis/kasa-satis","filament.admin.muhasebe.pages.satis.kasa-satis","App\Filament\Clusters\Muhasebe\Pages\KasaSatis","200","1775,96","1676,16","1967,95","1676,16|1967,95|1683,78","165098","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-hareketleri",
"77","web","admin/web/web-ayarlar/web-genel-ayarlar","filament.admin.web.pages.web-ayarlar.web-genel-ayarlar","App\Filament\Clusters\Web\Pages\WebGenelAyarlar","200","1775,16","1712,59","1890","1890|1712,59|1722,9","240430","http://localhost/yalova-kamera/admin/web/web-ayarlar/web-genel-ayarlar",
"78","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","1774,19","1739,23","1817,71","1817,71|1765,63|1739,23","253374","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"79","teklif-yonetimi","admin/teklif-yonetimi/sablonlar","filament.admin.teklif-yonetimi.resources.sablonlar.index","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\ListTeklifSablonlari","200","1774,02","1678,85","1916,42","1916,42|1726,79|1678,85","140682","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar",
"80","muhasebe","admin/muhasebe/tanimlar/logo-turleri","filament.admin.muhasebe.resources.tanimlar.logo-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri","200","1772,7","1651","1978,51","1651|1978,51|1688,59","160789","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri",
"81","muhasebe","admin/muhasebe/tanimlar/marka-ureticileri","filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\ListMuhasebeMarkaUreticileri","200","1772,1","1658,77","1950,15","1707,39|1950,15|1658,77","160847","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/marka-ureticileri",
"82","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/tamamlanan-dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.tamamlanan_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariTamamlananDisServisSayfasi","200","1771,83","1664,41","1978,45","1664,41|1978,45|1672,63","146008","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/tamamlanan-dis-servis",
"83","restoran","admin/restoran/qr-menu/receteler","filament.admin.restoran.resources.qr-menu.receteler.index","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\ListRestoranReceteleri","200","1771,67","1678,02","1905,03","1731,97|1678,02|1905,03","166949","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler",
