"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","web","admin/web/urunler/urun-listesi/9/edit","admin/web/urunler/urun-listesi/{record}/edit","filament.admin.web.resources.urunler.urun-listesi.edit","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\EditUrun","App\Models\Muhasebe\StokKarti","9","200","651,15","621,84","688,41","621,84|688,41|643,22","396038","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/9/edit",
"2","muhasebe","admin/muhasebe/fatura-kaynagis/1/edit","admin/muhasebe/fatura-kaynagis/{record}/edit","filament.admin.muhasebe.resources.fatura-kaynagis.edit","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\EditFatura","App\Models\Muhasebe\Fatura","1","200","616,54","572,68","675,54","601,38|675,54|572,68","337087","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1/edit",
"3","muhasebe","admin/muhasebe/stok/stok-listesi/1","admin/muhasebe/stok/stok-listesi/{record}","filament.admin.muhasebe.resources.stok.stok-listesi.view","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ViewStokKarti","App\Models\Muhasebe\StokKarti","1","200","559,51","543,96","586,85","547,71|586,85|543,96","248082","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/1",
"4","muhasebe","admin/muhasebe/fatura-kaynagis/1","admin/muhasebe/fatura-kaynagis/{record}","filament.admin.muhasebe.resources.fatura-kaynagis.view","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\ViewFatura","App\Models\Muhasebe\Fatura","1","200","551,13","472,74","593,12","593,12|587,54|472,74","228848","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1",
"5","muhasebe","admin/muhasebe/stok/stok-listesi/1/edit","admin/muhasebe/stok/stok-listesi/{record}/edit","filament.admin.muhasebe.resources.stok.stok-listesi.edit","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\EditStokKarti","App\Models\Muhasebe\StokKarti","1","200","543,92","492,37","580,42","558,98|580,42|492,37","253206","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/1/edit",
"6","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/1/edit","admin/firma-ici-kullanicilar/{record}/edit","filament.admin.resources.firma-ici-kullanicilar.edit","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciDuzenle","App\Models\FirmaKullanici","1","200","518,75","394,95","650,1","650,1|511,19|394,95","165132","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/1/edit",
"7","teknik-servis","admin/teknik-servis/servis-kayitlari/1/duzenle","admin/teknik-servis/servis-kayitlari/{record}/duzenle","filament.admin.teknik-servis.resources.servis-kayitlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiDuzenle","App\Models\TeknikServis\TeknikServisKaydi","1","200","517,01","510,82","521,97","518,23|521,97|510,82","297607","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1/duzenle",
"8","web","admin/web/urunler/urun-listesi/9","admin/web/urunler/urun-listesi/{record}","filament.admin.web.resources.urunler.urun-listesi.view","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ViewUrun","App\Models\Muhasebe\StokKarti","9","200","509,73","498,69","528,24","528,24|502,28|498,69","260778","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/9",
"9","muhasebe","admin/muhasebe/finans/banka-hesaplari/1","admin/muhasebe/finans/banka-hesaplari/{record}","filament.admin.muhasebe.resources.finans.banka-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ViewBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","464,82","388,87","520,66","520,66|484,92|388,87","165297","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1",
"10","personel-takip","admin/personel-takip/personeller/1/edit","admin/personel-takip/personeller/{record}/edit","filament.admin.personel-takip.resources.personeller.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\EditPersonel","App\Models\Personel\Personel","1","200","456,81","448,93","464,82","464,82|448,93|456,68","222831","http://localhost/yalova-kamera/admin/personel-takip/personeller/1/edit",
"11","teknik-servis","admin/teknik-servis/servis-kayitlari/1","admin/teknik-servis/servis-kayitlari/{record}","filament.admin.teknik-servis.resources.servis-kayitlari.view","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiGoruntule","App\Models\TeknikServis\TeknikServisKaydi","1","200","456,12","437,44","472,51","472,51|458,4|437,44","205232","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1",
"12","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1/edit","admin/muhasebe/cari-yonetimi/cariler/{record}/edit","filament.admin.muhasebe.resources.cari-yonetimi.cariler.edit","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\EditCari","App\Models\Muhasebe\Cari","1","200","443,4","431,95","453,48","431,95|444,78|453,48","212195","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1/edit",
"13","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","442,06","425,42","455,62","425,42|445,16|455,62","220933","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"14","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","416,93","409,37","423,04","418,39|409,37|423,04","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"15","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","415,31","349,35","452,46","452,46|444,12|349,35","127128","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
