"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"11","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/1/edit","admin/firma-ici-kullanicilar/{record}/edit","filament.admin.resources.firma-ici-kullanicilar.edit","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciDuzenle","App\Models\FirmaKullanici","1","200","497,98","382,87","630,45","630,45|480,63|382,87","165132","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/1/edit",
"12","restoran","admin/restoran/adisyonlar/2/edit","admin/restoran/adisyonlar/{record}/edit","filament.admin.restoran.resources.adisyonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\EditRestoranAdisyon","App\Models\Restoran\RestoranAdisyonu","2","200","488,69","406,57","538,9","538,9|520,6|406,57","204319","http://localhost/yalova-kamera/admin/restoran/adisyonlar/2/edit",
"13","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1/edit","admin/muhasebe/cari-yonetimi/cariler/{record}/edit","filament.admin.muhasebe.resources.cari-yonetimi.cariler.edit","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\EditCari","App\Models\Muhasebe\Cari","1","200","472,77","433,88","494,13","433,88|494,13|490,29","212195","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1/edit",
"14","personel-takip","admin/personel-takip/giris-cikis/2/edit","admin/personel-takip/giris-cikis/{record}/edit","filament.admin.personel-takip.resources.giris-cikis.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\EditPersonelGirisCikis","App\Models\Personel\PersonelGirisCikisi","2","200","465,29","388,87","522,99","522,99|484,02|388,87","181606","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis/2/edit",
"15","personel-takip","admin/personel-takip/maas-donemleri/2/edit","admin/personel-takip/maas-donemleri/{record}/edit","filament.admin.personel-takip.resources.maas-donemleri.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\EditPersonelMaasDonemi","App\Models\Personel\PersonelMaasDonemi","2","200","456,94","385,87","507,09","507,09|477,87|385,87","163246","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri/2/edit",
"16","muhasebe","admin/muhasebe/finans/banka-hesaplari/1","admin/muhasebe/finans/banka-hesaplari/{record}","filament.admin.muhasebe.resources.finans.banka-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ViewBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","453,53","382,31","502,82","502,82|475,46|382,31","165297","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1",
"17","personel-takip","admin/personel-takip/avanslar/2/edit","admin/personel-takip/avanslar/{record}/edit","filament.admin.personel-takip.resources.avanslar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\EditPersonelAvans","App\Models\Personel\PersonelAvansi","2","200","453,43","390,55","494,03","494,03|475,72|390,55","163876","http://localhost/yalova-kamera/admin/personel-takip/avanslar/2/edit",
"18","sistem-firmalar","admin/sistem-firmalar/1/edit","admin/sistem-firmalar/{record}/edit","filament.admin.resources.sistem-firmalar.edit","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaDuzenle","App\Models\Firma","1","200","450,89","363,85","499,58","499,58|489,23|363,85","158601","http://localhost/yalova-kamera/admin/sistem-firmalar/1/edit",
"19","personel-takip","admin/personel-takip/izinler/2/edit","admin/personel-takip/izinler/{record}/edit","filament.admin.personel-takip.resources.izinler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\EditPersonelIzin","App\Models\Personel\PersonelIzni","2","200","448,95","370,1","488,44","488,44|488,3|370,1","165208","http://localhost/yalova-kamera/admin/personel-takip/izinler/2/edit",
"20","personel-takip","admin/personel-takip/vardiyalar/2/edit","admin/personel-takip/vardiyalar/{record}/edit","filament.admin.personel-takip.resources.vardiyalar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\EditPersonelVardiya","App\Models\Personel\PersonelVardiyasi","2","200","448,73","364,9","511,35","511,35|469,95|364,9","166151","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar/2/edit",
"21","teklif-yonetimi","admin/teklif-yonetimi/teklifler/2/edit","admin/teklif-yonetimi/teklifler/{record}/edit","filament.admin.teklif-yonetimi.resources.teklifler.edit","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\EditTeklif","App\Models\Muhasebe\Teklif","2","200","447,57","441,41","451,22","441,41|451,22|450,1","225097","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/2/edit",
"22","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/18/edit","admin/teklif-yonetimi/sablonlar/{record}/edit","filament.admin.teklif-yonetimi.resources.sablonlar.edit","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\EditTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","18","200","445,37","366,37","491,55","491,55|478,21|366,37","169317","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/18/edit",
"23","restoran","admin/restoran/masalar/2/edit","admin/restoran/masalar/{record}/edit","filament.admin.restoran.resources.masalar.edit","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\EditRestoranMasa","App\Models\Restoran\RestoranMasasi","2","200","443,9","381,11","498,46","498,46|452,13|381,11","161702","http://localhost/yalova-kamera/admin/restoran/masalar/2/edit",
"24","restoran","admin/restoran/adisyon-kalemleri/2/edit","admin/restoran/adisyon-kalemleri/{record}/edit","filament.admin.restoran.resources.adisyon-kalemleri.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\EditRestoranAdisyonKalemi","App\Models\Restoran\RestoranAdisyonKalemi","2","200","441,73","369","501,49","501,49|454,71|369","168317","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/2/edit",
"25","restoran","admin/restoran/tanimlar/salonlar/2/edit","admin/restoran/tanimlar/salonlar/{record}/edit","filament.admin.restoran.resources.tanimlar.salonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\EditRestoranSalon","App\Models\Restoran\RestoranSalonu","2","200","440","384,36","495,26","495,26|440,36|384,36","145706","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/2/edit",
"26","web","admin/web/urunler/urun-kategorileri/1/edit","admin/web/urunler/urun-kategorileri/{record}/edit","filament.admin.web.resources.urunler.urun-kategorileri.edit","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\EditUrunKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","439,51","361,56","485,94","471,03|485,94|361,56","154875","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri/1/edit",
"27","sistem-roller","admin/sistem-roller/1","admin/sistem-roller/{record}","filament.admin.resources.sistem-roller.view","App\Filament\Resources\RoleResource\Pages\ViewRole","App\Models\Rol","1","200","433,77","349,02","486,3","486,3|465,99|349,02","138228","http://localhost/yalova-kamera/admin/sistem-roller/1",
"28","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","432,11","426,29","438,09","426,29|438,09|431,94","220933","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"29","restoran","admin/restoran/qr-menu/kategoriler/2/edit","admin/restoran/qr-menu/kategoriler/{record}/edit","filament.admin.restoran.resources.qr-menu.kategoriler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\EditRestoranMenuKategori","App\Models\Restoran\RestoranMenuKategorisi","2","200","428,87","340,66","481,02","481,02|464,94|340,66","145795","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/2/edit",
"30","sistem-planlar","admin/sistem-planlar/1/edit","admin/sistem-planlar/{record}/edit","filament.admin.resources.sistem-planlar.edit","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanDuzenle","App\Models\Plan","1","200","427,71","355,23","487,7","487,7|440,2|355,23","144826","http://localhost/yalova-kamera/admin/sistem-planlar/1/edit",
"31","muhasebe","admin/muhasebe/stok/stok-kategorileri/1/edit","admin/muhasebe/stok/stok-kategorileri/{record}/edit","filament.admin.muhasebe.resources.stok.stok-kategorileri.edit","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\EditStokKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","426,42","361,18","464,28","464,28|453,79|361,18","154861","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/1/edit",
"32","personel-takip","admin/personel-takip/tanimlar/departmanlar/1/edit","admin/personel-takip/tanimlar/departmanlar/{record}/edit","filament.admin.personel-takip.resources.tanimlar.departmanlar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\EditPersonelDepartman","App\Models\Personel\PersonelDepartmani","1","200","420,96","353,99","458,68","458,68|450,2|353,99","145821","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar/1/edit",
"33","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","417,51","336,06","475,49","475,49|440,98|336,06","137092","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"34","muhasebe","admin/muhasebe/tanimlar/birimler/1/edit","admin/muhasebe/tanimlar/birimler/{record}/edit","filament.admin.muhasebe.resources.tanimlar.birimler.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\EditBirim","App\Models\Muhasebe\Birim","1","200","414,58","354,74","463,16","463,16|425,84|354,74","137679","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler/1/edit",
"35","sistem-kullanicilar","admin/sistem-kullanicilar/1","admin/sistem-kullanicilar/{record}","filament.admin.resources.sistem-kullanicilar.view","App\Filament\Resources\UserResource\Pages\ViewUser","App\Models\User","1","200","413,69","333,02","455,66","455,66|452,4|333,02","133841","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1",
"36","sistem-moduller","admin/sistem-moduller/1/edit","admin/sistem-moduller/{record}/edit","filament.admin.resources.sistem-moduller.edit","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulDuzenle","App\Models\Modul","1","200","413,16","342,97","454,56","454,56|441,97|342,97","133887","http://localhost/yalova-kamera/admin/sistem-moduller/1/edit",
"37","restoran","admin/restoran/qr-menu/receteler/3/edit","admin/restoran/qr-menu/receteler/{record}/edit","filament.admin.restoran.resources.qr-menu.receteler.edit","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\EditRestoranRecete","App\Models\Restoran\RestoranRecetesi","3","200","412,83","369,14","495,37","495,37|373,97|369,14","151948","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/3/edit",
"38","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","412,09","411,27","413,56","411,44|413,56|411,27","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"39","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar/1/edit","admin/teknik-servis/tanimlar/aksesuarlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\EditTeknikServisAksesuar","App\Models\TeknikServis\TeknikServisAksesuarTanimi","1","200","408,47","356,48","442,46","442,46|426,47|356,48","141748","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar/1/edit",
"40","siparisler","admin/siparisler/2/duzenle","admin/siparisler/{record}/duzenle","filament.admin.resources.siparisler.edit","App\Filament\Resources\SiparisKaynagi\Pages\EditSiparis","App\Models\Ecommerce\Siparis","2","200","406,65","397,98","421,04","421,04|400,94|397,98","181609","http://localhost/yalova-kamera/admin/siparisler/2/duzenle",
"41","restoran","admin/restoran/qr-menu/urunler/4/edit","admin/restoran/qr-menu/urunler/{record}/edit","filament.admin.restoran.resources.qr-menu.urunler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\EditRestoranMenuUrun","App\Models\Restoran\RestoranMenuUrunu","4","200","406,24","378,23","457,38","457,38|378,23|383,12","167438","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/4/edit",
"42","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","405,54","330,43","444,06","444,06|442,13|330,43","127128","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
"43","muhasebe","admin/muhasebe/finans/banka-hesaplari/1/edit","admin/muhasebe/finans/banka-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.banka-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\EditBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","392,14","385,63","399,21","399,21|385,63|391,57","175497","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1/edit",
"44","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","391,82","376,92","402,26","402,26|376,92|396,27","163675","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"45","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/2/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","2","200","389,79","374,29","399,01","396,09|399,01|374,29","175718","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/2/edit",
"46","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","379,56","364,07","394,14","394,14|380,48|364,07","156353","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"47","teklif-yonetimi","admin/teklif-yonetimi/teklifler/2","admin/teklif-yonetimi/teklifler/{record}","filament.admin.teklif-yonetimi.resources.teklifler.view","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\ViewTeklif","App\Models\Muhasebe\Teklif","2","200","373,99","358,08","395,78","368,11|395,78|358,08","145979","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/2",
"48","muhasebe","admin/muhasebe/tanimlar/tasarimlar/2/edit","admin/muhasebe/tanimlar/tasarimlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.tasarimlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\EditMuhasebeTasarim","App\Models\Muhasebe\MuhasebeTasarim","2","200","364,14","347,93","388,14","347,93|356,35|388,14","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/tasarimlar/2/edit",
"49","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","362,45","354,88","370,29","370,29|354,88|362,18","153425","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"50","personel-takip","admin/personel-takip/tanimlar/gorevler/1/edit","admin/personel-takip/tanimlar/gorevler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.gorevler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\EditPersonelGorev","App\Models\Personel\PersonelGorevi","1","200","362,33","351,15","376,9","351,15|358,95|376,9","154115","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler/1/edit",
"51","muhasebe","admin/muhasebe/tanimlar/markalar/1/edit","admin/muhasebe/tanimlar/markalar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.markalar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\EditMuhasebeMarka","App\Models\Muhasebe\MuhasebeMarka","1","200","361,82","357,49","364,03","357,49|363,94|364,03","143354","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar/1/edit",
"52","muhasebe","admin/muhasebe/tanimlar/para-birimleri/1/edit","admin/muhasebe/tanimlar/para-birimleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.para-birimleri.edit","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\EditParaBirimi","App\Models\Muhasebe\ParaBirimi","1","200","359,18","342,2","392,28","392,28|342,2|343,06","137756","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/1/edit",
"53","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","358,85","353,68","363,4","359,46|353,68|363,4","141226","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"54","muhasebe","admin/muhasebe/tanimlar/varyantlar/2/edit","admin/muhasebe/tanimlar/varyantlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.varyantlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\EditMuhasebeVaryant","App\Models\Muhasebe\MuhasebeVaryant","2","200","358,58","355,54","364,4","355,8|364,4|355,54","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar/2/edit",
"55","muhasebe","admin/muhasebe/tanimlar/stok-modelleri/2/edit","admin/muhasebe/tanimlar/stok-modelleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.stok-modelleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\EditMuhasebeStokModeli","App\Models\Muhasebe\MuhasebeStokModeli","2","200","357,35","342,2","380,43","380,43|342,2|349,42","149085","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/stok-modelleri/2/edit",
"56","muhasebe","admin/muhasebe/tanimlar/malzeme-turleri/2/edit","admin/muhasebe/tanimlar/malzeme-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\EditMuhasebeMalzemeTuru","App\Models\Muhasebe\MuhasebeMalzemeTuru","2","200","355,45","343,69","366,31","366,31|356,36|343,69","143457","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/malzeme-turleri/2/edit",
"57","muhasebe","admin/muhasebe/tanimlar/logo-turleri/2/edit","admin/muhasebe/tanimlar/logo-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.logo-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\EditMuhasebeLogoTuru","App\Models\Muhasebe\MuhasebeLogoTuru","2","200","354,72","352,35","356,84","352,35|354,97|356,84","143412","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri/2/edit",
"58","muhasebe","admin/muhasebe/tanimlar/cari-gruplari/2/edit","admin/muhasebe/tanimlar/cari-gruplari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.cari-gruplari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\EditCariGrubu","App\Models\Muhasebe\CariGrubu","2","200","353,67","345,55","358,15","357,31|345,55|358,15","143401","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/cari-gruplari/2/edit",
"59","muhasebe","admin/muhasebe/tanimlar/marka-ureticileri/2/edit","admin/muhasebe/tanimlar/marka-ureticileri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\EditMuhasebeMarkaUretici","App\Models\Muhasebe\MuhasebeMarkaUretici","2","200","352,45","338,99","366,96","366,96|351,39|338,99","143480","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/marka-ureticileri/2/edit",
"60","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","351,92","344,62","365,56","365,56|344,62|345,57","143432","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"61","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","351,82","348,43","353,62","348,43|353,62|353,42","143018","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"62","teknik-servis","admin/teknik-servis/tanimlar/arizalar/1/edit","admin/teknik-servis/tanimlar/arizalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.arizalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\EditTeknikServisArizasi","App\Models\TeknikServis\TeknikServisArizaTanimi","1","200","350,64","342,1","361,83","342,1|347,97|361,83","148773","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar/1/edit",
"63","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","350,57","344,68","359,96","359,96|347,07|344,68","147137","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
