"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"11","siparisler","admin/siparisler/1/duzenle","admin/siparisler/{record}/duzenle","filament.admin.resources.siparisler.edit","App\Filament\Resources\SiparisKaynagi\Pages\EditSiparis","App\Models\Ecommerce\Siparis","1","200","498,82","463,16","521,26","521,26|512,04|463,16","181609","http://localhost/yalova-kamera/admin/siparisler/1/duzenle",
"12","restoran","admin/restoran/adisyonlar/1/edit","admin/restoran/adisyonlar/{record}/edit","filament.admin.restoran.resources.adisyonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\EditRestoranAdisyon","App\Models\Restoran\RestoranAdisyonu","1","200","497,63","416,73","569,7","569,7|506,45|416,73","204319","http://localhost/yalova-kamera/admin/restoran/adisyonlar/1/edit",
"13","personel-takip","admin/personel-takip/giris-cikis/1/edit","admin/personel-takip/giris-cikis/{record}/edit","filament.admin.personel-takip.resources.giris-cikis.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\EditPersonelGirisCikis","App\Models\Personel\PersonelGirisCikisi","1","200","477,93","413,83","514,83","514,83|505,14|413,83","181606","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis/1/edit",
"14","personel-takip","admin/personel-takip/vardiyalar/1/edit","admin/personel-takip/vardiyalar/{record}/edit","filament.admin.personel-takip.resources.vardiyalar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\EditPersonelVardiya","App\Models\Personel\PersonelVardiyasi","1","200","473,17","382,2","546,14","546,14|491,19|382,2","166151","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar/1/edit",
"15","muhasebe","admin/muhasebe/finans/banka-hesaplari/1","admin/muhasebe/finans/banka-hesaplari/{record}","filament.admin.muhasebe.resources.finans.banka-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ViewBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","469","397,5","505,07","504,43|505,07|397,5","165297","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1",
"16","sistem-firmalar","admin/sistem-firmalar/1/edit","admin/sistem-firmalar/{record}/edit","filament.admin.resources.sistem-firmalar.edit","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaDuzenle","App\Models\Firma","1","200","468,07","364,75","561,16","561,16|478,28|364,75","158601","http://localhost/yalova-kamera/admin/sistem-firmalar/1/edit",
"17","teklif-yonetimi","admin/teklif-yonetimi/teklifler/1","admin/teklif-yonetimi/teklifler/{record}","filament.admin.teklif-yonetimi.resources.teklifler.view","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\ViewTeklif","App\Models\Muhasebe\Teklif","1","200","461,96","378,19","622,17","622,17|385,51|378,19","145979","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/1",
"18","personel-takip","admin/personel-takip/maas-donemleri/1/edit","admin/personel-takip/maas-donemleri/{record}/edit","filament.admin.personel-takip.resources.maas-donemleri.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\EditPersonelMaasDonemi","App\Models\Personel\PersonelMaasDonemi","1","200","459,37","385,86","496,59","496,59|495,65|385,86","163246","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri/1/edit",
"19","personel-takip","admin/personel-takip/izinler/1/edit","admin/personel-takip/izinler/{record}/edit","filament.admin.personel-takip.resources.izinler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\EditPersonelIzin","App\Models\Personel\PersonelIzni","1","200","454,33","386,37","496,29","480,32|496,29|386,37","165208","http://localhost/yalova-kamera/admin/personel-takip/izinler/1/edit",
"20","teklif-yonetimi","admin/teklif-yonetimi/teklifler/1/edit","admin/teklif-yonetimi/teklifler/{record}/edit","filament.admin.teklif-yonetimi.resources.teklifler.edit","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\EditTeklif","App\Models\Muhasebe\Teklif","1","200","453,54","438,06","468,84","468,84|453,71|438,06","225097","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/1/edit",
"21","personel-takip","admin/personel-takip/avanslar/1/edit","admin/personel-takip/avanslar/{record}/edit","filament.admin.personel-takip.resources.avanslar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\EditPersonelAvans","App\Models\Personel\PersonelAvansi","1","200","451,98","378,09","507,65","507,65|470,2|378,09","163876","http://localhost/yalova-kamera/admin/personel-takip/avanslar/1/edit",
"22","muhasebe","admin/muhasebe/stok/stok-kategorileri/1/edit","admin/muhasebe/stok/stok-kategorileri/{record}/edit","filament.admin.muhasebe.resources.stok.stok-kategorileri.edit","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\EditStokKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","449,1","355,92","516,09","516,09|475,3|355,92","154861","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri/1/edit",
"23","muhasebe","admin/muhasebe/tanimlar/birimler/1/edit","admin/muhasebe/tanimlar/birimler/{record}/edit","filament.admin.muhasebe.resources.tanimlar.birimler.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\EditBirim","App\Models\Muhasebe\Birim","1","200","442,81","375,78","489,1","489,1|463,55|375,78","137679","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler/1/edit",
"24","restoran","admin/restoran/masalar/1/edit","admin/restoran/masalar/{record}/edit","filament.admin.restoran.resources.masalar.edit","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\EditRestoranMasa","App\Models\Restoran\RestoranMasasi","1","200","442,68","360,66","497,26","497,26|470,12|360,66","161702","http://localhost/yalova-kamera/admin/restoran/masalar/1/edit",
"25","restoran","admin/restoran/adisyon-kalemleri/1/edit","admin/restoran/adisyon-kalemleri/{record}/edit","filament.admin.restoran.resources.adisyon-kalemleri.edit","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\EditRestoranAdisyonKalemi","App\Models\Restoran\RestoranAdisyonKalemi","1","200","440,6","367,02","498,82","498,82|455,96|367,02","168317","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/1/edit",
"26","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/9/edit","admin/teklif-yonetimi/sablonlar/{record}/edit","filament.admin.teklif-yonetimi.resources.sablonlar.edit","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\EditTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","9","200","438,64","364,88","487,7","487,7|463,34|364,88","169307","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/9/edit",
"27","restoran","admin/restoran/tanimlar/salonlar/1/edit","admin/restoran/tanimlar/salonlar/{record}/edit","filament.admin.restoran.resources.tanimlar.salonlar.edit","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\EditRestoranSalon","App\Models\Restoran\RestoranSalonu","1","200","438,47","369,87","483,62","483,62|461,91|369,87","145706","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/1/edit",
"28","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1/edit","admin/muhasebe/cari-yonetimi/cariler/{record}/edit","filament.admin.muhasebe.resources.cari-yonetimi.cariler.edit","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\EditCari","App\Models\Muhasebe\Cari","1","200","437,65","420,67","462,03","462,03|420,67|430,24","212195","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1/edit",
"29","personel-takip","admin/personel-takip/tanimlar/departmanlar/1/edit","admin/personel-takip/tanimlar/departmanlar/{record}/edit","filament.admin.personel-takip.resources.tanimlar.departmanlar.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\EditPersonelDepartman","App\Models\Personel\PersonelDepartmani","1","200","435,21","346,12","481,46","481,46|478,05|346,12","145821","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar/1/edit",
"30","web","admin/web/urunler/urun-kategorileri/1/edit","admin/web/urunler/urun-kategorileri/{record}/edit","filament.admin.web.resources.urunler.urun-kategorileri.edit","App\Filament\Clusters\Web\Resources\UrunKategoriKaynagi\Pages\EditUrunKategorisi","App\Models\Muhasebe\StokKategorisi","1","200","434,84","360,47","485,71","485,71|458,34|360,47","154875","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri/1/edit",
"31","sistem-roller","admin/sistem-roller/1","admin/sistem-roller/{record}","filament.admin.resources.sistem-roller.view","App\Filament\Resources\RoleResource\Pages\ViewRole","App\Models\Rol","1","200","432,57","381,57","463,64","452,51|463,64|381,57","138228","http://localhost/yalova-kamera/admin/sistem-roller/1",
"32","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","429,51","425,24","434,54","428,76|434,54|425,24","220933","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"33","sistem-planlar","admin/sistem-planlar/1/edit","admin/sistem-planlar/{record}/edit","filament.admin.resources.sistem-planlar.edit","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanDuzenle","App\Models\Plan","1","200","426,43","352,13","482,75","482,75|444,4|352,13","144826","http://localhost/yalova-kamera/admin/sistem-planlar/1/edit",
"34","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","426,27","408,01","435,94","434,87|408,01|435,94","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"35","restoran","admin/restoran/qr-menu/kategoriler/1/edit","admin/restoran/qr-menu/kategoriler/{record}/edit","filament.admin.restoran.resources.qr-menu.kategoriler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\EditRestoranMenuKategori","App\Models\Restoran\RestoranMenuKategorisi","1","200","425,43","347,36","494,94","494,94|433,98|347,36","145795","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/1/edit",
"36","siparisler","admin/siparisler/1","admin/siparisler/{record}","filament.admin.resources.siparisler.view","App\Filament\Resources\SiparisKaynagi\Pages\ViewSiparis","App\Models\Ecommerce\Siparis","1","500","417,49","387,38","449,1","449,1|415,98|387,38","0","http://localhost/yalova-kamera/admin/siparisler/1","Uzak sunucu hata döndürdü: (500) İç Sunucu Hatası."
"37","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","416,68","335,34","482,55","482,55|432,14|335,34","137092","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"38","muhasebe","admin/muhasebe/cari-yonetimi/cariler/1","admin/muhasebe/cari-yonetimi/cariler/{record}","filament.admin.muhasebe.resources.cari-yonetimi.cariler.view","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ViewCari","App\Models\Muhasebe\Cari","1","200","415,49","329,93","463,63","463,63|452,93|329,93","127128","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/1",
"39","sistem-moduller","admin/sistem-moduller/1/edit","admin/sistem-moduller/{record}/edit","filament.admin.resources.sistem-moduller.edit","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulDuzenle","App\Models\Modul","1","200","415,45","342,7","458,56","445,09|458,56|342,7","133887","http://localhost/yalova-kamera/admin/sistem-moduller/1/edit",
"40","restoran","admin/restoran/qr-menu/receteler/2/edit","admin/restoran/qr-menu/receteler/{record}/edit","filament.admin.restoran.resources.qr-menu.receteler.edit","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\EditRestoranRecete","App\Models\Restoran\RestoranRecetesi","2","200","413,54","366,23","496,19","496,19|378,22|366,23","151948","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/2/edit",
"41","sistem-kullanicilar","admin/sistem-kullanicilar/1","admin/sistem-kullanicilar/{record}","filament.admin.resources.sistem-kullanicilar.view","App\Filament\Resources\UserResource\Pages\ViewUser","App\Models\User","1","200","412,83","328,94","471,73","471,73|437,83|328,94","133841","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1",
"42","restoran","admin/restoran/qr-menu/urunler/3/edit","admin/restoran/qr-menu/urunler/{record}/edit","filament.admin.restoran.resources.qr-menu.urunler.edit","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\EditRestoranMenuUrun","App\Models\Restoran\RestoranMenuUrunu","3","200","405,66","370,45","463,39","463,39|370,45|383,15","167438","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/3/edit",
"43","teknik-servis","admin/teknik-servis/tanimlar/aksesuarlar/1/edit","admin/teknik-servis/tanimlar/aksesuarlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.aksesuarlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisAksesuarKaynagi\Pages\EditTeknikServisAksesuar","App\Models\TeknikServis\TeknikServisAksesuarTanimi","1","200","405,41","337,61","460,07","460,07|418,55|337,61","141748","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/aksesuarlar/1/edit",
"44","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/2/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","2","200","392,28","388,82","398,27","398,27|389,76|388,82","175718","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/2/edit",
"45","muhasebe","admin/muhasebe/finans/banka-hesaplari/1/edit","admin/muhasebe/finans/banka-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.banka-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\EditBankaHesabi","App\Models\Muhasebe\BankaHesabi","1","200","389,33","385,02","395,06","385,02|387,92|395,06","175497","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari/1/edit",
"46","personel-takip","admin/personel-takip/tanimlar/gorevler/1/edit","admin/personel-takip/tanimlar/gorevler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.gorevler.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelGorevKaynagi\Pages\EditPersonelGorev","App\Models\Personel\PersonelGorevi","1","200","383,98","375,01","393,16","393,16|383,76|375,01","154115","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/gorevler/1/edit",
"47","muhasebe","admin/muhasebe/tanimlar/varyantlar/1/edit","admin/muhasebe/tanimlar/varyantlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.varyantlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\EditMuhasebeVaryant","App\Models\Muhasebe\MuhasebeVaryant","1","200","380,12","349,41","439,26","439,26|349,41|351,69","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar/1/edit",
"48","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","376","369,93","379,09","379,09|378,97|369,93","163675","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"49","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","372,76","359,49","383,79","383,79|359,49|374,98","156353","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"50","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","369,83","358,42","379,33","371,75|379,33|358,42","153425","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"51","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","367,21","356,03","386,76","356,03|358,86|386,76","147137","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
"52","muhasebe","admin/muhasebe/tanimlar/tasarimlar/1/edit","admin/muhasebe/tanimlar/tasarimlar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.tasarimlar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\EditMuhasebeTasarim","App\Models\Muhasebe\MuhasebeTasarim","1","200","364,22","346,12","398,49","348,04|346,12|398,49","143383","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/tasarimlar/1/edit",
"53","muhasebe","admin/muhasebe/tanimlar/cari-gruplari/1/edit","admin/muhasebe/tanimlar/cari-gruplari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.cari-gruplari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\CariGrubuTanimKaynagi\Pages\EditCariGrubu","App\Models\Muhasebe\CariGrubu","1","200","356,91","347,15","373,91","373,91|347,15|349,67","143401","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/cari-gruplari/1/edit",
"54","muhasebe","admin/muhasebe/tanimlar/stok-modelleri/1/edit","admin/muhasebe/tanimlar/stok-modelleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.stok-modelleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeStokModeliTanimKaynagi\Pages\EditMuhasebeStokModeli","App\Models\Muhasebe\MuhasebeStokModeli","1","200","349,9","346,28","355,27","346,28|348,14|355,27","149085","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/stok-modelleri/1/edit",
"55","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","349,6","335,56","359,52","353,7|359,52|335,56","141226","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"56","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","349,18","345,03","351,28","351,22|345,03|351,28","143432","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"57","teknik-servis","admin/teknik-servis/tanimlar/cihazlar/1/edit","admin/teknik-servis/tanimlar/cihazlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.cihazlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisCihazKaynagi\Pages\EditTeknikServisCihazi","App\Models\TeknikServis\TeknikServisCihazTanimi","1","200","348,57","330,52","360,93","360,93|354,25|330,52","141723","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/cihazlar/1/edit",
"58","muhasebe","admin/muhasebe/tanimlar/logo-turleri/1/edit","admin/muhasebe/tanimlar/logo-turleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.logo-turleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\EditMuhasebeLogoTuru","App\Models\Muhasebe\MuhasebeLogoTuru","1","200","348,33","336,39","362,5","336,39|346,11|362,5","143412","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri/1/edit",
"59","muhasebe","admin/muhasebe/tanimlar/marka-ureticileri/1/edit","admin/muhasebe/tanimlar/marka-ureticileri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.marka-ureticileri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaUreticiTanimKaynagi\Pages\EditMuhasebeMarkaUretici","App\Models\Muhasebe\MuhasebeMarkaUretici","1","200","347,48","335,44","371,09","371,09|335,91|335,44","143480","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/marka-ureticileri/1/edit",
"60","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","346,99","341,91","351,8","351,8|347,25|341,91","143018","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"61","muhasebe","admin/muhasebe/tanimlar/odeme-yontemleri/1/edit","admin/muhasebe/tanimlar/odeme-yontemleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.odeme-yontemleri.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\OdemeYontemiTanimKaynagi\Pages\EditOdemeYontemi","App\Models\Muhasebe\MuhasebeOdemeYontemi","1","200","346,74","340,05","350,15","340,05|350,15|350,02","143454","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/odeme-yontemleri/1/edit",
"62","teknik-servis","admin/teknik-servis/tanimlar/servis-durumlari/7/edit","admin/teknik-servis/tanimlar/servis-durumlari/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\EditTeknikServisDurumu","App\Models\TeknikServis\TeknikServisDurumTanimi","7","200","345,44","341,71","351,3","351,3|341,71|343,32","156619","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/servis-durumlari/7/edit",
"63","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/9/preview","admin/teklif-yonetimi/sablonlar/{record}/preview","filament.admin.teklif-yonetimi.resources.sablonlar.preview","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\PreviewTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","9","200","344,97","337,39","351,76","351,76|337,39|345,77","129694","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/9/preview",
