"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error","probe_app_ms","probe_query_count","probe_query_ms","probe_slowest_b64"
"1","muhasebe","admin/muhasebe/fatura-kaynagis/1/edit","admin/muhasebe/fatura-kaynagis/{record}/edit","filament.admin.muhasebe.resources.fatura-kaynagis.edit","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\EditFatura","App\Models\Muhasebe\Fatura","1","200","1234,64","1234,64","1234,64","1234.64","337075","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1/edit",,"950.8","9","6.86","W3sibXMiOjIuMzcsInNxbCI6InNlbGVjdCAqIGZyb20gYHVzZXJzYCB3aGVyZSBgaWRgID0gPyBhbmQgYHVzZXJzYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCBsaW1pdCAxIiwiYmluZGluZ3MiOlsiMjk5Il19LHsibXMiOjEuNTIsInNxbCI6InNlbGVjdCBga29kYCwgYG9yYW5gIGZyb20gYG11aGFzZWJlX3ZlcmdpX29yYW5sYXJpYCB3aGVyZSAoYG11aGFzZWJlX3ZlcmdpX29yYW5sYXJpYC5gZmlybWFfaWRgID0gPyBvciAoYG11aGFzZWJlX3ZlcmdpX29yYW5sYXJpYC5gZmlybWFfaWRgIGlzIG51bGwgYW5kIGBtdWhhc2ViZV92ZXJnaV9vcmFubGFyaWAuYGlzX3NhYml0YCA9ID8pKSBhbmQgYGFrdGlmX21pYCA9ID8gYW5kIGBtdWhhc2ViZV92ZXJnaV9vcmFubGFyaWAuYGRlbGV0ZWRfYXRgIGlzIG51bGwgb3JkZXIgYnkgYG9yYW5gIGFzYyIsImJpbmRpbmdzIjpbIjIiLCIxIiwiMSJdfSx7Im1zIjowLjY3LCJzcWwiOiJzZWxlY3QgYGtvZGAsIGBhZGAgZnJvbSBgbXVoYXNlYmVfYmlyaW1sZXJgIHdoZXJlIChgbXVoYXNlYmVfYmlyaW1sZXJgLmBmaXJtYV9pZGAgPSA/IG9yIChgbXVoYXNlYmVfYmlyaW1sZXJgLmBmaXJtYV9pZGAgaXMgbnVsbCBhbmQgYG11aGFzZWJlX2JpcmltbGVyYC5gaXNfc2FiaXRgID0gPykpIGFuZCBgYWt0aWZfbWlgID0gPyBhbmQgYG11aGFzZWJlX2JpcmltbGVyYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCBvcmRlciBieSBga29kYCBhc2MiLCJiaW5kaW5ncyI6WyIyIiwiMSIsIjEiXX0seyJtcyI6MC41NSwic3FsIjoic2VsZWN0IGBpZGAsIGBmaXJtYV9pZGAsIGBjYXJpX2lkYCwgYGJlbGdlX25vYCwgYGlyc2FsaXllX25vYCwgYHNlcmlgLCBgc2lyYV9ub2AsIGB0dXJgLCBgZHVydW1gLCBgZmF0dXJhX25vYCwgYG9kZW1lX2R1cnVtdWAsIGB0YXJpaGAsIGB2YWRlX3RhcmloaWAsIGBkb3Zpel9rdXJ1YCwgYGFyYV90b3BsYW1gLCBgdG9wbGFtX2luZGlyaW1gLCBga2R2X3RvcGxhbWAsIGB0ZXZraWZhdF9vcmFuaWAsIGBnZW5lbF90b3BsYW1gLCBgb2RlbmVjZWtfdHV0YXJgLCBgb2RlbmRpX3R1dGFyaWAsIGBhY2lrX3R1dGFyYCwgYGdlbmVsX2luZGlyaW1fdHV0YXJpYCwgYGtkdl9kYWhpbF9maXlhdGxhbmRpcm1hX21pYCwgYGJhZ2xpX2ZhdHVyYV9pZGAsIGBwYXJhX2JpcmltaWAsIGBhY2lrbGFtYWAsIGBub3RsYXJgLCBgaXB0YWxfbmVkZW5pYCwgIiwiYmluZGluZ3MiOlsiMSJdfSx7Im1zIjowLjUyLCJzcWwiOiJzZWxlY3QgYGtvZGAsIGBhZGAgZnJvbSBgbXVoYXNlYmVfcGFyYV9iaXJpbWxlcmlgIHdoZXJlIChgbXVoYXNlYmVfcGFyYV9iaXJpbWxlcmlgLmBmaXJtYV9pZGAgPSA/IG9yIChgbXVoYXNlYmVfcGFyYV9iaXJpbWxlcmlgLmBmaXJtYV9pZGAgaXMgbnVsbCBhbmQgYG11aGFzZWJlX3BhcmFfYmlyaW1sZXJpYC5gaXNfc2FiaXRgID0gPykpIGFuZCBgYWt0aWZfbWlgID0gPyBvcmRlciBieSBga29kYCBhc2MiLCJiaW5kaW5ncyI6WyIyIiwiMSIsIjEiXX1d"
"2","muhasebe","admin/muhasebe/fatura-kaynagis/1","admin/muhasebe/fatura-kaynagis/{record}","filament.admin.muhasebe.resources.fatura-kaynagis.view","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\ViewFatura","App\Models\Muhasebe\Fatura","1","200","792,95","792,95","792,95","792.95","228848","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/1",,"400.8","4","4.44","W3sibXMiOjIuOTMsInNxbCI6InNlbGVjdCAqIGZyb20gYHVzZXJzYCB3aGVyZSBgaWRgID0gPyBhbmQgYHVzZXJzYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCBsaW1pdCAxIiwiYmluZGluZ3MiOlsiMjk5Il19LHsibXMiOjAuNiwic3FsIjoic2VsZWN0IGBpZGAsIGBmaXJtYV9pZGAsIGBmYXR1cmFfaWRgLCBgZmluYW5zX2hhcmVrZXRfaWRgLCBgdXlndWxhbmFuX3R1dGFyYCwgYHBhcmFfYmlyaW1pYCBmcm9tIGBmYXR1cmFfZmluYW5zX2thcGF0bWFsYXJpYCB3aGVyZSBgZmF0dXJhX2ZpbmFuc19rYXBhdG1hbGFyaWAuYGZhdHVyYV9pZGAgaW4gKDEpIG9yZGVyIGJ5IGBpZGAgYXNjIiwiYmluZGluZ3MiOltdfSx7Im1zIjowLjU1LCJzcWwiOiJzZWxlY3QgYGlkYCwgYGZpcm1hX2lkYCwgYGNhcmlfaWRgLCBgYmVsZ2Vfbm9gLCBgaXJzYWxpeWVfbm9gLCBgc2VyaWAsIGBzaXJhX25vYCwgYHR1cmAsIGBkdXJ1bWAsIGBmYXR1cmFfbm9gLCBgb2RlbWVfZHVydW11YCwgYHRhcmloYCwgYHZhZGVfdGFyaWhpYCwgYGRvdml6X2t1cnVgLCBgYXJhX3RvcGxhbWAsIGB0b3BsYW1faW5kaXJpbWAsIGBrZHZfdG9wbGFtYCwgYHRldmtpZmF0X29yYW5pYCwgYGdlbmVsX3RvcGxhbWAsIGBvZGVuZWNla190dXRhcmAsIGBvZGVuZGlfdHV0YXJpYCwgYGFjaWtfdHV0YXJgLCBgZ2VuZWxfaW5kaXJpbV90dXRhcmlgLCBga2R2X2RhaGlsX2ZpeWF0bGFuZGlybWFfbWlgLCBgYmFnbGlfZmF0dXJhX2lkYCwgYHBhcmFfYmlyaW1pYCwgYGFjaWtsYW1hYCwgYG5vdGxhcmAsIGBpcHRhbF9uZWRlbmlgLCAiLCJiaW5kaW5ncyI6WyIxIl19LHsibXMiOjAuMzYsInNxbCI6InNlbGVjdCBgaWRgLCBga29kYCwgYGFkYCBmcm9tIGBjYXJpbGVyYCB3aGVyZSBgY2FyaWxlcmAuYGlkYCBpbiAoMSkgYW5kIGBjYXJpbGVyYC5gZGVsZXRlZF9hdGAgaXMgbnVsbCIsImJpbmRpbmdzIjpbXX1d"
