"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"40","firma-kullanici-gruplari","admin/firma-kullanici-gruplari","filament.admin.resources.firma-kullanici-gruplari.index","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\ListFirmaKullaniciGruplari","200","481,93","474,65","489,2","474,65|489,2","140298","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari",
"41","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","479,44","478,29","480,6","478,29|480,6","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"42","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","478,73","472,68","484,79","484,79|472,68","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"43","restoran","admin/restoran/qr-menu/kategoriler/create","filament.admin.restoran.resources.qr-menu.kategoriler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori","200","478,44","472,53","484,36","484,36|472,53","144860","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/create",
"44","sistem-planlar","admin/sistem-planlar","filament.admin.resources.sistem-planlar.index","App\Filament\Resources\PlanYonetimKaynagi\Pages\PlanListesi","200","476,36","472,41","480,3","480,3|472,41","145113","http://localhost/yalova-kamera/admin/sistem-planlar",
"45","sistem-roller","admin/sistem-roller","filament.admin.resources.sistem-roller.index","App\Filament\Resources\RoleResource\Pages\ListRoles","200","475,94","470,53","481,36","481,36|470,53","140128","http://localhost/yalova-kamera/admin/sistem-roller",
"46","restoran","admin/restoran/qr-menu/urunler/create","filament.admin.restoran.resources.qr-menu.urunler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\CreateRestoranMenuUrun","200","475,47","456,63","494,3","494,3|456,63","166488","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler/create",
"47","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","472,93","466,53","479,33","466,53|479,33","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
"48","muhasebe","admin/muhasebe/fatura-kaynagis/create/gelen-iade-faturasi","filament.admin.muhasebe.resources.fatura-kaynagis.createGelenIade","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGelenIadeFaturasi","200","471,82","466,55","477,09","466,55|477,09","192239","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/gelen-iade-faturasi",
"49","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","471,47","456,84","486,11","456,84|486,11","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"50","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","470,34","449,69","490,99","490,99|449,69","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"51","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","468,09","453,73","482,44","482,44|453,73","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"52","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","467,33","458,07","476,59","476,59|458,07","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"53","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","463,04","447,73","478,35","447,73|478,35","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"54","web","admin/web/projeler/ayarlar","filament.admin.web.pages.projeler.ayarlar","App\Filament\Clusters\Web\Pages\WebProjeAyarlar","200","462,92","450,11","475,73","475,73|450,11","146358","http://localhost/yalova-kamera/admin/web/projeler/ayarlar",
"55","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","462,9","457,07","468,73","468,73|457,07","144785","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"56","muhasebe","admin/muhasebe/fatura-kaynagis/create/iptal-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createIptal","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateIptalFatura","200","460,27","449,33","471,21","471,21|449,33","192183","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/iptal-fatura",
"57","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","458,29","455,33","461,25","461,25|455,33","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"58","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","454,88","437,31","472,44","472,44|437,31","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"59","web","admin/web/servisler/ayarlar","filament.admin.web.pages.servisler.ayarlar","App\Filament\Clusters\Web\Pages\WebServisAyarlar","200","454,41","450,8","458,02","450,8|458,02","146467","http://localhost/yalova-kamera/admin/web/servisler/ayarlar",
"60","muhasebe","admin/muhasebe/fatura-kaynagis/create/gider-faturasi","filament.admin.muhasebe.resources.fatura-kaynagis.createGider","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGiderFaturasi","200","449,76","413,12","486,4","413,12|486,4","192199","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/gider-faturasi",
"61","web","admin/web/urunler/urun-listesi/create","filament.admin.web.resources.urunler.urun-listesi.create","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\CreateUrun","200","448,55","447,55","449,54","447,55|449,54","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"62","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","447,04","435,01","459,07","435,01|459,07","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"63","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","445,24","437,99","452,48","452,48|437,99","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"64","web","admin/web","filament.admin.web","App\Filament\Clusters\Web","200","444,86","422,3","467,42","467,42|422,3","110788","http://localhost/yalova-kamera/admin/web",
"65","personel-takip","admin/personel-takip/terminal/pin-giris-cikis","filament.admin.personel-takip.pages.terminal.pin-giris-cikis","App\Filament\Clusters\PersonelTakip\Pages\PersonelPinTerminalSayfasi","200","443,91","442,05","445,77","445,77|442,05","129455","http://localhost/yalova-kamera/admin/personel-takip/terminal/pin-giris-cikis",
"66","sistem-moduller","admin/sistem-moduller","filament.admin.resources.sistem-moduller.index","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulListesi","200","443,55","431,55","455,54","455,54|431,55","132350","http://localhost/yalova-kamera/admin/sistem-moduller",
"67","muhasebe","admin/muhasebe/tanimlar/markalar","filament.admin.muhasebe.resources.tanimlar.markalar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\ListMuhasebeMarkalari","200","441,69","425,69","457,68","425,69|457,68","160767","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar",
"68","web","admin/web/web-moduller/ucuncu-grup/referanslar","filament.admin.web.pages.web-moduller.ucuncu-grup.referanslar","App\Filament\Clusters\Web\Pages\ModulReferanslar","200","441,65","434,61","448,69","434,61|448,69","228360","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/referanslar",
"69","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","440,8","432,82","448,77","448,77|432,82","215884","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"70","muhasebe","admin/muhasebe/fatura-kaynagis/create/proforma-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createProforma","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateProformaFatura","200","440,64","437,99","443,29","437,99|443,29","192207","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/proforma-fatura",
"71","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","435,31","434,08","436,54","436,54|434,08","192289","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"72","muhasebe","admin/muhasebe/satis/barkodlu-satis","filament.admin.muhasebe.pages.satis.barkodlu-satis","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisSayfasi","200","434,49","430,81","438,17","430,81|438,17","220573","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis",
"73","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","433,93","402,46","465,41","402,46|465,41","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"74","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","432,23","431,53","432,93","431,53|432,93","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"75","web","admin/web/projeler/kategoriler","filament.admin.web.pages.projeler.kategoriler","App\Filament\Clusters\Web\Pages\WebProjeKategori","200","432,07","424,96","439,17","424,96|439,17","168330","http://localhost/yalova-kamera/admin/web/projeler/kategoriler",
"76","muhasebe","admin/muhasebe/cari-yonetimi/cariler/create","filament.admin.muhasebe.resources.cari-yonetimi.cariler.create","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\CreateCari","200","431,87","424,14","439,6","439,6|424,14","211209","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/create",
"77","muhasebe","admin/muhasebe/tanimlar/logo-turleri","filament.admin.muhasebe.resources.tanimlar.logo-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeLogoTuruTanimKaynagi\Pages\ListMuhasebeLogoTurleri","200","430,08","419,56","440,59","419,56|440,59","160789","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/logo-turleri",
"78","web","admin/web/servisler/web-servis-kategori","filament.admin.web.pages.servisler.web-servis-kategori","App\Filament\Clusters\Web\Pages\WebServisKategori","200","429,68","418,78","440,57","440,57|418,78","168361","http://localhost/yalova-kamera/admin/web/servisler/web-servis-kategori",
"79","web","admin/web/urunler/urun-listesi","filament.admin.web.resources.urunler.urun-listesi.index","App\Filament\Clusters\Web\Resources\UrunKaynagi\Pages\ListUrunler","200","427,84","416,88","438,8","438,8|416,88","187277","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi",
"80","web","admin/web/projeler/liste","filament.admin.web.pages.projeler.liste","App\Filament\Clusters\Web\Pages\WebProje","200","426,27","411,97","440,57","440,57|411,97","180359","http://localhost/yalova-kamera/admin/web/projeler/liste",
"81","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","424,22","412,87","435,58","412,87|435,58","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"82","muhasebe","admin/muhasebe/stok","filament.admin.muhasebe.pages.stok","App\Filament\Clusters\Muhasebe\Pages\Stok","200","423,44","411,79","435,09","411,79|435,09","111840","http://localhost/yalova-kamera/admin/muhasebe/stok",
"83","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","422,06","392,39","451,72","451,72|392,39","128371","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
"84","ayarlar","admin/ayarlar/mesaj-merkezi","filament.admin.ayarlar.pages.mesaj-merkezi","App\Filament\Clusters\Ayarlar\Pages\MesajMerkeziSayfasi","200","421,02","396,23","445,8","445,8|396,23","117696","http://localhost/yalova-kamera/admin/ayarlar/mesaj-merkezi",
"85","restoran","admin/restoran/raporlar/genel","filament.admin.restoran.pages.raporlar.genel","App\Filament\Clusters\Restoran\Pages\RestoranRaporlariSayfasi","200","420,63","402,05","439,22","439,22|402,05","129547","http://localhost/yalova-kamera/admin/restoran/raporlar/genel",
"86","muhasebe","admin/muhasebe/tanimlar/para-birimleri","filament.admin.muhasebe.resources.tanimlar.para-birimleri.index","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\ListParaBirimleri","200","419,96","411,26","428,66","428,66|411,26","160786","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri",
"87","muhasebe","admin/muhasebe/tanimlar/varyantlar","filament.admin.muhasebe.resources.tanimlar.varyantlar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeVaryantTanimKaynagi\Pages\ListMuhasebeVaryantlari","200","419,69","418,82","420,55","418,82|420,55","160766","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/varyantlar",
"88","muhasebe","admin/muhasebe/tanimlar/tasarimlar","filament.admin.muhasebe.resources.tanimlar.tasarimlar.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeTasarimTanimKaynagi\Pages\ListMuhasebeTasarimlari","200","418,91","417,31","420,52","417,31|420,52","160766","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/tasarimlar",
"89","muhasebe","admin/muhasebe/tanimlar/malzeme-turleri","filament.admin.muhasebe.resources.tanimlar.malzeme-turleri.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMalzemeTuruTanimKaynagi\Pages\ListMuhasebeMalzemeTurleri","200","418,89","410,04","427,73","410,04|427,73","160825","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/malzeme-turleri",
