"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"11","muhasebe","admin/muhasebe/finans/odeme-olustur","filament.admin.muhasebe.pages.finans.odeme-olustur","App\Filament\Clusters\Muhasebe\Pages\OdemeOlusturSayfasi","200","347,6","116,68","804,88","804,88|121,25|116,68","164565","http://localhost/yalova-kamera/admin/muhasebe/finans/odeme-olustur",
"12","teknik-servis","admin/teknik-servis/sablonlar/kabul-formu","filament.admin.teknik-servis.pages.sablonlar.kabul-formu","App\Filament\Clusters\TeknikServis\Pages\ServisKabulFormuSablonuSayfasi","200","345,63","95,43","838,98","838,98|95,43|102,46","176733","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/kabul-formu",
"13","restoran","admin/restoran/mutfak","filament.admin.restoran.pages.mutfak","App\Filament\Clusters\Restoran\Pages\RestoranMutfakEkraniSayfasi","200","332,17","80,16","827,76","827,76|88,61|80,16","126101","http://localhost/yalova-kamera/admin/restoran/mutfak",
"14","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","318","161,2","543,07","543,07|249,74|161,2","241512","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"15","muhasebe","admin/muhasebe/muhasebe-panel","filament.admin.muhasebe.pages.muhasebe-panel","App\Filament\Clusters\Muhasebe\Pages\MuhasebeDashboardSayfasi","200","314,81","79,44","770,61","770,61|79,44|94,38","120319","http://localhost/yalova-kamera/admin/muhasebe/muhasebe-panel",
"16","personel-takip","admin/personel-takip/raporlar/personel-ozeti","filament.admin.personel-takip.pages.raporlar.personel-ozeti","App\Filament\Clusters\PersonelTakip\Pages\PersonelRaporlariSayfasi","200","313,59","76,33","786,43","786,43|76,33|78","130841","http://localhost/yalova-kamera/admin/personel-takip/raporlar/personel-ozeti",
"17","muhasebe","admin/muhasebe/cari-yonetimi/cari-ekstreleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-ekstreleri","App\Filament\Clusters\Muhasebe\Pages\CariEkstreSayfasi","200","294,82","98,35","684,38","684,38|98,35|101,73","132482","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-ekstreleri",
"18","restoran","admin/restoran/paket-servis","filament.admin.restoran.pages.paket-servis","App\Filament\Clusters\Restoran\Pages\RestoranPaketServisSayfasi","200","274,23","81,25","646,54","646,54|81,25|94,88","124946","http://localhost/yalova-kamera/admin/restoran/paket-servis",
"19","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","270,45","96,02","534,23","534,23|181,08|96,02","147473","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"20","web","admin/web/sayfalar/hakkimizda","filament.admin.web.pages.sayfalar.hakkimizda","App\Filament\Clusters\Web\Pages\Hakkimizda","200","263,91","102,13","510,59","510,59|179,02|102,13","175772","http://localhost/yalova-kamera/admin/web/sayfalar/hakkimizda",
"21","restoran","admin/restoran/raporlar/gun-sonu","filament.admin.restoran.pages.raporlar.gun-sonu","App\Filament\Clusters\Restoran\Pages\RestoranGunSonuMutabakatSayfasi","200","263,17","85,09","618,69","618,69|85,09|85,71","128371","http://localhost/yalova-kamera/admin/restoran/raporlar/gun-sonu",
"22","muhasebe","admin/muhasebe/is-analitigi","filament.admin.muhasebe.pages.is-analitigi","App\Filament\Clusters\Muhasebe\Pages\IsAnalitigiSayfasi","200","262,71","78,7","629,76","629,76|78,7|79,67","113710","http://localhost/yalova-kamera/admin/muhasebe/is-analitigi",
"23","teknik-servis","admin/teknik-servis/tanimlar/arizalar","filament.admin.teknik-servis.resources.tanimlar.arizalar.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\ListTeknikServisArizalari","200","261,99","95,95","589,67","100,35|589,67|95,95","141956","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar",
"24","restoran","admin/restoran/masa-ekrani","filament.admin.restoran.pages.masa-ekrani","App\Filament\Clusters\Restoran\Pages\RestoranMasaEkraniSayfasi","200","259,42","78,78","616,39","616,39|78,78|83,1","124456","http://localhost/yalova-kamera/admin/restoran/masa-ekrani",
"25","restoran","admin/restoran/masalar","filament.admin.restoran.resources.masalar.index","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\ListRestoranMasalari","200","257,06","136,02","445,9","445,9|189,27|136,02","181750","http://localhost/yalova-kamera/admin/restoran/masalar",
"26","muhasebe","admin/muhasebe/finans/finans-panel","filament.admin.muhasebe.pages.finans.finans-panel","App\Filament\Clusters\Muhasebe\Pages\FinansDashboardSayfasi","200","256,39","78,15","603,33","603,33|87,68|78,15","121492","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-panel",
"27","muhasebe","admin/muhasebe/satis/barkodlu-satis-muhasebe-mutabakat","filament.admin.muhasebe.pages.satis.barkodlu-satis-muhasebe-mutabakat","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisMuhasebeMutabakatSayfasi","200","253,23","105,65","543,39","543,39|105,65|110,66","157267","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-muhasebe-mutabakat",
"28","restoran","admin/restoran/raporlar/genel","filament.admin.restoran.pages.raporlar.genel","App\Filament\Clusters\Restoran\Pages\RestoranRaporlariSayfasi","200","243,71","74,64","570,84","570,84|85,64|74,64","129547","http://localhost/yalova-kamera/admin/restoran/raporlar/genel",
"29","web","admin/web/sayfalar/iletisim","filament.admin.web.pages.sayfalar.iletisim","App\Filament\Clusters\Web\Pages\Iletisim","200","223,58","101,3","397,21","397,21|172,23|101,3","141569","http://localhost/yalova-kamera/admin/web/sayfalar/iletisim",
"30","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","216,53","116,98","338,72","338,72|193,9|116,98","166722","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"31","web","admin/web/web-moduller/ucuncu-grup/faqs","filament.admin.web.pages.web-moduller.ucuncu-grup.faqs","App\Filament\Clusters\Web\Pages\ModulFaqs","200","211,44","121,95","340,23","340,23|172,15|121,95","178726","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/faqs",
"32","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeGecmisiSayfasi","200","208,83","103,63","413,71","413,71|109,14|103,63","174908","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-gecmisi",
"33","web","admin/web/web-ayarlar/aboneler","filament.admin.web.pages.web-ayarlar.aboneler","App\Filament\Clusters\Web\Pages\WebAboneler","200","208,19","137,45","283,99","283,99|203,11|137,45","179764","http://localhost/yalova-kamera/admin/web/web-ayarlar/aboneler",
"34","muhasebe","admin/muhasebe/satis/barkodlu-satis-gecmisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-gecmisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisGecmisiSayfasi","200","194,64","137,62","303,01","303,01|143,29|137,62","206440","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-gecmisi",
"35","web","admin/web/web-ayarlar/mail-gonderim","filament.admin.web.pages.web-ayarlar.mail-gonderim","App\Filament\Clusters\Web\Pages\WebMailGonderim","200","193,93","121,45","332,28","332,28|121,45|128,06","154388","http://localhost/yalova-kamera/admin/web/web-ayarlar/mail-gonderim",
"36","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","193,45","103,99","363,65","363,65|103,99|112,71","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
"37","web","admin/web/bloglar/blog-listesi","filament.admin.web.pages.bloglar.blog-listesi","App\Filament\Clusters\Web\Pages\BlogListesi","200","192,07","122,36","331,08","331,08|122,36|122,77","181638","http://localhost/yalova-kamera/admin/web/bloglar/blog-listesi",
"38","personel-takip","admin/personel-takip/terminal/pin-giris-cikis","filament.admin.personel-takip.pages.terminal.pin-giris-cikis","App\Filament\Clusters\PersonelTakip\Pages\PersonelPinTerminalSayfasi","200","190,03","95,18","374,89","374,89|95,18|100,02","129455","http://localhost/yalova-kamera/admin/personel-takip/terminal/pin-giris-cikis",
"39","teknik-servis","admin/teknik-servis/ozet","filament.admin.teknik-servis.pages.ozet","App\Filament\Clusters\TeknikServis\Pages\TeknikServisDashboardSayfasi","200","188,74","86,6","385,13","385,13|86,6|94,48","143291","http://localhost/yalova-kamera/admin/teknik-servis/ozet",
"40","sistem-denetim-kayitlari","admin/sistem-denetim-kayitlari","filament.admin.resources.sistem-denetim-kayitlari.index","App\Filament\Resources\DenetimKayidiKaynagi\Pages\DenetimKayitlariListesi","200","185,03","128,6","228,45","228,45|198,05|128,6","184887","http://localhost/yalova-kamera/admin/sistem-denetim-kayitlari",
"41","e-ticaret","admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.musteri-mesajlari","App\Filament\Clusters\ETicaret\Pages\MusteriMesajlariSayfasi","200","184,84","96,83","296,14","296,14|161,56|96,83","131610","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/musteri-mesajlari",
"42","restoran","admin/restoran/adisyon-kalemleri/create","filament.admin.restoran.resources.adisyon-kalemleri.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKalemiKaynagi\Pages\CreateRestoranAdisyonKalemi","200","183,4","120","225,18","225,18|205,02|120","167138","http://localhost/yalova-kamera/admin/restoran/adisyon-kalemleri/create",
"43","web","admin/web/web-ayarlar/web-genel-ayarlar","filament.admin.web.pages.web-ayarlar.web-genel-ayarlar","App\Filament\Clusters\Web\Pages\WebGenelAyarlar","200","182,71","89,89","353,94","353,94|104,3|89,89","133439","http://localhost/yalova-kamera/admin/web/web-ayarlar/web-genel-ayarlar",
"44","web","admin/web/web-moduller/ucuncu-grup/rakamlarla-biz","filament.admin.web.pages.web-moduller.ucuncu-grup.rakamlarla-biz","App\Filament\Clusters\Web\Pages\ModulRakamlarlaBiz","200","182,38","141,81","204,6","200,74|204,6|141,81","220365","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/rakamlarla-biz",
"45","web","admin/web/servisler/web-servis-listesi","filament.admin.web.pages.servisler.web-servis-listesi","App\Filament\Clusters\Web\Pages\WebServisListesi","200","179,95","121,96","280,03","280,03|121,96|137,87","182021","http://localhost/yalova-kamera/admin/web/servisler/web-servis-listesi",
"46","restoran","admin/restoran/adisyonlar/create","filament.admin.restoran.resources.adisyonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\CreateRestoranAdisyon","200","179,86","128,82","209,12","209,12|201,65|128,82","196901","http://localhost/yalova-kamera/admin/restoran/adisyonlar/create",
"47","web","admin/web/web-moduller/ucuncu-grup/referanslar","filament.admin.web.pages.web-moduller.ucuncu-grup.referanslar","App\Filament\Clusters\Web\Pages\ModulReferanslar","200","178,98","134,11","209,08","209,08|193,74|134,11","228360","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/referanslar",
"48","teklif-yonetimi","admin/teklif-yonetimi/teklifler","filament.admin.teklif-yonetimi.resources.teklifler.index","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\ListTeklifler","200","177,14","130,18","207,72","193,52|207,72|130,18","170173","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler",
"49","e-ticaret","admin/e-ticaret/odeme-yonetimi","filament.admin.e-ticaret.pages.odeme-yonetimi","App\Filament\Clusters\ETicaret\Pages\OdemeYonetimiSayfasi","200","176,36","101,76","317,97","317,97|101,76|109,34","140202","http://localhost/yalova-kamera/admin/e-ticaret/odeme-yonetimi",
"50","muhasebe","admin/muhasebe/stok/stok-listesi","filament.admin.muhasebe.resources.stok.stok-listesi.index","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\ListStokKartlari","200","176,14","125,28","203,53","199,6|203,53|125,28","187293","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi",
"51","personel-takip","admin/personel-takip/maas-donemleri","filament.admin.personel-takip.resources.maas-donemleri.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\ListPersonelMaasDonemleri","200","175,81","129,64","200,22","200,22|197,56|129,64","160024","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri",
"52","web","admin/web/web-ayarlar/web-api-ayarlar","filament.admin.web.pages.web-ayarlar.web-api-ayarlar","App\Filament\Clusters\Web\Pages\WebApiAyarlar","200","174,79","87,75","342","342|94,61|87,75","140849","http://localhost/yalova-kamera/admin/web/web-ayarlar/web-api-ayarlar",
"53","personel-takip","admin/personel-takip/personeller/create","filament.admin.personel-takip.resources.personeller.create","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\CreatePersonel","200","174,7","134,05","213,27","176,78|213,27|134,05","215884","http://localhost/yalova-kamera/admin/personel-takip/personeller/create",
"54","muhasebe","admin/muhasebe/cari-yonetimi/cari-yaslandirma","filament.admin.muhasebe.pages.cari-yonetimi.cari-yaslandirma","App\Filament\Clusters\Muhasebe\Pages\CariYaslandirmaSayfasi","200","171,98","96,18","318,75","318,75|96,18|100,99","118922","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-yaslandirma",
"55","muhasebe","admin/muhasebe/satis/barkodlu-satis-iade-fisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-iade-fisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisIadeFisiSayfasi","200","171,68","85,14","340,43","340,43|89,48|85,14","112444","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-iade-fisi",
"56","web","admin/web/bloglar/blog-kategori","filament.admin.web.pages.bloglar.blog-kategori","App\Filament\Clusters\Web\Pages\BlogKategori","200","170,17","120,77","261,37","261,37|128,39|120,77","168302","http://localhost/yalova-kamera/admin/web/bloglar/blog-kategori",
"57","personel-takip","admin/personel-takip/giris-cikis","filament.admin.personel-takip.resources.giris-cikis.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelGirisCikisKaynagi\Pages\ListPersonelGirisCikislari","200","169,32","129,56","189,21","189,21|189,19|129,56","158656","http://localhost/yalova-kamera/admin/personel-takip/giris-cikis",
"58","e-ticaret","admin/e-ticaret/kampanya-yonetimi","filament.admin.e-ticaret.pages.kampanya-yonetimi","App\Filament\Clusters\ETicaret\Pages\KampanyaYonetimiSayfasi","200","168,4","102,84","294,9","294,9|107,45|102,84","137942","http://localhost/yalova-kamera/admin/e-ticaret/kampanya-yonetimi",
"59","web","admin/web/web-ayarlar/menu-ayarlari/utility-menu","filament.admin.web.pages.web-ayarlar.menu-ayarlari.utility-menu","App\Filament\Clusters\Web\Pages\UtilityMenuAyarlari","200","167,8","99,93","300,82","300,82|102,65|99,93","161048","http://localhost/yalova-kamera/admin/web/web-ayarlar/menu-ayarlari/utility-menu",
"60","web","admin/web/projeler/liste","filament.admin.web.pages.projeler.liste","App\Filament\Clusters\Web\Pages\WebProje","200","167,49","113,54","256,11","256,11|132,81|113,54","180359","http://localhost/yalova-kamera/admin/web/projeler/liste",
"61","personel-takip","admin/personel-takip/personeller","filament.admin.personel-takip.resources.personeller.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\ListPersoneller","200","167,01","114,02","196,91","190,1|196,91|114,02","159540","http://localhost/yalova-kamera/admin/personel-takip/personeller",
"62","muhasebe","admin/muhasebe/satis/barkodlu-satis-fisi","filament.admin.muhasebe.pages.satis.barkodlu-satis-fisi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisFisiSayfasi","200","166,52","94,34","309,71","309,71|95,51|94,34","116872","http://localhost/yalova-kamera/admin/muhasebe/satis/barkodlu-satis-fisi",
"63","restoran","admin/restoran/qr-menu/kategoriler/create","filament.admin.restoran.resources.qr-menu.kategoriler.create","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\CreateRestoranMenuKategori","200","166,33","117,68","194,74","194,74|186,57|117,68","144860","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler/create",
"64","web","admin/web/bloglar/ayarlar","filament.admin.web.pages.bloglar.ayarlar","App\Filament\Clusters\Web\Pages\BlogAyarlar","200","165,67","99,13","294,29","294,29|99,13|103,59","142665","http://localhost/yalova-kamera/admin/web/bloglar/ayarlar",
"65","e-ticaret","admin/e-ticaret/mesaj-yonetimi/urun-mesajlari","filament.admin.e-ticaret.pages.mesaj-yonetimi.urun-mesajlari","App\Filament\Clusters\ETicaret\Pages\UrunMesajlariSayfasi","200","163,85","88,43","253,77","253,77|149,35|88,43","131592","http://localhost/yalova-kamera/admin/e-ticaret/mesaj-yonetimi/urun-mesajlari",
"66","teknik-servis","admin/teknik-servis/ayarlar/telegram","filament.admin.teknik-servis.pages.ayarlar.telegram","App\Filament\Clusters\TeknikServis\Pages\TelegramSayfasi","200","163,74","95,71","291,04","291,04|104,46|95,71","141951","http://localhost/yalova-kamera/admin/teknik-servis/ayarlar/telegram",
"67","web","admin/web/web-ayarlar/web-mail-ayarlar","filament.admin.web.pages.web-ayarlar.web-mail-ayarlar","App\Filament\Clusters\Web\Pages\WebMailAyarlar","200","163,7","96,34","284,71","284,71|110,04|96,34","148865","http://localhost/yalova-kamera/admin/web/web-ayarlar/web-mail-ayarlar",
"68","muhasebe","admin/muhasebe/cari-yonetimi/cariler/create","filament.admin.muhasebe.resources.cari-yonetimi.cariler.create","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\CreateCari","200","163,12","147,13","180,68","180,68|161,54|147,13","211209","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler/create",
"69","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz","filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi","200","161,25","156,24","170,12","157,4|170,12|156,24","252540","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz",
"70","personel-takip","admin/personel-takip/vardiyalar","filament.admin.personel-takip.resources.vardiyalar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\ListPersonelVardiyalari","200","161,02","118,45","188,21","176,4|188,21|118,45","162355","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar",
"71","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-fatura","filament.admin.muhasebe.resources.fatura-kaynagis.createGiden","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenFatura","200","160,84","127,79","209,32","145,39|209,32|127,79","192289","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-fatura",
"72","products","admin/products/create","filament.admin.resources.products.create","App\Filament\Resources\ProductResource\Pages\CreateProduct","200","160,78","149,44","172,34","172,34|160,56|149,44","241183","http://localhost/yalova-kamera/admin/web/urunler/urun-listesi/create",
"73","teklif-yonetimi","admin/teklif-yonetimi/teklifler/create","filament.admin.teklif-yonetimi.resources.teklifler.create","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifKaynagi\Pages\CreateTeklif","200","159,68","150,97","173,45","173,45|154,62|150,97","215148","http://localhost/yalova-kamera/admin/teklif-yonetimi/teklifler/create",
"74","web","admin/web/servisler/web-servis-kategori","filament.admin.web.pages.servisler.web-servis-kategori","App\Filament\Clusters\Web\Pages\WebServisKategori","200","158,84","111,63","245,83","245,83|119,05|111,63","168361","http://localhost/yalova-kamera/admin/web/servisler/web-servis-kategori",
"75","restoran","admin/restoran/tanimlar/salonlar","filament.admin.restoran.resources.tanimlar.salonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\ListRestoranSalonlari","200","158,63","108,15","192,28","175,46|192,28|108,15","165857","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar",
"76","web","admin/web/projeler/kategoriler","filament.admin.web.pages.projeler.kategoriler","App\Filament\Clusters\Web\Pages\WebProjeKategori","200","158,52","115","228,33","228,33|115|132,24","168330","http://localhost/yalova-kamera/admin/web/projeler/kategoriler",
"77","restoran","admin/restoran/masalar/create","filament.admin.restoran.resources.masalar.create","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\CreateRestoranMasa","200","156,77","114,45","192,42","163,44|192,42|114,45","160786","http://localhost/yalova-kamera/admin/restoran/masalar/create",
"78","personel-takip","admin/personel-takip/ayarlar","filament.admin.personel-takip.pages.ayarlar","App\Filament\Clusters\PersonelTakip\Pages\PersonelAyarlariSayfasi","200","156,6","94,71","270,77","270,77|104,32|94,71","138192","http://localhost/yalova-kamera/admin/personel-takip/ayarlar",
"79","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","156,29","148,32","165,26","155,3|165,26|148,32","232639","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"80","web","admin/web/web-moduller/ucuncu-grup/musteri-yorumlari","filament.admin.web.pages.web-moduller.ucuncu-grup.musteri-yorumlari","App\Filament\Clusters\Web\Pages\ModulMusteriYorumlari","200","155,34","118,38","176,95","176,95|170,7|118,38","185684","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/musteri-yorumlari",
"81","web","admin/web/web-moduller/ucuncu-grup/teknik-destek","filament.admin.web.pages.web-moduller.ucuncu-grup.teknik-destek","App\Filament\Clusters\Web\Pages\ModulTeknikDestek","200","155,21","102,5","196,97","166,17|196,97|102,5","182903","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/teknik-destek",
"82","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/dis-servis","filament.admin.teknik-servis.resources.servis-kayitlari.create_dis_servis","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\DisServisKaydiOlusturSayfasi","200","154,93","153,19","156,06","156,06|155,53|153,19","255082","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/dis-servis",
"83","web","admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz","filament.admin.web.pages.web-moduller.ucuncu-grup.neler-yapiyoruz","App\Filament\Clusters\Web\Pages\ModulNelerYapiyoruz","200","154,11","115,87","175,21","175,21|171,26|115,87","184548","http://localhost/yalova-kamera/admin/web/web-moduller/ucuncu-grup/neler-yapiyoruz",
"84","web","admin/web/sayfalar/bilgi-sayfalari","filament.admin.web.pages.sayfalar.bilgi-sayfalari","App\Filament\Clusters\Web\Pages\BilgiSayfalari","200","153,45","118,29","221,4","221,4|120,66|118,29","167841","http://localhost/yalova-kamera/admin/web/sayfalar/bilgi-sayfalari",
"85","muhasebe","admin/muhasebe/cari-yonetimi/cari-hareketleri","filament.admin.muhasebe.pages.cari-yonetimi.cari-hareketleri","App\Filament\Clusters\Muhasebe\Pages\CariHareketleriSayfasi","200","151,37","113","221,35","221,35|113|119,75","161306","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cari-hareketleri",
"86","muhasebe","admin/muhasebe/cari-yonetimi/cariler","filament.admin.muhasebe.resources.cari-yonetimi.cariler.index","App\Filament\Clusters\Muhasebe\Resources\CariKartiKaynagi\Pages\ListCariler","200","150,22","132,43","184,15","184,15|132,43|134,09","170489","http://localhost/yalova-kamera/admin/muhasebe/cari-yonetimi/cariler",
"87","e-ticaret","admin/e-ticaret/pazaryeri-entegrasyonu","filament.admin.e-ticaret.pages.pazaryeri-entegrasyonu","App\Filament\Clusters\ETicaret\Pages\PazaryeriEntegrasyonuSayfasi","200","150,22","88,65","263,91","263,91|88,65|98,11","134525","http://localhost/yalova-kamera/admin/e-ticaret/pazaryeri-entegrasyonu",
