"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz","filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi","200","611,53","582,18","640,87","640,87|582,18","252540","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz",
"2","web","admin/web/sayfalar/bilgi-sayfalari","filament.admin.web.pages.sayfalar.bilgi-sayfalari","App\Filament\Clusters\Web\Pages\BilgiSayfalari","200","556,57","536,11","577,02","577,02|536,11","167841","http://localhost/yalova-kamera/admin/web/sayfalar/bilgi-sayfalari",
"3","web","admin/web/web-ayarlar/aboneler","filament.admin.web.pages.web-ayarlar.aboneler","App\Filament\Clusters\Web\Pages\WebAboneler","200","553,3","547,95","558,65","558,65|547,95","179764","http://localhost/yalova-kamera/admin/web/web-ayarlar/aboneler",
"4","sistem-denetim-kayitlari","admin/sistem-denetim-kayitlari","filament.admin.resources.sistem-denetim-kayitlari.index","App\Filament\Resources\DenetimKayidiKaynagi\Pages\DenetimKayitlariListesi","200","548,09","495,62","600,56","600,56|495,62","184887","http://localhost/yalova-kamera/admin/sistem-denetim-kayitlari",
"5","restoran","admin/restoran/masalar","filament.admin.restoran.resources.masalar.index","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\ListRestoranMasalari","200","547,2","523,27","571,12","571,12|523,27","181750","http://localhost/yalova-kamera/admin/restoran/masalar",
"6","restoran","admin/restoran/qr-menu/urunler","filament.admin.restoran.resources.qr-menu.urunler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\ListRestoranMenuUrunleri","200","541,87","535,7","548,04","548,04|535,7","183088","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler",
"7","restoran","admin/restoran/qr-menu/receteler/create","filament.admin.restoran.resources.qr-menu.receteler.create","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\CreateRestoranRecete","200","533,48","530,95","536,02","530,95|536,02","178095","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/create",
"8","restoran","admin/restoran/adisyonlar/create","filament.admin.restoran.resources.adisyonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\CreateRestoranAdisyon","200","530,4","500,2","560,61","560,61|500,2","196901","http://localhost/yalova-kamera/admin/restoran/adisyonlar/create",
"9","restoran","admin/restoran/qr-menu/kategoriler","filament.admin.restoran.resources.qr-menu.kategoriler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\ListRestoranMenuKategorileri","200","529,56","497,71","561,4","561,4|497,71","162325","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler",
"10","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","526,14","490,1","562,19","562,19|490,1","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
