"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","2442,61","2442,61","2442,61","2442.61","347314","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"2","product-categories","admin/product-categories","filament.admin.resources.product-categories.index","App\Filament\Resources\ProductCategoryResource\Pages\ListProductCategories","200","2421,83","2421,83","2421,83","2421.83","503434","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"3","teklif-yonetimi","admin/teklif-yonetimi/sablonlar","filament.admin.teklif-yonetimi.resources.sablonlar.index","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\ListTeklifSablonlari","200","2385,67","2385,67","2385,67","2385.67","376383","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar",
"4","muhasebe","admin/muhasebe/fatura-kaynagis/create/giden-iade-faturasi","filament.admin.muhasebe.resources.fatura-kaynagis.createGidenIade","App\Filament\Clusters\Muhasebe\Resources\FaturaKaynagi\Pages\CreateGidenIadeFaturasi","200","2324,3","2324,3","2324,3","2324.3","287720","http://localhost/yalova-kamera/admin/muhasebe/fatura-kaynagis/create/giden-iade-faturasi",
"5","muhasebe","admin/muhasebe/tanimlar/para-birimleri/create","filament.admin.muhasebe.resources.tanimlar.para-birimleri.create","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\CreateParaBirimi","200","2291,14","2291,14","2291,14","2291.14","145104","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/create",
"6","muhasebe","admin/muhasebe/finans/poslar","filament.admin.muhasebe.resources.finans.poslar.index","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ListPosHesaplari","200","2288,59","2288,59","2288,59","2288.59","256394","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar",
"7","muhasebe","admin/muhasebe/satis/barkod-esleme-listesi","filament.admin.muhasebe.pages.satis.barkod-esleme-listesi","App\Filament\Clusters\Muhasebe\Pages\BarkodluSatisBarkodListesiSayfasi","200","2247,75","2247,75","2247,75","2247.75","554373","http://localhost/yalova-kamera/admin/muhasebe/satis/barkod-esleme-listesi",
"8","sistem-kullanicilar","admin/sistem-kullanicilar","filament.admin.resources.sistem-kullanicilar.index","App\Filament\Resources\UserResource\Pages\ListUsers","200","2243,31","2243,31","2243,31","2243.31","377259","http://localhost/yalova-kamera/admin/sistem-kullanicilar",
"9","muhasebe","admin/muhasebe/satis/pos-satis","filament.admin.muhasebe.pages.satis.pos-satis","App\Filament\Clusters\Muhasebe\Pages\PosSatis","200","2228,41","2228,41","2228,41","2228.41","165097","http://localhost/yalova-kamera/admin/muhasebe/finans/finans-hareketleri",
"10","restoran","admin/restoran/tanimlar/salonlar/create","filament.admin.restoran.resources.tanimlar.salonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\CreateRestoranSalon","200","2210,75","2210,75","2210,75","2210.75","144768","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar/create",
"11","muhasebe","admin/muhasebe/finans/kasalar","filament.admin.muhasebe.pages.finans.kasalar","App\Filament\Clusters\Muhasebe\Pages\Kasalar","200","2202,63","2202,63","2202,63","2202.63","267968","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari",
"12","firma-ici-kullanicilar","admin/firma-ici-kullanicilar/create","filament.admin.resources.firma-ici-kullanicilar.create","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciOlustur","200","2174,86","2174,86","2174,86","2174.86","166950","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar/create",
"13","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/bakim","filament.admin.teknik-servis.resources.servis-kayitlari.create_bakim","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\BakimKaydiOlusturSayfasi","200","2172,44","2172,44","2172,44","2172.44","261271","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/bakim",
"14","muhasebe","admin/muhasebe/stok/stok-kategorileri","filament.admin.muhasebe.resources.stok.stok-kategorileri.index","App\Filament\Clusters\Muhasebe\Resources\StokKategoriKaynagi\Pages\ListStokKategorileri","200","2164,42","2164,42","2164,42","2164.42","503670","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-kategorileri",
"15","sistem-denetim-kayitlari","admin/sistem-denetim-kayitlari","filament.admin.resources.sistem-denetim-kayitlari.index","App\Filament\Resources\DenetimKayidiKaynagi\Pages\DenetimKayitlariListesi","200","2158,89","2158,89","2158,89","2158.89","382354","http://localhost/yalova-kamera/admin/sistem-denetim-kayitlari",
"16","teknik-servis","admin/teknik-servis/sablonlar/servis-formu","filament.admin.teknik-servis.pages.sablonlar.servis-formu","App\Filament\Clusters\TeknikServis\Pages\ServisFormuSablonuSayfasi","200","2150,69","2150,69","2150,69","2150.69","279003","http://localhost/yalova-kamera/admin/teknik-servis/sablonlar/servis-formu",
"17","muhasebe","admin/muhasebe/finans/bankalar","filament.admin.muhasebe.pages.finans.bankalar","App\Filament\Clusters\Muhasebe\Pages\Bankalar","200","2146,45","2146,45","2146,45","2146.45","288581","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"18","muhasebe","admin/muhasebe/finans/banka-hesaplari","filament.admin.muhasebe.resources.finans.banka-hesaplari.index","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ListBankaHesaplari","200","2144,38","2144,38","2144,38","2144.38","288581","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
