"rank","module","uri","name","action","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"1","teknik-servis","admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz","filament.admin.teknik-servis.resources.servis-kayitlari.create_arizali","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ArizaliCihazKaydiOlusturSayfasi","200","617,6","593,1","642,11","593,1|642,11","252540","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/olustur/arizali-cihaz",
"2","restoran","admin/restoran/masalar","filament.admin.restoran.resources.masalar.index","App\Filament\Clusters\Restoran\Resources\RestoranMasaKaynagi\Pages\ListRestoranMasalari","200","551,68","524,08","579,27","579,27|524,08","181750","http://localhost/yalova-kamera/admin/restoran/masalar",
"3","web","admin/web/web-ayarlar/aboneler","filament.admin.web.pages.web-ayarlar.aboneler","App\Filament\Clusters\Web\Pages\WebAboneler","200","543,69","540,33","547,05","540,33|547,05","179764","http://localhost/yalova-kamera/admin/web/web-ayarlar/aboneler",
"4","restoran","admin/restoran/tanimlar/salonlar","filament.admin.restoran.resources.tanimlar.salonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranSalonKaynagi\Pages\ListRestoranSalonlari","200","541,07","523,71","558,44","558,44|523,71","165857","http://localhost/yalova-kamera/admin/restoran/tanimlar/salonlar",
"5","restoran","admin/restoran/qr-menu/kategoriler","filament.admin.restoran.resources.qr-menu.kategoriler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuKategoriKaynagi\Pages\ListRestoranMenuKategorileri","200","529,38","525,43","533,33","525,43|533,33","162325","http://localhost/yalova-kamera/admin/restoran/qr-menu/kategoriler",
"6","muhasebe","admin/muhasebe/stok/stok-listesi/create","filament.admin.muhasebe.resources.stok.stok-listesi.create","App\Filament\Clusters\Muhasebe\Resources\StokKartiKaynagi\Pages\CreateStokKarti","200","529,16","501,57","556,76","501,57|556,76","242096","http://localhost/yalova-kamera/admin/muhasebe/stok/stok-listesi/create",
"7","restoran","admin/restoran/qr-menu/urunler","filament.admin.restoran.resources.qr-menu.urunler.index","App\Filament\Clusters\Restoran\Resources\RestoranMenuUrunKaynagi\Pages\ListRestoranMenuUrunleri","200","528,61","524,78","532,44","532,44|524,78","183088","http://localhost/yalova-kamera/admin/restoran/qr-menu/urunler",
"8","restoran","admin/restoran/adisyonlar/create","filament.admin.restoran.resources.adisyonlar.create","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\CreateRestoranAdisyon","200","527,24","493,61","560,88","560,88|493,61","196901","http://localhost/yalova-kamera/admin/restoran/adisyonlar/create",
"9","muhasebe","admin/muhasebe/finans/banka-hesaplari","filament.admin.muhasebe.resources.finans.banka-hesaplari.index","App\Filament\Clusters\Muhasebe\Resources\BankaHesabiKaynagi\Pages\ListBankaHesaplari","200","525,41","515,74","535,07","535,07|515,74","166900","http://localhost/yalova-kamera/admin/muhasebe/finans/banka-hesaplari",
"10","muhasebe","admin/muhasebe/tanimlar/birimler","filament.admin.muhasebe.resources.tanimlar.birimler.index","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\BirimTanimKaynagi\Pages\ListBirimler","200","520,31","506,44","534,19","506,44|534,19","160723","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/birimler",
"11","personel-takip","admin/personel-takip/avanslar","filament.admin.personel-takip.resources.avanslar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelAvansKaynagi\Pages\ListPersonelAvanslari","200","517,31","504,58","530,03","530,03|504,58","159956","http://localhost/yalova-kamera/admin/personel-takip/avanslar",
"12","restoran","admin/restoran/adisyonlar","filament.admin.restoran.resources.adisyonlar.index","App\Filament\Clusters\Restoran\Resources\RestoranAdisyonKaynagi\Pages\ListRestoranAdisyonlari","200","516,37","514,32","518,43","518,43|514,32","162048","http://localhost/yalova-kamera/admin/restoran/adisyonlar",
"13","personel-takip","admin/personel-takip/maas-donemleri","filament.admin.personel-takip.resources.maas-donemleri.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelMaasDonemiKaynagi\Pages\ListPersonelMaasDonemleri","200","516,2","515,3","517,1","515,3|517,1","160024","http://localhost/yalova-kamera/admin/personel-takip/maas-donemleri",
"14","restoran","admin/restoran/qr-menu/receteler/create","filament.admin.restoran.resources.qr-menu.receteler.create","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\CreateRestoranRecete","200","515,59","513,89","517,3","513,89|517,3","178095","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler/create",
"15","personel-takip","admin/personel-takip/vardiyalar","filament.admin.personel-takip.resources.vardiyalar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaKaynagi\Pages\ListPersonelVardiyalari","200","514,14","503,8","524,49","524,49|503,8","162355","http://localhost/yalova-kamera/admin/personel-takip/vardiyalar",
"16","siparisler","admin/siparisler","filament.admin.resources.siparisler.index","App\Filament\Resources\SiparisKaynagi\Pages\ListSiparisler","200","513,97","501,88","526,07","526,07|501,88","186779","http://localhost/yalova-kamera/admin/siparisler",
"17","sistem-denetim-kayitlari","admin/sistem-denetim-kayitlari","filament.admin.resources.sistem-denetim-kayitlari.index","App\Filament\Resources\DenetimKayidiKaynagi\Pages\DenetimKayitlariListesi","200","512,81","506,74","518,87","518,87|506,74","184887","http://localhost/yalova-kamera/admin/sistem-denetim-kayitlari",
"18","product-categories","admin/product-categories","filament.admin.resources.product-categories.index","App\Filament\Resources\ProductCategoryResource\Pages\ListProductCategories","200","512,54","508,02","517,05","517,05|508,02","165230","http://localhost/yalova-kamera/admin/web/urunler/urun-kategorileri",
"19","sistem-firmalar","admin/sistem-firmalar","filament.admin.resources.sistem-firmalar.index","App\Filament\Resources\FirmaYonetimKaynagi\Pages\FirmaListesi","200","512,23","499,36","525,1","499,36|525,1","178344","http://localhost/yalova-kamera/admin/sistem-firmalar",
"20","personel-takip","admin/personel-takip/tanimlar/departmanlar","filament.admin.personel-takip.resources.tanimlar.departmanlar.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelDepartmanKaynagi\Pages\ListPersonelDepartmanlari","200","512,01","507,3","516,72","507,3|516,72","158344","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/departmanlar",
"21","teknik-servis","admin/teknik-servis/servis-kayitlari","filament.admin.teknik-servis.resources.servis-kayitlari.index","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\ListTeknikServisKayitlari","200","511,45","492,03","530,87","492,03|530,87","145871","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari",
"22","sistem-kullanicilar","admin/sistem-kullanicilar","filament.admin.resources.sistem-kullanicilar.index","App\Filament\Resources\UserResource\Pages\ListUsers","200","511,34","509,09","513,59","513,59|509,09","159134","http://localhost/yalova-kamera/admin/sistem-kullanicilar",
"23","firma-ici-kullanicilar","admin/firma-ici-kullanicilar","filament.admin.resources.firma-ici-kullanicilar.index","App\Filament\Resources\FirmaIciKullaniciKaynagi\Pages\FirmaIciKullaniciListesi","200","510,69","486,08","535,31","535,31|486,08","153019","http://localhost/yalova-kamera/admin/firma-ici-kullanicilar",
"24","restoran","admin/restoran/qr-menu/receteler","filament.admin.restoran.resources.qr-menu.receteler.index","App\Filament\Clusters\Restoran\Resources\RestoranReceteKaynagi\Pages\ListRestoranReceteleri","200","508,91","506,38","511,44","506,38|511,44","162370","http://localhost/yalova-kamera/admin/restoran/qr-menu/receteler",
"25","personel-takip","admin/personel-takip/personeller","filament.admin.personel-takip.resources.personeller.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelKaynagi\Pages\ListPersoneller","200","507,91","497,42","518,41","518,41|497,42","159540","http://localhost/yalova-kamera/admin/personel-takip/personeller",
"26","e-ticaret","admin/e-ticaret/kargo-yonetimi","filament.admin.e-ticaret.pages.kargo-yonetimi","App\Filament\Clusters\ETicaret\Pages\KargoYonetimiSayfasi","200","502,04","485,65","518,43","518,43|485,65","147473","http://localhost/yalova-kamera/admin/e-ticaret/kargo-yonetimi",
"27","web","admin/web/sayfalar/bilgi-sayfalari","filament.admin.web.pages.sayfalar.bilgi-sayfalari","App\Filament\Clusters\Web\Pages\BilgiSayfalari","200","500,42","499,87","500,98","499,87|500,98","167841","http://localhost/yalova-kamera/admin/web/sayfalar/bilgi-sayfalari",
"28","personel-takip","admin/personel-takip/izinler","filament.admin.personel-takip.resources.izinler.index","App\Filament\Clusters\PersonelTakip\Resources\PersonelIzinKaynagi\Pages\ListPersonelIzinleri","200","499,74","496,12","503,35","503,35|496,12","159088","http://localhost/yalova-kamera/admin/personel-takip/izinler",
"29","teknik-servis","admin/teknik-servis/servis-kayitlari/liste/acik","filament.admin.teknik-servis.resources.servis-kayitlari.acik","App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKayitlariAcikSayfasi","200","498,29","495,08","501,5","495,08|501,5","145920","http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/liste/acik",
"30","muhasebe","admin/muhasebe/faturalar/bekleyen-faturalar","filament.admin.muhasebe.pages.faturalar.bekleyen-faturalar","App\Filament\Clusters\Muhasebe\Pages\BekleyenFatura","200","496,27","486,15","506,39","486,15|506,39","145721","http://localhost/yalova-kamera/admin/muhasebe/faturalar/bekleyen-faturalar",
