rank,module,uri,uri_template,name,action,model,record_key,status,avg_ms,min_ms,max_ms,runs_ms,bytes,app_ms,queries,query_ms,slowest_queries,final_url,error
1,teknik-servis,admin/teknik-servis/servis-kayitlari/1/duzenle,admin/teknik-servis/servis-kayitlari/{record}/duzenle,filament.admin.teknik-servis.resources.servis-kayitlari.edit,"App\Filament\Clusters\TeknikServis\Resources\TeknikServisKaydiKaynagi\Pages\TeknikServisKaydiDuzenle","App\Models\TeknikServis\TeknikServisKaydi",1,200,1595.65,1513.38,1658.18,1658.18|1513.38|1615.39,622029,805.74,18,6.67,"1ms select * from `users` where `id` = ? and `users`.`deleted_at` is null limit 1 || 0.7ms select `teknik_servis_kayitlari`.*, exists(select * from `muhasebe_alacak_planlari` where `teknik_servis_kayitlari`.`id` = `muhasebe_alacak_planlari`.`kaynak_id` and `muhasebe_alacak_planlari`.`firma_id` = `teknik_servis_kayitlari`.`firma_id` and `durum` in (?, ?, ?) and `kaynak_turu` = ? and `muhasebe_alacak_planlari`.`deleted_at` is null) as `aktif_alacak_plani_var_mi` from `teknik_servis_kayitlari` where `id` = ?  || 0.48ms select count(*) as aggregate from `teknik_servis_kalemleri` where `teknik_servis_kalemleri`.`teknik_servis_kaydi_id` = ? and `teknik_servis_kalemleri`.`teknik_servis_kaydi_id` is not null and `teknik_servis_kalemleri`.`deleted_at` is null || 0.47ms select `teknik_servis_tanim_aksesuarlar`.*, `teknik_servis_aksesuar_kayitlari`.`teknik_servis_kaydi_id` as `pivot_teknik_servis_kaydi_id`, `teknik_servis_aksesuar_kayitlari`.`aksesuar_id` as `pivot_aksesuar_id`, `teknik_servis_aksesuar_kayitlari`.`firma_id` as `pivot_firma_id`, `teknik_servis_aksesuar_kayitlari`.`adet` as `pivot_adet`, `teknik_servis_aksesuar_kayitlari`.`not` as `pivot_not`, `teknik_servis_aksesuar_k || 0.41ms select * from `teknik_servis_muhasebe_baglantilari` where `firma_id` = ? and `teknik_servis_kaydi_id` = ? and `islem_tipi` = ? order by `id` desc limit 1",http://localhost/yalova-kamera/admin/teknik-servis/servis-kayitlari/1/duzenle,
