"rank","module","uri","uri_template","name","action","model","record_key","status","avg_ms","min_ms","max_ms","runs_ms","bytes","final_url","error"
"26","muhasebe","admin/muhasebe/tanimlar/doviz-kurlari/2/edit","admin/muhasebe/tanimlar/doviz-kurlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.doviz-kurlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\DovizKuruTanimKaynagi\Pages\EditDovizKuru","App\Models\Muhasebe\DovizKuru","2","200","477,64","477,64","477,64","477.64","175708","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/doviz-kurlari/2/edit",
"27","sistem-yetkiler","admin/sistem-yetkiler/1/edit","admin/sistem-yetkiler/{record}/edit","filament.admin.resources.sistem-yetkiler.edit","App\Filament\Resources\YetkiYonetimKaynagi\Pages\YetkiDuzenle","App\Models\Yetki","1","200","467,56","467,56","467,56","467.56","137088","http://localhost/yalova-kamera/admin/sistem-yetkiler/1/edit",
"28","sistem-roller","admin/sistem-roller/1/edit","admin/sistem-roller/{record}/edit","filament.admin.resources.sistem-roller.edit","App\Filament\Resources\RoleResource\Pages\EditRole","App\Models\Rol","1","200","467,33","467,33","467,33","467.33","147125","http://localhost/yalova-kamera/admin/sistem-roller/1/edit",
"29","sistem-moduller","admin/sistem-moduller/1/edit","admin/sistem-moduller/{record}/edit","filament.admin.resources.sistem-moduller.edit","App\Filament\Resources\ModulYonetimKaynagi\Pages\ModulDuzenle","App\Models\Modul","1","200","463,97","463,97","463,97","463.97","133895","http://localhost/yalova-kamera/admin/sistem-moduller/1/edit",
"30","muhasebe","admin/muhasebe/finans/poslar/1/edit","admin/muhasebe/finans/poslar/{record}/edit","filament.admin.muhasebe.resources.finans.poslar.edit","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\EditPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","456,28","456,28","456,28","456.28","220921","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1/edit",
"31","teknik-servis","admin/teknik-servis/tanimlar/arizalar/1/edit","admin/teknik-servis/tanimlar/arizalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.arizalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisArizaKaynagi\Pages\EditTeknikServisArizasi","App\Models\TeknikServis\TeknikServisArizaTanimi","1","200","450,29","450,29","450,29","450.29","148779","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/arizalar/1/edit",
"32","sistem-kullanicilar","admin/sistem-kullanicilar/1/edit","admin/sistem-kullanicilar/{record}/edit","filament.admin.resources.sistem-kullanicilar.edit","App\Filament\Resources\UserResource\Pages\EditUser","App\Models\User","1","200","445,39","445,39","445,39","445.39","143006","http://localhost/yalova-kamera/admin/sistem-kullanicilar/1/edit",
"33","teklif-yonetimi","admin/teklif-yonetimi/sablonlar/9/preview","admin/teklif-yonetimi/sablonlar/{record}/preview","filament.admin.teklif-yonetimi.resources.sablonlar.preview","App\Filament\Clusters\TeklifYonetimi\Resources\TeklifSablonKaynagi\Pages\PreviewTeklifSablonu","App\Models\TeklifYonetimi\TeklifBaskiSablonu","9","200","435,71","435,71","435,71","435.71","129694","http://localhost/yalova-kamera/admin/teklif-yonetimi/sablonlar/9/preview",
"34","muhasebe","admin/muhasebe/finans/poslar/1","admin/muhasebe/finans/poslar/{record}","filament.admin.muhasebe.resources.finans.poslar.view","App\Filament\Clusters\Muhasebe\Resources\PosHesabiKaynagi\Pages\ViewPosHesabi","App\Models\Muhasebe\PosHesabi","1","200","418,92","418,92","418,92","418.92","188130","http://localhost/yalova-kamera/admin/muhasebe/finans/poslar/1",
"35","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1","admin/muhasebe/finans/kasa-hesaplari/{record}","filament.admin.muhasebe.resources.finans.kasa-hesaplari.view","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\ViewKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","410","410","410","410","156353","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1",
"36","muhasebe","admin/muhasebe/finans/kasa-hesaplari/1/edit","admin/muhasebe/finans/kasa-hesaplari/{record}/edit","filament.admin.muhasebe.resources.finans.kasa-hesaplari.edit","App\Filament\Clusters\Muhasebe\Resources\KasaHesabiKaynagi\Pages\EditKasaHesabi","App\Models\Muhasebe\KasaHesabi","1","200","407,9","407,9","407,9","407.9","163663","http://localhost/yalova-kamera/admin/muhasebe/finans/kasa-hesaplari/1/edit",
"37","personel-takip","admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit","admin/personel-takip/tanimlar/vardiya-sablonlari/{record}/edit","filament.admin.personel-takip.resources.tanimlar.vardiya-sablonlari.edit","App\Filament\Clusters\PersonelTakip\Resources\PersonelVardiyaSablonuKaynagi\Pages\EditPersonelVardiyaSablonu","App\Models\Personel\PersonelVardiyaSablonu","1","200","376,32","376,32","376,32","376.32","153403","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/vardiya-sablonlari/1/edit",
"38","muhasebe","admin/muhasebe/tanimlar/para-birimleri/1/edit","admin/muhasebe/tanimlar/para-birimleri/{record}/edit","filament.admin.muhasebe.resources.tanimlar.para-birimleri.edit","App\Filament\Clusters\Muhasebe\Resources\ParaBirimiTanimKaynagi\Pages\EditParaBirimi","App\Models\Muhasebe\ParaBirimi","1","200","355,08","355,08","355,08","355.08","137744","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/para-birimleri/1/edit",
"39","muhasebe","admin/muhasebe/tanimlar/markalar/1/edit","admin/muhasebe/tanimlar/markalar/{record}/edit","filament.admin.muhasebe.resources.tanimlar.markalar.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\MuhasebeMarkaTanimKaynagi\Pages\EditMuhasebeMarka","App\Models\Muhasebe\MuhasebeMarka","1","200","353,68","353,68","353,68","353.68","143364","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/markalar/1/edit",
"40","personel-takip","admin/personel-takip/tanimlar/subeler/1/edit","admin/personel-takip/tanimlar/subeler/{record}/edit","filament.admin.personel-takip.resources.tanimlar.subeler.edit","App\Filament\Clusters\PersonelTakip\Resources\SubeKaynagi\Pages\EditSube","App\Models\Sube","1","200","351,16","351,16","351,16","351.16","143434","http://localhost/yalova-kamera/admin/personel-takip/tanimlar/subeler/1/edit",
"41","teknik-servis","admin/teknik-servis/tanimlar/servis-durumlari/7/edit","admin/teknik-servis/tanimlar/servis-durumlari/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.servis-durumlari.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisDurumuTanimKaynagi\Pages\EditTeknikServisDurumu","App\Models\TeknikServis\TeknikServisDurumTanimi","7","200","350,7","350,7","350,7","350.7","156603","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/servis-durumlari/7/edit",
"42","teknik-servis","admin/teknik-servis/tanimlar/cihazlar/1/edit","admin/teknik-servis/tanimlar/cihazlar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.cihazlar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisCihazKaynagi\Pages\EditTeknikServisCihazi","App\Models\TeknikServis\TeknikServisCihazTanimi","1","200","347,57","347,57","347,57","347.57","141723","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/cihazlar/1/edit",
"43","muhasebe","admin/muhasebe/tanimlar/vergi-oranlari/1/edit","admin/muhasebe/tanimlar/vergi-oranlari/{record}/edit","filament.admin.muhasebe.resources.tanimlar.vergi-oranlari.edit","App\Filament\Clusters\Muhasebe\Resources\Tanimlar\VergiOraniTanimKaynagi\Pages\EditVergiOrani","App\Models\Muhasebe\VergiOrani","1","200","346,8","346,8","346,8","346.8","141226","http://localhost/yalova-kamera/admin/muhasebe/tanimlar/vergi-oranlari/1/edit",
"44","teknik-servis","admin/teknik-servis/tanimlar/markalar/1/edit","admin/teknik-servis/tanimlar/markalar/{record}/edit","filament.admin.teknik-servis.resources.tanimlar.markalar.edit","App\Filament\Clusters\TeknikServis\Resources\TeknikServisMarkaKaynagi\Pages\EditTeknikServisMarkasi","App\Models\TeknikServis\TeknikServisMarkaTanimi","1","200","341,97","341,97","341,97","341.97","141696","http://localhost/yalova-kamera/admin/teknik-servis/tanimlar/markalar/1/edit",
"45","firma-kullanici-gruplari","admin/firma-kullanici-gruplari/8/edit","admin/firma-kullanici-gruplari/{record}/edit","filament.admin.resources.firma-kullanici-gruplari.edit","App\Filament\Resources\FirmaKullaniciGrubuKaynagi\Pages\EditFirmaKullaniciGrubu","App\Models\Rol","8","403","333,1","333,1","333,1","333.1","0","http://localhost/yalova-kamera/admin/firma-kullanici-gruplari/8/edit","Uzak sunucu hata döndürdü: (403) Yasak."
